Saison balnéaire;Région;Département;Code unique d'identification du site de baignade;Précédent code ;Evolution 2021 vs. 2020;Nom du site de baignade;Date déclaration UE;Type d'eau;Longitude (ETRS 89);Latitude (ETRS 89);;;;;;;;;
2021;Bretagne;29;FRH0229042M029624;;pas de changement;MORGAT (LE LOC'H);01/01/1991;eau côtière;-4.50296000000;48.22655000000;;;;;;;;;
2021;Bretagne;29;FRH0229042M029627;;pas de changement;MORGAT (TOUL AN TREZ);01/01/1991;eau côtière;-4.49815000000;48.23268000000;;;;;;;;;
2021;Bretagne;29;FRH0229042M029629;;pas de changement;PORTZIC;01/01/1992;eau côtière;-4.48901000000;48.23567000000;;;;;;;;;
2021;Bretagne;29;FRH0229042M029631;;pas de changement;POSTOLLONEC;01/01/1991;eau côtière;-4.46376000000;48.23871000000;;;;;;;;;
2021;Bretagne;29;FRH0229042M029633;;pas de changement;ABER;01/01/1992;eau côtière;-4.44354000000;48.23375000000;;;;;;;;;
2021;Bretagne;29;FRH0229042M029635;;pas de changement;POUL (LE GUERN);01/01/1992;eau côtière;-4.41754000000;48.22689000000;;;;;;;;;
2021;Bretagne;29;FRH0229046M029685;FRH0229046M029684;changement de code;RIS;15/06/2021;eau côtière;-4.30100000000;48.09100000000;;;;;;;;;
2021;Bretagne;29;FRH0229046M029691;;pas de changement;PORS CAD;01/01/1991;eau côtière;-4.33011000000;48.09721000000;;;;;;;;;
2021;Bretagne;29;FRH0229046M029692;;pas de changement;DAMES;01/01/1991;eau côtière;-4.33231000000;48.09765000000;;;;;;;;;
2021;Bretagne;29;FRH0229046M029693;;baignade supprimée;PORS MELENN;14/06/2010;eau côtière;-4.34222000000;48.10060000000;;;;;;;;;
2021;Bretagne;29;FRH0229046M029694;;pas de changement;SAINT-JEAN;01/01/1991;eau côtière;-4.34522000000;48.10130000000;;;;;;;;;
2021;Bretagne;29;FRH0229046M029695;;pas de changement;RHEUN;14/06/2010;eau côtière;-4.34698000000;48.10210000000;;;;;;;;;
2021;Bretagne;29;FRH0229046M029697;;pas de changement;SABLES BLANCS;01/01/1991;eau côtière;-4.35226000000;48.10255000000;;;;;;;;;
2021;Bretagne;29;FRH0229057M029857;;pas de changement;KERLEVEN;01/01/1991;eau côtière;-3.96513000000;47.89636000000;;;;;;;;;
2021;Bretagne;29;FRH0229058M029825;;pas de changement;KERLER;01/01/1991;eau côtière;-4.05443000000;47.85442000000;;;;;;;;;
2021;Bretagne;29;FRH0229058M029830;;pas de changement;MANER COAT CLEVAREC;01/01/1991;eau côtière;-4.01112000000;47.85091000000;;;;;;;;;
2021;Bretagne;29;FRH0229058M029832;;pas de changement;KERAMBIGORN;01/01/1992;eau côtière;-3.99327000000;47.85287000000;;;;;;;;;
2021;Bretagne;29;FRH0229058M029836;;pas de changement;DUNES;01/01/1992;eau côtière;-3.97892000000;47.85395000000;;;;;;;;;
2021;Bretagne;29;FRH0229058M029838;;pas de changement;OISEAUX;01/01/1992;eau côtière;-3.97937000000;47.85735000000;;;;;;;;;
2021;Bretagne;29;FRH0229058M029844;;pas de changement;KERVELTREC;01/01/1991;eau côtière;-3.98437000000;47.86881000000;;;;;;;;;
2021;Bretagne;29;FRH0229058M029850;;pas de changement;CAP COZ;01/01/1991;eau côtière;-3.98267000000;47.88734000000;;;;;;;;;
2021;Bretagne;29;FRH0229058M029852;;pas de changement;GLENAN-ST NICOLAS;01/01/1992;eau côtière;-4.00095000000;47.72642000000;;;;;;;;;
2021;Bretagne;29;FRH0229058M029855;;pas de changement;GLENAN-BANANEC;01/01/1998;eau côtière;-3.99565000000;47.72338000000;;;;;;;;;
2021;Bretagne;29;FRH0229072M029774;;pas de changement;GREVE BLANCHE;01/01/1991;eau côtière;-4.29893000000;47.79976000000;;;;;;;;;
2021;Bretagne;29;FRH0229072M029775;;pas de changement;GREVE JAUNE;20/06/2012;eau côtière;-4.28966000000;47.79254000000;;;;;;;;;
2021;Bretagne;29;FRH0229073M029023;;pas de changement;VELIN IZELLA;15/06/2011;eau côtière;-3.72072000000;48.70605000000;;;;;;;;;
2021;Bretagne;29;FRH0229075M029516;;pas de changement;MOULIN BLANC (COSTOUR);01/01/1991;eau côtière;-4.42384000000;48.39704000000;;;;;;;;;
2021;Bretagne;29;FRH0229075M029517;;pas de changement;PEN AN TRAON;01/01/1992;eau côtière;-4.35062000000;48.40821000000;;;;;;;;;
2021;Bretagne;29;FRH0229077M029268;;pas de changement;DIBENNOU;01/01/1992;eau côtière;-4.42852000000;48.63982000000;;;;;;;;;
2021;Bretagne;29;FRH0229077M029271;;pas de changement;CURNIC;01/01/1992;eau côtière;-4.44772000000;48.63809000000;;;;;;;;;
2021;Bretagne;29;FRH0229077M029275;;pas de changement;LA SECHERIE (VOUGOT);01/01/1992;eau côtière;-4.45040000000;48.64598000000;;;;;;;;;
2021;Bretagne;29;FRH0229080M029569;;pas de changement;KERDREOLET;01/01/1992;eau côtière;-4.25462000000;48.30513000000;;;;;;;;;
2021;Bretagne;29;FRH0229080M029571;;pas de changement;TIBIDY;01/01/1992;eau côtière;-4.24987000000;48.30195000000;;;;;;;;;
2021;Bretagne;29;FRH0229082M029131;;pas de changement;GREVE BLANCHE;01/01/1991;eau côtière;-3.99844000000;48.74623000000;;;;;;;;;
2021;Bretagne;29;FRH0229082M029140;;pas de changement;PORS ALLIOU;14/06/2010;eau côtière;-4.00323000000;48.74122000000;;;;;;;;;
2021;Bretagne;29;FRH0229082M029143;;pas de changement;PORS KERNOK;01/01/1991;eau côtière;-4.01230000000;48.74404000000;;;;;;;;;
2021;Bretagne;29;FRH0229083M029714;;pas de changement;CALE DU PHARE;01/01/1992;eau côtière;-4.86421000000;48.04285000000;;;;;;;;;
2021;Bretagne;29;FRH0229083M029715;;pas de changement;QUAI DES PAIMPOLAIS;01/01/1992;eau côtière;-4.84996000000;48.03690000000;;;;;;;;;
2021;Bretagne;29;FRH0229083M029717;;pas de changement;SABLES BLANCS;01/01/1992;eau côtière;-4.84502000000;48.03288000000;;;;;;;;;
2021;Bretagne;29;FRH0229085M029800;;pas de changement;GRANDE PLAGE;01/01/1992;eau côtière;-4.16383000000;47.84800000000;;;;;;;;;
2021;Bretagne;29;FRH0229085M029802;;pas de changement;TEVEN;01/01/1992;eau côtière;-4.15484000000;47.85222000000;;;;;;;;;
2021;Bretagne;29;FRH0229090M029680;;pas de changement;TREZ MALAOUEN;01/01/1992;eau côtière;-4.28632000000;48.10520000000;;;;;;;;;
2021;Bretagne;29;FRH0229091M029249;;pas de changement;MENEZ HAM;01/01/1992;eau côtière;-4.36912000000;48.66872000000;;;;;;;;;
2021;Bretagne;29;FRH0229091M029252;;pas de changement;NODEVEN (RUDULOC);01/01/1992;eau côtière;-4.37614000000;48.66510000000;;;;;;;;;
2021;Bretagne;29;FRH0229091M029254;;pas de changement;ROC'H AR GONC;15/06/2011;eau côtière;-4.39073000000;48.65875000000;;;;;;;;;
2021;Bretagne;29;FRH0229091M029255;;pas de changement;BOUTROUILLES;01/01/1992;eau côtière;-4.41006000000;48.65436000000;;;;;;;;;
2021;Bretagne;29;FRH0229091M029256;;pas de changement;KARRECK HIR;15/06/2011;eau côtière;-4.42998000000;48.65318000000;;;;;;;;;
2021;Bretagne;29;FRH0229091M029258;;pas de changement;FANAL (NEIZ-VRAN);01/01/1992;eau côtière;-4.43504000000;48.65239000000;;;;;;;;;
2021;Bretagne;29;FRH0229091M029259;;pas de changement;POUL FEUNTEUN;15/06/2011;eau côtière;-4.43804000000;48.64559000000;;;;;;;;;
2021;Bretagne;29;FRH0229098M029431;;pas de changement;PORS AR MARC'H;01/01/1992;eau côtière;-4.76208000000;48.46791000000;;;;;;;;;
2021;Bretagne;29;FRH0229098M029434;;pas de changement;PORS AR GORET;01/01/1992;eau côtière;-4.76779000000;48.46267000000;;;;;;;;;
2021;Bretagne;29;FRH0229098M029437;;pas de changement;GOUEROU;01/01/1992;eau côtière;-4.77108000000;48.45725000000;;;;;;;;;
2021;Bretagne;29;FRH0229098M029440;;pas de changement;PORSGUEN;01/01/1992;eau côtière;-4.77935000000;48.44793000000;;;;;;;;;
2021;Bretagne;29;FRH0229099M029350;;pas de changement;TROIS MOUTONS;01/01/1992;eau côtière;-4.65736000000;48.57231000000;;;;;;;;;
2021;Bretagne;29;FRH0229101M029316;;pas de changement;ANGES;01/01/1991;eau côtière;-4.56976000000;48.59690000000;;;;;;;;;
2021;Bretagne;29;FRH0229101M029319;;pas de changement;PORS MATEANO;01/01/1992;eau côtière;-4.59295000000;48.60423000000;;;;;;;;;
2021;Bretagne;29;FRH0229101M029325;;pas de changement;PLOUGOURI;01/01/1992;eau côtière;-4.60328000000;48.60497000000;;;;;;;;;
2021;Bretagne;29;FRH0229101M029328;;pas de changement;SAINTE-MARGUERITE;01/01/1992;eau côtière;-4.60687000000;48.59326000000;;;;;;;;;
2021;Bretagne;29;FRH0229101M029329;;baignade nouvellement identifiée;BROENNOU;07/07/2021;eau côtière;-4.60400000000;48.58400000000;;;;;;;;;
2021;Bretagne;29;FRH0229109M029378;;pas de changement;GWISSELIER;01/01/1992;eau côtière;-4.70762000000;48.55365000000;;;;;;;;;
2021;Bretagne;29;FRH0229109M029382;;pas de changement;TREMAZAN;14/06/2010;eau côtière;-4.71695000000;48.55595000000;;;;;;;;;
2021;Bretagne;29;FRH0229109M029387;;pas de changement;PENFOUL;01/01/1992;eau côtière;-4.75211000000;48.53214000000;;;;;;;;;
2021;Bretagne;29;FRH0229109M029388;;pas de changement;REDAN;14/06/2010;eau côtière;-4.75708000000;48.53215000000;;;;;;;;;
2021;Bretagne;29;FRH0229109M029389;;pas de changement;VERLEN;01/01/1992;eau côtière;-4.75824000000;48.53017000000;;;;;;;;;
2021;Bretagne;29;FRH0229109M029392;;pas de changement;GWEN TREZ;01/01/1992;eau côtière;-4.76019000000;48.52620000000;;;;;;;;;
2021;Bretagne;29;FRH0229109M029394;;pas de changement;ROCHARD;14/06/2010;eau côtière;-4.76154000000;48.52022000000;;;;;;;;;
2021;Bretagne;29;FRH0229112M029424;;baignade nouvellement identifiée;PORS AN EIS VINIS;15/06/2021;eau côtière;-4.76500000000;48.47500000000;;;;;;;;;
2021;Bretagne;29;FRH0229120M029606;;pas de changement;LA CALE;14/06/2010;eau côtière;-4.45784000000;48.29299000000;;;;;;;;;
2021;Bretagne;29;FRH0229130M029494;;pas de changement;PORSMILIN;01/01/1991;eau côtière;-4.67873000000;48.35535000000;;;;;;;;;
2021;Bretagne;29;FRH0229130M029497;;pas de changement;PORTEZ;01/01/1991;eau côtière;-4.67383000000;48.35414000000;;;;;;;;;
2021;Bretagne;29;FRH0229130M029500;;pas de changement;TREGANA;01/01/1991;eau côtière;-4.66711000000;48.35269000000;;;;;;;;;
2021;Bretagne;29;FRH0229133M029006;;changement de nom;FOND DE LA BAIE                                                       ;01/01/1991;eau côtière;-3.65417000000;48.68249000000;;;;;;;;;
2021;Bretagne;29;FRH0229133M029009;;pas de changement;PORT;01/01/1991;eau côtière;-3.64721000000;48.69055000000;;;;;;;;;
2021;Bretagne;29;FRH0229133M029012;;pas de changement;PORS AR VILLEC;01/01/1991;eau côtière;-3.64718000000;48.69399000000;;;;;;;;;
2021;Bretagne;29;FRH0229133M029015;;pas de changement;SABLES BLANCS;01/01/1991;eau côtière;-3.66250000000;48.69253000000;;;;;;;;;
2021;Bretagne;29;FRH0229133M029018;;pas de changement;MOULIN DE LA RIVE;01/01/1991;eau côtière;-3.67693000000;48.68712000000;;;;;;;;;
2021;Bretagne;29;FRH0229133M029021;;pas de changement;POUL RODOU;01/01/1991;eau côtière;-3.70003000000;48.69028000000;;;;;;;;;
2021;Bretagne;29;FRH0229135M029785;;pas de changement;SABLES BLANCS;01/01/1992;eau côtière;-4.20043000000;47.79862000000;;;;;;;;;
2021;Bretagne;29;FRH0229135M029787;;pas de changement;POULLUEN;01/01/1992;eau côtière;-4.17910000000;47.80366000000;;;;;;;;;
2021;Bretagne;29;FRH0229135M029789;;pas de changement;LODONNEC;01/01/1991;eau côtière;-4.17473000000;47.81210000000;;;;;;;;;
2021;Bretagne;29;FRH0229135M029791;;pas de changement;EZER;01/01/1991;eau côtière;-4.16969000000;47.81355000000;;;;;;;;;
2021;Bretagne;29;FRH0229135M029793;;pas de changement;KERVILZIC;01/01/1991;eau côtière;-4.16274000000;47.82025000000;;;;;;;;;
2021;Bretagne;29;FRH0229135M029795;;pas de changement;LANGOZ;01/01/1991;eau côtière;-4.16189000000;47.82885000000;;;;;;;;;
2021;Bretagne;29;FRH0229137M029559;;pas de changement;YELENN;01/01/1992;eau côtière;-4.32561000000;48.32117000000;;;;;;;;;
2021;Bretagne;29;FRH0229137M029561;;pas de changement;POINTE DU BENDY;01/01/1992;eau côtière;-4.33573000000;48.31428000000;;;;;;;;;
2021;Bretagne;29;FRH0229137M029565;;pas de changement;PORSISQUIN;01/01/1992;eau côtière;-4.31460000000;48.31559000000;;;;;;;;;
2021;Bretagne;29;FRH0229150M029929;;pas de changement;KERFANY;01/01/1991;eau côtière;-3.72037000000;47.80200000000;;;;;;;;;
2021;Bretagne;29;FRH0229150M029930;;pas de changement;TRENEZ;01/01/1991;eau côtière;-3.70337000000;47.78810000000;;;;;;;;;
2021;Bretagne;29;FRH0229153M029914;;pas de changement;DOURVEIL;01/01/1992;eau côtière;-3.81138000000;47.79381000000;;;;;;;;;
2021;Bretagne;29;FRH0229153M029916;;pas de changement;RAGUENES;01/01/1992;eau côtière;-3.78968000000;47.79070000000;;;;;;;;;
2021;Bretagne;29;FRH0229153M029920;;pas de changement;ROSPICO;01/01/1992;eau côtière;-3.76604000000;47.79179000000;;;;;;;;;
2021;Bretagne;29;FRH0229153M029922;;pas de changement;PORT MANECH;01/01/1991;eau côtière;-3.74057000000;47.80446000000;;;;;;;;;
2021;Bretagne;29;FRH0229155M029464;;pas de changement;PORS ARLAN;01/01/1992;eau côtière;-5.04810000000;48.45810000000;;;;;;;;;
2021;Bretagne;29;FRH0229155M029466;;pas de changement;LE PRAT;14/06/2010;eau côtière;-5.09933000000;48.44521000000;;;;;;;;;
2021;Bretagne;29;FRH0229155M029467;;pas de changement;PORS CORS;01/01/1992;eau côtière;-5.09317000000;48.45209000000;;;;;;;;;
2021;Bretagne;29;FRH0229155M029468;;pas de changement;YUSIN;01/01/1993;eau côtière;-5.10688000000;48.47014000000;;;;;;;;;
2021;Bretagne;29;FRH0229158M029767;;pas de changement;PORS CARN;01/01/1991;eau côtière;-4.35205000000;47.82914000000;;;;;;;;;
2021;Bretagne;29;FRH0229158M029769;;pas de changement;JOIE;01/01/1991;eau côtière;-4.37229000000;47.81033000000;;;;;;;;;
2021;Bretagne;29;FRH0229158M029771;;pas de changement;STEIR;01/01/1991;eau côtière;-4.31061000000;47.80052000000;;;;;;;;;
2021;Bretagne;29;FRH0229165M029781;;pas de changement;PETITE PLAGE;14/06/2010;eau côtière;-4.22184000000;47.79332000000;;;;;;;;;
2021;Bretagne;29;FRH0229165M029784;;pas de changement;LES 4 VENTS;14/06/2010;eau côtière;-4.21251000000;47.79934000000;;;;;;;;;
2021;Bretagne;29;FRH0229166M029672;;pas de changement;TY ANQUER;01/01/1992;eau côtière;-4.27271000000;48.14805000000;;;;;;;;;
2021;Bretagne;29;FRH0229168M029720;;pas de changement;BAIE DES TREPASSES;01/01/1992;eau côtière;-4.70808000000;48.04678000000;;;;;;;;;
2021;Bretagne;29;FRH0229168M029722;;pas de changement;LOC'H;01/01/1992;eau côtière;-4.63369000000;48.02832000000;;;;;;;;;
2021;Bretagne;29;FRH0229171M029765;;pas de changement;TORCHE;01/01/1993;eau côtière;-4.34708000000;47.83891000000;;;;;;;;;
2021;Bretagne;29;FRH0229172M029665;;pas de changement;LESTREVET;01/01/1992;eau côtière;-4.29155000000;48.17589000000;;;;;;;;;
2021;Bretagne;29;FRH0229172M029667;;pas de changement;PORS AR VAG;01/01/1992;eau côtière;-4.29230000000;48.16972000000;;;;;;;;;
2021;Bretagne;29;FRH0229172M029669;;pas de changement;KERVIJEN;01/01/1992;eau côtière;-4.27541000000;48.15479000000;;;;;;;;;
2021;Bretagne;29;FRH0229176M029675;;pas de changement;SAINTE-ANNE-LA-PALUD;01/01/1991;eau côtière;-4.27272000000;48.14237000000;;;;;;;;;
2021;Bretagne;29;FRH0229176M029677;;pas de changement;KERVEL;01/01/1991;eau côtière;-4.28174000000;48.11606000000;;;;;;;;;
2021;Bretagne;29;FRH0229177M029445;;pas de changement;PORSMAN;14/06/2016;eau côtière;-4.77916000000;48.44218000000;;;;;;;;;
2021;Bretagne;29;FRH0229177M029447;;pas de changement;PORS SEVIGNE;01/01/1992;eau côtière;-4.78482000000;48.43053000000;;;;;;;;;
2021;Bretagne;29;FRH0229177M029450;;pas de changement;RUSCUMUNOC;01/01/1992;eau côtière;-4.78875000000;48.42300000000;;;;;;;;;
2021;Bretagne;29;FRH0229177M029453;;pas de changement;CORSEN;01/01/1992;eau côtière;-4.79256000000;48.41290000000;;;;;;;;;
2021;Bretagne;29;FRH0229178M029358;;pas de changement;TREOMPAN;01/01/1992;eau côtière;-4.68088000000;48.56763000000;;;;;;;;;
2021;Bretagne;29;FRH0229178M029364;;pas de changement;PORS GUEN;01/01/1992;eau côtière;-4.69964000000;48.57050000000;;;;;;;;;
2021;Bretagne;29;FRH0229178M029367;;pas de changement;PORS AR VILIN VRAS;01/01/1992;eau côtière;-4.70128000000;48.56579000000;;;;;;;;;
2021;Bretagne;29;FRH0229178M029370;;pas de changement;KERDENIEL;01/01/1992;eau côtière;-4.70344000000;48.56099000000;;;;;;;;;
2021;Bretagne;29;FRH0229185M029196;;pas de changement;POULFOEN;01/01/1992;eau côtière;-4.16683000000;48.68827000000;;;;;;;;;
2021;Bretagne;29;FRH0229185M029199;;pas de changement;PORSMEUR;01/01/1992;eau côtière;-4.22075000000;48.65949000000;;;;;;;;;
2021;Bretagne;29;FRH0229188M029042;;pas de changement;TREGASTEL;01/01/1992;eau côtière;-3.80843000000;48.71201000000;;;;;;;;;
2021;Bretagne;29;FRH0229188M029045;;pas de changement;PORT BLANC;01/01/1992;eau côtière;-3.83531000000;48.70903000000;;;;;;;;;
2021;Bretagne;29;FRH0229188M029048;;pas de changement;GUERZIT;01/01/1992;eau côtière;-3.84019000000;48.69764000000;;;;;;;;;
2021;Bretagne;29;FRH0229188M029051;;pas de changement;SAINT-SAMSON;01/01/1992;eau côtière;-3.85070000000;48.69082000000;;;;;;;;;
2021;Bretagne;29;FRH0229189M029532;;pas de changement;LARMOR;01/01/1992;eau côtière;-4.44907000000;48.33183000000;;;;;;;;;
2021;Bretagne;29;FRH0229189M029534;;pas de changement;PORSMEUR;01/01/1992;eau côtière;-4.44965000000;48.32601000000;;;;;;;;;
2021;Bretagne;29;FRH0229189M029536;;pas de changement;L'AUBERLAC'H (PORT);01/01/1991;eau côtière;-4.41463000000;48.33673000000;;;;;;;;;
2021;Bretagne;29;FRH0229189M029542;;pas de changement;PORSGUEN;01/01/1992;eau côtière;-4.34980000000;48.34384000000;;;;;;;;;
2021;Bretagne;29;FRH0229190M029483;;pas de changement;BERTHEAUME;01/01/1991;eau côtière;-4.70060000000;48.33979000000;;;;;;;;;
2021;Bretagne;29;FRH0229190M029490;;pas de changement;TREZ HIR;01/01/1991;eau côtière;-4.70361000000;48.34691000000;;;;;;;;;
2021;Bretagne;29;FRH0229192M029172;;pas de changement;TOUL AN OUCH;01/01/1991;eau côtière;-4.06281000000;48.68808000000;;;;;;;;;
2021;Bretagne;29;FRH0229192M029175;;pas de changement;GUILLEC;01/01/1991;eau côtière;-4.06695000000;48.68539000000;;;;;;;;;
2021;Bretagne;29;FRH0229195M029278;;pas de changement;ZORN;01/01/1991;eau côtière;-4.47762000000;48.62385000000;;;;;;;;;
2021;Bretagne;29;FRH0229195M029282;;pas de changement;CREAC'H AN AVEL;14/06/2010;eau côtière;-4.50218000000;48.62171000000;;;;;;;;;
2021;Bretagne;29;FRH0229195M029285;;pas de changement;BASSINIG;14/06/2010;eau côtière;-4.51066000000;48.62529000000;;;;;;;;;
2021;Bretagne;29;FRH0229195M029287;;pas de changement;KOREJOU;01/01/1991;eau côtière;-4.51238000000;48.62770000000;;;;;;;;;
2021;Bretagne;29;FRH0229195M029300;;pas de changement;GREVE BLANCHE;01/01/1991;eau côtière;-4.52701000000;48.63001000000;;;;;;;;;
2021;Bretagne;29;FRH0229195M029301;;pas de changement;PORZ GWEN;14/06/2010;eau côtière;-4.53841000000;48.63174000000;;;;;;;;;
2021;Bretagne;29;FRH0229195M029303;;pas de changement;KERVENNY;01/01/1991;eau côtière;-4.56288000000;48.62174000000;;;;;;;;;
2021;Bretagne;29;FRH0229195M029309;;pas de changement;SAINT-CAVA;01/01/1991;eau côtière;-4.56432000000;48.61614000000;;;;;;;;;
2021;Bretagne;29;FRH0229197M029735;;pas de changement;SAINT-JULIEN;01/01/1991;eau côtière;-4.53378000000;48.01696000000;;;;;;;;;
2021;Bretagne;29;FRH0229197M029737;;pas de changement;LEZAROUAN;01/01/1992;eau côtière;-4.53202000000;48.00881000000;;;;;;;;;
2021;Bretagne;29;FRH0229197M029739;;pas de changement;KERSINY;01/01/1992;eau côtière;-4.51203000000;48.00509000000;;;;;;;;;
2021;Bretagne;29;FRH0229197M029741;;pas de changement;MESPEURLEUC;01/01/1992;eau côtière;-4.49843000000;48.00072000000;;;;;;;;;
2021;Bretagne;29;FRH0229197M029743;;pas de changement;GWENDREZ;01/01/1992;eau côtière;-4.48023000000;47.99052000000;;;;;;;;;
2021;Bretagne;29;FRH0229201M029457;;pas de changement;PORSMOGUER-KERHORNOU;01/01/1992;eau côtière;-4.77676000000;48.40636000000;;;;;;;;;
2021;Bretagne;29;FRH0229201M029460;;pas de changement;ILLIEN;01/01/1992;eau côtière;-4.76270000000;48.38270000000;;;;;;;;;
2021;Bretagne;29;FRH0229206M029208;;pas de changement;ODE VRAS;14/06/2010;eau côtière;-4.22675000000;48.65486000000;;;;;;;;;
2021;Bretagne;29;FRH0229210D029031;;pas de changement;LANORGANT;01/01/1992;lac;-4.02795000000;48.57571000000;;;;;;;;;
2021;Bretagne;29;FRH0229212M029502;;pas de changement;DELLEC;01/01/1991;eau côtière;-4.56618000000;48.35489000000;;;;;;;;;
2021;Bretagne;29;FRH0229212M029513;;pas de changement;MINOU;14/06/2010;eau côtière;-4.61756000000;48.33793000000;;;;;;;;;
2021;Bretagne;29;FRH0229214M029754;;pas de changement;RU VEIN;01/01/1991;eau côtière;-4.37942000000;47.91331000000;;;;;;;;;
2021;Bretagne;29;FRH0229215M029746;;pas de changement;GORRED;01/01/1992;eau côtière;-4.45112000000;47.98050000000;;;;;;;;;
2021;Bretagne;29;FRH0229215M029748;;pas de changement;KERREST (LE MENHIR);01/01/1992;eau côtière;-4.42540000000;47.96321000000;;;;;;;;;
2021;Bretagne;29;FRH0229221M029402;;pas de changement;COLONS;01/01/1992;eau côtière;-4.76454000000;48.51932000000;;;;;;;;;
2021;Bretagne;29;FRH0229221M029408;;pas de changement;DAMES;01/01/1992;eau côtière;-4.77069000000;48.51585000000;;;;;;;;;
2021;Bretagne;29;FRH0229221M029411;;pas de changement;BOURG;01/01/1992;eau côtière;-4.76772000000;48.51149000000;;;;;;;;;
2021;Bretagne;29;FRH0229221M029417;;pas de changement;MELON;01/01/1991;eau côtière;-4.77203000000;48.48542000000;;;;;;;;;
2021;Bretagne;29;FRH0229221M029420;;pas de changement;PORSMEUR;01/01/1992;eau côtière;-4.76932000000;48.48227000000;;;;;;;;;
2021;Bretagne;29;FRH0229225M029751;;pas de changement;PENHORS (POSTE DE SECOURS);01/01/1992;eau côtière;-4.40039000000;47.93805000000;;;;;;;;;
2021;Bretagne;29;FRH0229235M029519;;pas de changement;MOULIN BLANC (CANTINE);01/01/1991;eau côtière;-4.42022000000;48.39583000000;;;;;;;;;
2021;Bretagne;29;FRH0229235M029521;;pas de changement;PASSAGE;01/01/1992;eau côtière;-4.38531000000;48.39679000000;;;;;;;;;
2021;Bretagne;29;FRH0229236D029925;;pas de changement;QUESTELAN;14/06/2010;eau de transition;-3.71310000000;47.81151000000;;;;;;;;;
2021;Bretagne;29;FRH0229236D029927;;pas de changement;SAINT-LEGER;14/06/2010;eau de transition;-3.68897000000;47.82080000000;;;;;;;;;
2021;Bretagne;29;FRH0229239M029106;;pas de changement;GRANDE GREVE;01/01/1992;eau côtière;-3.97354000000;48.70922000000;;;;;;;;;
2021;Bretagne;29;FRH0229239M029108;;pas de changement;TRAON ERCH;14/06/2010;eau côtière;-3.97165000000;48.71348000000;;;;;;;;;
2021;Bretagne;29;FRH0229239M029118;;pas de changement;ROC'H KROUM;01/01/1992;eau côtière;-3.99257000000;48.72387000000;;;;;;;;;
2021;Bretagne;29;FRH0229239M029124;;pas de changement;RUGUEL;01/01/1992;eau côtière;-4.00464000000;48.71535000000;;;;;;;;;
2021;Bretagne;29;FRH0229244D029012;;pas de changement;PLAN D'EAU DU BOURG;14/06/2010;lac;-4.18243000000;48.54987000000;;;;;;;;;
2021;Bretagne;29;FRH0229251M029035;;pas de changement;SAINT-JEAN (DONNANT);01/01/1991;eau côtière;-3.77932000000;48.70384000000;;;;;;;;;
2021;Bretagne;29;FRH0229252M029761;;pas de changement;TRONOEN;01/01/1991;eau côtière;-4.34935000000;47.85255000000;;;;;;;;;
2021;Bretagne;29;FRH0229256M029659;;pas de changement;CAMEROS;01/01/1993;eau côtière;-4.31778000000;48.20344000000;;;;;;;;;
2021;Bretagne;29;FRH0229256M029662;;pas de changement;PENTREZ (FACE MENEZ BICHEN);01/01/1992;eau côtière;-4.30090000000;48.18960000000;;;;;;;;;
2021;Bretagne;29;FRH0229257M029335;;pas de changement;GANAOC;14/06/2010;eau côtière;-4.60625000000;48.57282000000;;;;;;;;;
2021;Bretagne;29;FRH0229257M029340;;pas de changement;BENNIGUET;01/01/1991;eau côtière;-4.61384000000;48.57353000000;;;;;;;;;
2021;Bretagne;29;FRH0229257M029343;;pas de changement;CORN AR GAZEL;01/01/1991;eau côtière;-4.62554000000;48.57566000000;;;;;;;;;
2021;Bretagne;29;FRH0229257M029346;;pas de changement;ERLEAC'H;01/01/1991;eau côtière;-4.62925000000;48.57860000000;;;;;;;;;
2021;Bretagne;29;FRH0229257M029348;;pas de changement;COULOUARN;14/06/2010;eau côtière;-4.64425000000;48.57360000000;;;;;;;;;
2021;Bretagne;29;FRH0229259M029100;;pas de changement;SAINTE-ANNE (LARGE);01/01/1991;eau côtière;-3.96592000000;48.69094000000;;;;;;;;;
2021;Bretagne;29;FRH0229259M029103;;pas de changement;MAN;01/01/1991;eau côtière;-3.96899000000;48.69401000000;;;;;;;;;
2021;Bretagne;29;FRH0229273M029153;;pas de changement;POULDU LE PRAT;01/01/1992;eau côtière;-4.02185000000;48.71166000000;;;;;;;;;
2021;Bretagne;29;FRH0229273M029156;;pas de changement;THEVEN;01/01/1992;eau côtière;-4.03785000000;48.70646000000;;;;;;;;;
2021;Bretagne;29;FRH0229273M029165;;pas de changement;DOSSEN;01/01/1992;eau côtière;-4.05718000000;48.69382000000;;;;;;;;;
2021;Bretagne;29;FRH0229276M029179;;pas de changement;PORT MOGUERIEC;01/01/1991;eau côtière;-4.07597000000;48.68976000000;;;;;;;;;
2021;Bretagne;29;FRH0229277D029022;;pas de changement;DRENNEC (OUEST);01/01/1991;lac;-4.01766000000;48.39140000000;;;;;;;;;
2021;Bretagne;29;FRH0229280M029648;;pas de changement;TREZBELLEC;01/01/1991;eau côtière;-4.37376000000;48.21434000000;;;;;;;;;
2021;Bretagne;29;FRH0229280M029655;;pas de changement;PORS LOUS;01/01/1993;eau côtière;-4.33255000000;48.20582000000;;;;;;;;;
