Saison balnéaire;Région;Département;Code unique d'identification du site de baignade;Précédent code ;Evolution 2021 vs. 2020;Nom du site de baignade;Date déclaration UE;Type d'eau;Longitude (ETRS 89);Latitude (ETRS 89);;;;;;;;;
2021;Martinique;972;FRY2097206M972080;FRY5097206M972080;changement de code;LA CHERY:PLAGE TI COCO NOVOTEL                                        ;01/10/2020;eau côtière;-61.00790000000;14.47350000000;;;;;;;;;
2021;Martinique;972;FRY2097209D972305;FRY5097209D972305;changement de code;PONT DE L'ALMA                                                        ;01/10/2020;rivière;-61.09210000000;14.69440000000;;;;;;;;;
2021;Martinique;972;FRY2097209M972015;FRY5097209M972015;changement de code;LA FRANCAISE : MILIEU DE PLAGE                                        ;01/10/2020;eau côtière;-61.06760000000;14.60140000000;;;;;;;;;
2021;Martinique;972;FRY2097211D972300;FRY5097211D972300;changement de code;AMONT DU STADE                                                        ;01/10/2020;rivière;-61.17630000000;14.86990000000;;;;;;;;;
2021;Martinique;972;FRY2097217M972112;FRY5097217M972112;changement de code;POINTE BORGNESE : FACE CABANES                                        ;01/10/2020;eau côtière;-60.90250000000;14.45350000000;;;;;;;;;
2021;Martinique;972;FRY2097217M972147;FRY5097217M972147;changement de code;CAP MACRE : FACE AU BAR                                               ;01/10/2020;eau côtière;-60.81580000000;14.47310000000;;;;;;;;;
2021;Martinique;972;FRY2097219M972217;FRY5097219M972217;changement de code;"ANSE BELLEVILLE ""TROU AU CHAT""                                        ";01/10/2020;eau côtière;-61.22850000000;14.81930000000;;;;;;;;;
2021;Martinique;972;FRY2097219M972218;FRY5097219M972218;changement de code;"ANSE CERON ""TAMARINIER""                                               ";01/10/2020;eau côtière;-61.22630000000;14.82780000000;;;;;;;;;
2021;Martinique;972;FRY2097219M972219;FRY5097219M972219;changement de code;ANSE COULEUVRE                                                        ;01/10/2020;eau côtière;-61.21920000000;14.84210000000;;;;;;;;;
2021;Martinique;972;FRY2097219M972220;FRY5097219M972220;changement de code;ANSE CERON : MILIEU PLAGE                                             ;01/10/2020;eau côtière;-61.22470000000;14.83320000000;;;;;;;;;
2021;Martinique;972;FRY2097219M972221;FRY5097219M972221;changement de code;LA CHARMEUSE                                                          ;01/10/2020;eau côtière;-61.22070000000;14.79370000000;;;;;;;;;
2021;Martinique;972;FRY2097220M972110;FRY5097220M972110;changement de code;ANSE FIGUIER : MILIEU PLAGE                                           ;01/10/2020;eau côtière;-60.90990000000;14.46020000000;;;;;;;;;
2021;Martinique;972;FRY2097222M972270;FRY5097222M972270;changement de code;ILET MADAME                                                           ;01/10/2020;eau côtière;-60.88350000000;14.66980000000;;;;;;;;;
2021;Martinique;972;FRY2097222M972275;FRY5097222M972275;changement de code;BAIE COCO                                                             ;01/10/2020;eau côtière;-60.88590000000;14.65780000000;;;;;;;;;
2021;Martinique;972;FRY2097224D972310;FRY5097224D972310;changement de code;COEUR BOULIKI                                                         ;01/10/2020;rivière;-61.06890000000;14.69960000000;;;;;;;;;
2021;Martinique;972;FRY2097225M972222;FRY5097225M972222;changement de code;LA PAILLOTTE : AU DROIT DU MUSEE                                      ;01/10/2020;eau côtière;-61.17690000000;14.74550000000;;;;;;;;;
2021;Martinique;972;FRY2097226M972120;FRY5097226M972120;changement de code;CLUB MEDITERRANEE : PRES PONTON                                       ;01/10/2020;eau côtière;-60.88410000000;14.44700000000;;;;;;;;;
2021;Martinique;972;FRY2097226M972125;FRY5097226M972125;changement de code;POINTE MARIN : FACE RESTAURANT TOULOULOU                              ;01/10/2020;eau côtière;-60.88230000000;14.44440000000;;;;;;;;;
2021;Martinique;972;FRY2097226M972130;FRY5097226M972130;changement de code;CARITAN : FACE HOTEL                                                  ;01/10/2020;eau côtière;-60.88610000000;14.42710000000;;;;;;;;;
2021;Martinique;972;FRY2097226M972135;FRY5097226M972135;changement de code;GDE ANSE SALINES:FACE LOCAL TOURISME                                  ;01/10/2020;eau côtière;-60.87810000000;14.40260000000;;;;;;;;;
2021;Martinique;972;FRY2097226M972137;FRY5097226M972137;changement de code;SALINES : MILIEU TABLE DU DIABLE                                      ;01/10/2020;eau côtière;-60.86650000000;14.39790000000;;;;;;;;;
2021;Martinique;972;FRY2097226M972140;FRY5097226M972140;changement de code;ANSE TRABAUD : FACE ACCES                                             ;01/10/2020;eau côtière;-60.84690000000;14.41310000000;;;;;;;;;
2021;Martinique;972;FRY2097226M972145;FRY5097226M972145;changement de code;CAP CHEVALIER : MILIEU DE PLAGE                                       ;01/10/2020;eau côtière;-60.82490000000;14.43940000000;;;;;;;;;
2021;Martinique;972;FRY2097226M972147;FRY5097226M972147;changement de code;ANSE MOUSTIQUE                                                        ;01/10/2020;eau côtière;-60.88680000000;14.41520000000;;;;;;;;;
2021;Martinique;972;FRY2097227M972085;FRY5097227M972085;changement de code;ANSE MABOUYA : MILIEU PLAGE                                           ;01/10/2020;eau côtière;-60.95790000000;14.46600000000;;;;;;;;;
2021;Martinique;972;FRY2097227M972090;FRY5097227M972090;changement de code;CORPS DE GARDE : FACE RESTAURANT                                      ;01/10/2020;eau côtière;-60.94230000000;14.46770000000;;;;;;;;;
2021;Martinique;972;FRY2097227M972100;FRY5097227M972100;changement de code;GROS RAISIN : MILIEU PLAGE                                            ;01/10/2020;eau côtière;-60.92920000000;14.46440000000;;;;;;;;;
2021;Martinique;972;FRY2097227M972102;FRY5097227M972102;changement de code;FOND BANANE                                                           ;01/10/2020;eau côtière;-60.94670000000;14.46690000000;;;;;;;;;
2021;Martinique;972;FRY2097227M972104;FRY5097227M972104;changement de code;DESERT                                                                ;01/10/2020;eau côtière;-60.95210000000;14.46660000000;;;;;;;;;
2021;Martinique;972;FRY2097228M972215;FRY5097228M972215;changement de code;ANSE AZEROT                                                           ;01/10/2020;eau côtière;-60.98020000000;14.77080000000;;;;;;;;;
2021;Martinique;972;FRY2097229M972245;FRY5097229M972245;changement de code;LIDO : MILIEU DE PLAGE                                                ;01/10/2020;eau côtière;-61.10790000000;14.62200000000;;;;;;;;;
2021;Martinique;972;FRY2097229M972250;FRY5097229M972250;changement de code;PLAN D'EAU                                                            ;01/10/2020;eau côtière;-61.10350000000;14.61740000000;;;;;;;;;
2021;Martinique;972;FRY2097229M972255;FRY5097229M972255;changement de code;CLUB NAUTIQUE                                                         ;01/10/2020;eau côtière;-61.10340000000;14.61720000000;;;;;;;;;
2021;Martinique;972;FRY2097229M972260;FRY5097229M972260;changement de code;MADIANA                                                               ;01/10/2020;eau côtière;-61.09890000000;14.61190000000;;;;;;;;;
2021;Martinique;972;FRY2097229M972265;FRY5097229M972265;changement de code;BATELIÈRE                                                             ;01/10/2020;eau côtière;-61.09580000000;14.60520000000;;;;;;;;;
2021;Martinique;972;FRY2097229M972267;FRY5097229M972267;changement de code;BOURG SHOELCHER : MILIEU PLAGE                                        ;01/10/2020;eau côtière;-61.10100000000;14.61480000000;;;;;;;;;
2021;Martinique;972;FRY2097230M972170;FRY5097230M972170;changement de code;ANSE L'ETANG : FACE ACCES PRINCIPAL                                   ;01/10/2020;eau côtière;-60.90680000000;14.76570000000;;;;;;;;;
2021;Martinique;972;FRY2097230M972175;FRY5097230M972175;changement de code;LA BRÊCHE                                                             ;01/10/2020;eau côtière;-60.91130000000;14.76440000000;;;;;;;;;
2021;Martinique;972;FRY2097230M972180;FRY5097230M972180;changement de code;TARTANE BOURG                                                         ;01/10/2020;eau côtière;-60.92150000000;14.75850000000;;;;;;;;;
2021;Martinique;972;FRY2097230M972195;FRY5097230M972195;changement de code;L'AUTRE BORD : FACE BORNE FONTAINE                                    ;01/10/2020;eau côtière;-60.95280000000;14.74470000000;;;;;;;;;
2021;Martinique;972;FRY2097230M972200;FRY5097230M972200;changement de code;LES RAISINIERS : PRES CABANES PECHEURS                                ;01/10/2020;eau côtière;-60.95570000000;14.73690000000;;;;;;;;;
2021;Martinique;972;FRY2097230M972210;FRY5097230M972210;changement de code;ANSE COSMY : MILIEU PLAGE                                             ;01/10/2020;eau côtière;-60.96670000000;14.75760000000;;;;;;;;;
2021;Martinique;972;FRY2097230M972212;FRY5097230M972212;changement de code;BAIE GRANJEAN                                                         ;01/10/2020;eau côtière;-60.89890000000;14.74410000000;;;;;;;;;
2021;Martinique;972;FRY2097231M972020;FRY5097231M972020;changement de code;MERIDIEN : PLAGE PRES BAKOUA                                          ;01/10/2020;eau côtière;-61.05260000000;14.55910000000;;;;;;;;;
2021;Martinique;972;FRY2097231M972025;FRY5097231M972025;changement de code;BAKOUA : MILIEU DE PLAGE                                              ;01/10/2020;eau côtière;-61.05320000000;14.55750000000;;;;;;;;;
2021;Martinique;972;FRY2097231M972030;FRY5097231M972030;changement de code;ANSE-MITAN : FACE LOCATION DE PLANCHES                                ;01/10/2020;eau côtière;-61.05300000000;14.55320000000;;;;;;;;;
2021;Martinique;972;FRY2097231M972040;FRY5097231M972040;changement de code;ANSE A L'ANE - NID TROPICAL                                           ;01/10/2020;eau côtière;-61.06510000000;14.54120000000;;;;;;;;;
2021;Martinique;972;FRY2097231M972045;FRY5097231M972045;changement de code;ANSE A L'ANE - HOTEL FRANTOUR                                         ;01/10/2020;eau côtière;-61.06690000000;14.53990000000;;;;;;;;;
2021;Martinique;972;FRY2097232M972150;FRY5097232M972150;changement de code;GRAND MACABOU                                                         ;01/10/2020;eau côtière;-60.82410000000;14.50510000000;;;;;;;;;
2021;Martinique;972;FRY2097232M972155;FRY5097232M972155;changement de code;PETIT MACABOU                                                         ;01/10/2020;eau côtière;-60.82340000000;14.50730000000;;;;;;;;;
2021;Martinique;972;FRY2097232M972160;FRY5097232M972160;changement de code;POINTE FAULA : FACE RESTAURANT                                        ;01/10/2020;eau côtière;-60.82730000000;14.53960000000;;;;;;;;;
2021;Martinique;972;FRY2097234M972270;FRY5097234M972270;changement de code;FOND BOUCHER                                                          ;01/10/2020;eau côtière;-61.15430000000;14.65610000000;;;;;;;;;
2021;Mayotte;976;FRY5097602M976004;;pas de changement;MGOUEDAJOU;01/10/2014;eau côtière;45.13070000000;-12.72180000000;;;;;;;;;
2021;Mayotte;976;FRY5097603M976006;;pas de changement;DZONA;01/10/2014;eau côtière;45.17610000000;-12.93170000000;;;;;;;;;
2021;Mayotte;976;FRY5097603M976008;;pas de changement;MUSICAL PLAGE;01/10/2014;eau côtière;45.18450000000;-12.91920000000;;;;;;;;;
2021;Mayotte;976;FRY5097603M976010;;pas de changement;SAKOULI;01/10/2014;eau côtière;45.21260000000;-12.88830000000;;;;;;;;;
2021;Mayotte;976;FRY5097604M976011;;pas de changement;BAMBO OUEST;01/10/2014;eau côtière;45.08920000000;-12.92570000000;;;;;;;;;
2021;Mayotte;976;FRY5097604M976013;;pas de changement;GITE HAGNOUNDROU;01/10/2014;eau côtière;45.10200000000;-12.91330000000;;;;;;;;;
2021;Mayotte;976;FRY5097604M976016;;pas de changement;LE POULPE;01/10/2014;eau côtière;45.08090000000;-12.91390000000;;;;;;;;;
2021;Mayotte;976;FRY5097604M976017;;pas de changement;LES 3 BAOBABS;01/10/2014;eau côtière;45.10090000000;-12.94580000000;;;;;;;;;
2021;Mayotte;976;FRY5097607M976021;;pas de changement;ILONI;01/10/2014;eau côtière;45.19460000000;-12.84710000000;;;;;;;;;
2021;Mayotte;976;FRY5097608M976022;;pas de changement;BADAMIER;01/10/2014;eau côtière;45.28090000000;-12.76510000000;;;;;;;;;
2021;Mayotte;976;FRY5097608M976023;;pas de changement;LE FARE;01/10/2014;eau côtière;45.26260000000;-12.78690000000;;;;;;;;;
2021;Mayotte;976;FRY5097608M976025;;pas de changement;MOYA;01/10/2014;eau côtière;45.29630000000;-12.78420000000;;;;;;;;;
2021;Mayotte;976;FRY5097609M976026;;pas de changement;BANDRAKOUNI;01/10/2014;eau côtière;45.10740000000;-12.97650000000;;;;;;;;;
2021;Mayotte;976;FRY5097609M976029;;pas de changement;N'GOUJA;01/10/2014;eau côtière;45.08450000000;-12.96130000000;;;;;;;;;
2021;Mayotte;976;FRY5097610M976031;;pas de changement;LONGONI;01/10/2014;eau côtière;45.16420000000;-12.72670000000;;;;;;;;;
2021;Mayotte;976;FRY5097610M976032;;pas de changement;MGOMBANI;01/10/2014;eau côtière;45.18060000000;-12.72890000000;;;;;;;;;
2021;Mayotte;976;FRY5097611M976037;;pas de changement;LE PENDU;01/10/2014;eau côtière;45.23700000000;-12.76370000000;;;;;;;;;
2021;Mayotte;976;FRY5097612M976040;;pas de changement;JIVA;01/10/2014;eau côtière;45.07130000000;-12.69420000000;;;;;;;;;
2021;Mayotte;976;FRY5097613M976045;;pas de changement;MLIHA;01/10/2014;eau côtière;45.05590000000;-12.75140000000;;;;;;;;;
2021;Mayotte;976;FRY5097613M976046;;pas de changement;TANARAKI;01/10/2014;eau côtière;45.06890000000;-12.75880000000;;;;;;;;;
2021;Mayotte;976;FRY5097616M976053;;pas de changement;TAHITI PLAGE;01/10/2014;eau côtière;45.10180000000;-12.77980000000;;;;;;;;;
2021;Normandie;14;FRD1114021M014260;;pas de changement;PLACE DU SIX JUIN;01/01/1991;eau côtière;-0.62124000000;49.34064000000;;;;;;;;;
2021;Normandie;14;FRD1114022M014240;;pas de changement;PLACE MOSNIER;01/01/1991;eau côtière;-0.58410000000;49.34236000000;;;;;;;;;
2021;Normandie;14;FRD1114059M014045;;pas de changement;BENERVILLE - TOURGEVILLE;01/01/1991;eau côtière;0.05316000000;49.35289000000;;;;;;;;;
2021;Normandie;14;FRD1114066M014183;;pas de changement;CAP ROMAIN;15/06/2010;eau côtière;-0.40076000000;49.33386000000;;;;;;;;;
2021;Normandie;14;FRD1114066M014190;;pas de changement;BERNIERES-OUEST;01/01/1991;eau côtière;-0.42425000000;49.33558000000;;;;;;;;;
2021;Normandie;14;FRD1114079M014050;;pas de changement;RUE LAFORGE - BLONVILLE EST;01/01/1991;eau côtière;0.02835000000;49.33999000000;;;;;;;;;
2021;Normandie;14;FRD1114079M014053;;pas de changement;HAMEAU GOBLIN - BLONVILLE OUEST;01/01/1998;eau côtière;0.02075000000;49.33607000000;;;;;;;;;
2021;Normandie;14;FRD1114117M014080;;pas de changement;CABOURG CENTRE;01/01/1991;eau côtière;-0.11705000000;49.29413000000;;;;;;;;;
2021;Normandie;14;FRD1114165M014300;;pas de changement;PLAGE DU VILLAGE DE VACANCES;01/01/1991;eau côtière;-0.84078000000;49.36036000000;;;;;;;;;
2021;Normandie;14;FRD1114166M014130;;pas de changement;POSTE DE SURVEILLANCE;01/01/1991;eau côtière;-0.28259000000;49.29360000000;;;;;;;;;
2021;Normandie;14;FRD1114191M014200;;pas de changement;DEVANT LA PISCINE;01/01/1991;eau côtière;-0.45099000000;49.33581000000;;;;;;;;;
2021;Normandie;14;FRD1114191M014210;;pas de changement;ILE DE PLAISANCE;01/01/1998;eau côtière;-0.46189000000;49.33753000000;;;;;;;;;
2021;Normandie;14;FRD1114220M014040;;pas de changement;PLAGE DES SIX FUSILLES;01/01/1991;eau côtière;0.06436000000;49.35973000000;;;;;;;;;
2021;Normandie;14;FRD1114312M014328;;pas de changement;RUE RICHARD;01/01/1991;eau côtière;-1.03893000000;49.38946000000;;;;;;;;;
2021;Normandie;14;FRD1114318M014215;;pas de changement;BRECHE DE GRAYE;01/01/1993;eau côtière;-0.46886000000;49.33801000000;;;;;;;;;
2021;Normandie;14;FRD1114325M014140;;pas de changement;PLACE CUIRASSE COURBET;01/01/1991;eau côtière;-0.30198000000;49.29844000000;;;;;;;;;
2021;Normandie;14;FRD1114333M014010;;pas de changement;PLAGE DU BUTIN;01/01/1991;eau côtière;0.21292000000;49.42446000000;;;;;;;;;
2021;Normandie;14;FRD1114338M014070;;pas de changement;ARMENGAUD;01/01/1991;eau côtière;-0.07852000000;49.30401000000;;;;;;;;;
2021;Normandie;14;FRD1114354M014170;;pas de changement;PLACE DU SIX JUIN;01/01/1991;eau côtière;-0.36982000000;49.32602000000;;;;;;;;;
2021;Normandie;14;FRD1114365M014150;;pas de changement;RUE BELLIN;01/01/1991;eau côtière;-0.31427000000;49.30297000000;;;;;;;;;
2021;Normandie;14;FRD1114384M014155;;pas de changement;DIGUE EST;01/01/1991;eau côtière;-0.34755000000;49.31782000000;;;;;;;;;
2021;Normandie;14;FRD1114384M014160;;pas de changement;PLAGE DU PETIT ENFER;01/01/1991;eau côtière;-0.35335000000;49.32011000000;;;;;;;;;
2021;Normandie;14;FRD1114409M014100;;pas de changement;FRANCEVILLE PLAGE;01/01/1991;eau côtière;-0.20295000000;49.28632000000;;;;;;;;;
2021;Normandie;14;FRD1114488M014120;;pas de changement;RIVA BELLA - CENTRE;01/01/1991;eau côtière;-0.25676000000;49.29047000000;;;;;;;;;
2021;Normandie;14;FRD1114488M014125;;pas de changement;RIVA BELLA - OUEST;01/01/2002;eau côtière;-0.26565000000;49.29122000000;;;;;;;;;
2021;Normandie;14;FRD1114514D014010;;pas de changement;LAC DE PONT-L'EVEQUE;01/01/1991;lac;0.20342000000;49.27367000000;;;;;;;;;
2021;Normandie;14;FRD1114562M014180;;pas de changement;BOULEVARD FAVREAU;01/01/1991;eau côtière;-0.38837000000;49.33087000000;;;;;;;;;
2021;Normandie;14;FRD1114565M014250;;pas de changement;LA FONTAINE ST COME;01/01/1991;eau côtière;-0.60280000000;49.33998000000;;;;;;;;;
2021;Normandie;14;FRD1114605M014310;;pas de changement;LES MOULINS;01/01/1991;eau côtière;-0.87721000000;49.37024000000;;;;;;;;;
2021;Normandie;14;FRD1114709M014270;;pas de changement;LA BRECHE;01/01/1991;eau côtière;-0.62612000000;49.34130000000;;;;;;;;;
2021;Normandie;14;FRD1114715M014030;;pas de changement;RUE CROIX;01/01/1991;eau côtière;0.07968000000;49.37020000000;;;;;;;;;
2021;Normandie;14;FRD1114724M014090;;pas de changement;LE HOME;01/01/1991;eau côtière;-0.15465000000;49.28772000000;;;;;;;;;
2021;Normandie;14;FRD1114739M014230;;pas de changement;BOULEVARD DE LA PLAGE;01/01/1991;eau côtière;-0.51466000000;49.34513000000;;;;;;;;;
2021;Normandie;14;FRD1114745M014320;;pas de changement;PLAGE DU MONUMENT;01/01/1991;eau côtière;-0.90189000000;49.37929000000;;;;;;;;;
2021;Normandie;14;FRD1114754M014056;;pas de changement;FACE AVENUE JEAN MOULIN;01/01/1998;eau côtière;0.00964000000;49.33024000000;;;;;;;;;
2021;Normandie;14;FRD1114754M014060;;pas de changement;PLACE JEAN MERMOZ;01/01/1991;eau côtière;-0.00625000000;49.32394000000;;;;;;;;;
2021;Normandie;14;FRD1114755M014020;;pas de changement;RUE DES BAINS;01/01/1991;eau côtière;0.12987000000;49.40314000000;;;;;;;;;
2021;Normandie;14;FRD1114755M014025;;pas de changement;PLAGE DES GRAVES;01/01/1991;eau côtière;0.12492000000;49.40083000000;;;;;;;;;
2021;Normandie;27;FRD2127082D027004;;pas de changement;BONNEVILLE SUR ITON  ETANG DE LA NOE;01/01/1991;lac;1.04980000000;48.99544000000;;;;;;;;;
2021;Normandie;27;FRD2127116D027002;;pas de changement;BRIONNE  BAIGNADE  MUNICIPALE;01/01/1991;lac;0.72010000000;49.18782000000;;;;;;;;;
2021;Normandie;27;FRD2127278D027007;;pas de changement;GARENNES SUR EURE  LES ETANGS DU PARC;12/06/2010;lac;1.45692000000;48.90282000000;;;;;;;;;
2021;Normandie;27;FRD2127365D027005;;pas de changement;POSES - LE LAGON;01/01/1991;lac;1.21015000000;49.30128000000;;;;;;;;;
2021;Normandie;27;FRD2127701D027001;;pas de changement;POSES - LA CAPOULADE;01/01/1991;lac;1.21529000000;49.30133000000;;;;;;;;;
2021;Normandie;50;FRD1250003M050335;;pas de changement;CENTRE;01/01/1991;eau côtière;-1.60183000000;49.04790000000;;;;;;;;;
2021;Normandie;50;FRD1250003M050340;;pas de changement;LE PASSOUS;01/01/1991;eau côtière;-1.59866000000;49.03694000000;;;;;;;;;
2021;Normandie;50;FRD1250003M050345;;pas de changement;FACE A L'ECOLE DE VOILE D'AGON-COUTAINVILLE;01/01/1991;eau côtière;-1.59654000000;49.03062000000;;;;;;;;;
2021;Normandie;50;FRD1250003M050347;;pas de changement;LA POINTE D'AGON;01/01/1991;eau côtière;-1.58821000000;49.01281000000;;;;;;;;;
2021;Normandie;50;FRD1250015M050365;;pas de changement;FACE AU CD 537;01/01/1991;eau côtière;-1.56171000000;48.95889000000;;;;;;;;;
2021;Normandie;50;FRD1250030M050092;;pas de changement;LA SAMBIERE;01/01/1991;eau côtière;-1.25666000000;49.66713000000;;;;;;;;;
2021;Normandie;50;FRD1250030M050100;;pas de changement;L'EGLISE;01/01/1991;eau côtière;-1.25987000000;49.67333000000;;;;;;;;;
2021;Normandie;50;FRD1250031M050245;;pas de changement;PLAGE DE LA VIEILLE EGLISE;01/01/1991;eau côtière;-1.80927000000;49.37584000000;;;;;;;;;
2021;Normandie;50;FRD1250031M050250;;pas de changement;CARTERET;01/01/1991;eau côtière;-1.79491000000;49.37192000000;;;;;;;;;
2021;Normandie;50;FRD1250031M050255;;pas de changement;FACE AU CD 130;01/01/1991;eau côtière;-1.77151000000;49.36706000000;;;;;;;;;
2021;Normandie;50;FRD1250033M050240;;pas de changement;FACE AU CD 131;01/01/1991;eau côtière;-1.82282000000;49.42908000000;;;;;;;;;
2021;Normandie;50;FRD1250041M050173;;changement de nom;URVILLE-NACQUEVILLE FACE CHARRIERE;01/01/1992;eau côtière;-1.72905000000;49.67754000000;;;;;;;;;
2021;Normandie;50;FRD1250041M050175;;pas de changement;URVILLE-NACQUEVILLE Les quais;01/01/1991;eau côtière;-1.73949000000;49.67808000000;;;;;;;;;
2021;Normandie;50;FRD1250041M050180;;pas de changement;OMONVILLE LA ROGUE Le Port;01/01/1991;eau côtière;-1.83607000000;49.70501000000;;;;;;;;;
2021;Normandie;50;FRD1250041M050185;;pas de changement;OMONVILLE-LA-PETITE Anse Saint Martin;01/01/1991;eau côtière;-1.87916000000;49.70622000000;;;;;;;;;
2021;Normandie;50;FRD1250041M050200;;pas de changement;VAUVILLE La Crecque;01/01/1991;eau côtière;-1.85493000000;49.64267000000;;;;;;;;;
2021;Normandie;50;FRD1250041M050205;;pas de changement;VAUVILLE Face au camping;01/01/1991;eau côtière;-1.85110000000;49.63488000000;;;;;;;;;
2021;Normandie;50;FRD1250058M050327;;pas de changement;GONNEVILLE;15/06/2010;eau côtière;-1.61024000000;49.08271000000;;;;;;;;;
2021;Normandie;50;FRD1250058M050330;;pas de changement;FACE AU CD 244;01/01/1991;eau côtière;-1.60580000000;49.06055000000;;;;;;;;;
2021;Normandie;50;FRD1250066M050455;;pas de changement;LE PONT BLEU;01/01/1991;eau côtière;-1.56944000000;48.78811000000;;;;;;;;;
2021;Normandie;50;FRD1250066M050460;;pas de changement;FACE AU CASINO;01/01/1991;eau côtière;-1.57017000000;48.77612000000;;;;;;;;;
2021;Normandie;50;FRD1250066M050465;;pas de changement;CALE DES PLAISANCIERS;01/01/1991;eau côtière;-1.57033000000;48.77089000000;;;;;;;;;
2021;Normandie;50;FRD1250076M050385;;pas de changement;FACE AU CD 592;01/01/1991;eau côtière;-1.57001000000;48.89697000000;;;;;;;;;
2021;Normandie;50;FRD1250077M050140;;pas de changement;LA PLAGE;01/01/1991;eau côtière;-1.52024000000;49.65758000000;;;;;;;;;
2021;Normandie;50;FRD1250078M050297;;pas de changement;FACE AU CD 136;01/01/1991;eau côtière;-1.65415000000;49.24139000000;;;;;;;;;
2021;Normandie;50;FRD1250081M050395;;pas de changement;FACE AU CD 135E;01/01/1991;eau côtière;-1.57569000000;48.86908000000;;;;;;;;;
2021;Normandie;50;FRD1250085M050375;;pas de changement;FACE A LA ROUTE SUBMERSIBLE;01/01/1991;eau côtière;-1.56609000000;48.91375000000;;;;;;;;;
2021;Normandie;50;FRD1250102M050470;;pas de changement;CAROLLES - FACE AU POSTE DE SECOURS;01/01/1991;eau côtière;-1.57243000000;48.75912000000;;;;;;;;;
2021;Normandie;50;FRD1250117M050475;;pas de changement;SOL ROC;01/01/1991;eau côtière;-1.55205000000;48.73234000000;;;;;;;;;
2021;Normandie;50;FRD1250129M050143;;pas de changement;TOURLAVILLE Rue des dauphins;01/01/1993;eau côtière;-1.55922000000;49.65471000000;;;;;;;;;
2021;Normandie;50;FRD1250129M050145;;pas de changement;TOURLAVILLE Collignon;01/01/1991;eau côtière;-1.56712000000;49.65670000000;;;;;;;;;
2021;Normandie;50;FRD1250129M050170;;pas de changement;ANSE DE QUERQUEVILLE;01/01/1991;eau côtière;-1.69669000000;49.66972000000;;;;;;;;;
2021;Normandie;50;FRD1250142M050115;;pas de changement;NEVILLE SUR MER Face A la RD 514;01/01/1991;eau côtière;-1.33045000000;49.70123000000;;;;;;;;;
2021;Normandie;50;FRD1250142M050120;;pas de changement;RETHOVILLE Face A la RD 226;01/01/1991;eau côtière;-1.35307000000;49.70342000000;;;;;;;;;
2021;Normandie;50;FRD1250142M050125;;pas de changement;COSQUEVILLE Le Vicq;01/01/1991;eau côtière;-1.40541000000;49.70263000000;;;;;;;;;
2021;Normandie;50;FRD1250143M050390;;pas de changement;FACE AU CD 351;01/01/1991;eau côtière;-1.57154000000;48.88829000000;;;;;;;;;
2021;Normandie;50;FRD1250151M050305;;pas de changement;PRINTANIA;01/01/1991;eau côtière;-1.60709000000;49.19734000000;;;;;;;;;
2021;Normandie;50;FRD1250165M050400;;pas de changement;L'ERMITAGE;01/01/1991;eau côtière;-1.58273000000;48.85228000000;;;;;;;;;
2021;Normandie;50;FRD1250165M050405;;pas de changement;LA POINTE DU LUDE;01/01/1991;eau côtière;-1.58618000000;48.84731000000;;;;;;;;;
2021;Normandie;50;FRD1250167M050490;;pas de changement;LA DUNE;01/01/1991;eau côtière;-1.51564000000;48.70914000000;;;;;;;;;
2021;Normandie;50;FRD1250178M050127;;pas de changement;ANSE DE LA VISIERE;01/01/1992;eau côtière;-1.44445000000;49.69449000000;;;;;;;;;
2021;Normandie;50;FRD1250178M050130;;pas de changement;ANSE DE LA MONDREE;01/01/1991;eau côtière;-1.45628000000;49.69151000000;;;;;;;;;
2021;Normandie;50;FRD1250178M050135;;pas de changement;ANSE DU BRICK;01/01/1991;eau côtière;-1.48604000000;49.66891000000;;;;;;;;;
2021;Normandie;50;FRD1250196M050102;;pas de changement;ANSE DE LA MASSE;01/01/1999;eau côtière;-1.26770000000;49.67831000000;;;;;;;;;
2021;Normandie;50;FRD1250215M050320;;pas de changement;ANNEVILLE-SUR-MER Face RD 74;01/01/1991;eau côtière;-1.59620000000;49.12852000000;;;;;;;;;
2021;Normandie;50;FRD1250215M050325;;pas de changement;FACE AU CD 268;01/01/1991;eau côtière;-1.61055000000;49.09935000000;;;;;;;;;
2021;Normandie;50;FRD1250218M050410;;pas de changement;LE PLAT GOUSSET;01/01/1991;eau côtière;-1.59800000000;48.83973000000;;;;;;;;;
2021;Normandie;50;FRD1250218M050420;;pas de changement;HACQUEVILLE;01/01/1991;eau côtière;-1.58444000000;48.82991000000;;;;;;;;;
2021;Normandie;50;FRD1250218M050425;;pas de changement;LE FOURNEAU;01/01/1991;eau côtière;-1.57425000000;48.82125000000;;;;;;;;;
2021;Normandie;50;FRD1250218M050432;;pas de changement;ILES DE CHAUSEY - PORT-MARIE;01/01/2000;eau côtière;-1.82560000000;48.87085000000;;;;;;;;;
2021;Normandie;50;FRD1250218M050433;;pas de changement;ILES DE CHAUSEY - PORT HOMARD;15/06/2015;eau côtière;-1.83381000000;48.87282000000;;;;;;;;;
2021;Normandie;50;FRD1250231M050355;;pas de changement;FACE A L'ANCIEN CAMPING;01/01/1991;eau côtière;-1.56202000000;48.98109000000;;;;;;;;;
2021;Normandie;50;FRD1250231M050360;;pas de changement;FACE A L'ECOLE DE VOILE D'HAUTEVILLE SUR MER;01/01/1991;eau côtière;-1.56245000000;48.97056000000;;;;;;;;;
