Saison balnéaire;Région;Département;Code unique d'identification du site de baignade;Date de prélèvement;"Résultat ""entérocoques intestinaux""";"Résultat ""Escherichia coli""";Statut du prélèvement;;;
2022;Auvergne-Rhône-Alpes;007;FRK2207115D007235;16/06/2022;110;46;Prélèvement de pré-saison;;;
2022;Auvergne-Rhône-Alpes;007;FRK2207115D007235;11/07/2022;15;15;;;;
2022;Auvergne-Rhône-Alpes;007;FRK2207115D007235;25/07/2022;15;46;;;;
2022;Auvergne-Rhône-Alpes;007;FRK2207115D007235;09/08/2022;77;896;;;;
2022;Auvergne-Rhône-Alpes;007;FRK2207115D007235;22/08/2022;94;161;;;;
2022;Auvergne-Rhône-Alpes;007;FRK2207115D007236;16/06/2022;15;330;Prélèvement de pré-saison;;;
2022;Auvergne-Rhône-Alpes;007;FRK2207115D007236;11/07/2022;45;126;;;;
2022;Auvergne-Rhône-Alpes;007;FRK2207115D007236;25/07/2022;109;339;;;;
2022;Auvergne-Rhône-Alpes;007;FRK2207115D007236;09/08/2022;272;390;;;;
2022;Auvergne-Rhône-Alpes;007;FRK2207115D007236;22/08/2022;197;600;;;;
2022;Auvergne-Rhône-Alpes;007;FRK2207119D007905;14/06/2022;15;15;Prélèvement de pré-saison;;;
2022;Auvergne-Rhône-Alpes;007;FRK2207119D007905;04/07/2022;15;30;;;;
2022;Auvergne-Rhône-Alpes;007;FRK2207119D007905;18/07/2022;15;30;;;;
2022;Auvergne-Rhône-Alpes;007;FRK2207119D007905;01/08/2022;15;15;;;;
2022;Auvergne-Rhône-Alpes;007;FRK2207119D007905;16/08/2022;61;30;;;;
2022;Auvergne-Rhône-Alpes;007;FRK2207123D007501;15/06/2022;46;61;Prélèvement de pré-saison;;;
2022;Auvergne-Rhône-Alpes;007;FRK2207123D007501;06/07/2022;61;15;;;;
2022;Auvergne-Rhône-Alpes;007;FRK2207123D007501;18/07/2022;30;61;;;;
2022;Auvergne-Rhône-Alpes;007;FRK2207123D007501;02/08/2022;15;213;;;;
2022;Auvergne-Rhône-Alpes;007;FRK2207123D007501;19/08/2022;144;110;;;;
2022;Auvergne-Rhône-Alpes;007;FRK2207126D007330;14/06/2022;46;15;Prélèvement de pré-saison;;;
2022;Auvergne-Rhône-Alpes;007;FRK2207126D007330;11/07/2022;15;15;;;;
2022;Auvergne-Rhône-Alpes;007;FRK2207126D007330;26/07/2022;15;15;;;;
2022;Auvergne-Rhône-Alpes;007;FRK2207126D007330;08/08/2022;15;15;;;;
2022;Auvergne-Rhône-Alpes;007;FRK2207126D007330;23/08/2022;61;30;;;;
2022;Auvergne-Rhône-Alpes;007;FRK2207127D007028;14/06/2022;30;15;Prélèvement de pré-saison;;;
2022;Auvergne-Rhône-Alpes;007;FRK2207127D007028;05/07/2022;61;160;;;;
2022;Auvergne-Rhône-Alpes;007;FRK2207127D007028;19/07/2022;15;15;;;;
2022;Auvergne-Rhône-Alpes;007;FRK2207127D007028;01/08/2022;30;234;;;;
2022;Auvergne-Rhône-Alpes;007;FRK2207127D007028;19/08/2022;46;15;;;;
2022;Auvergne-Rhône-Alpes;007;FRK2207129D007610;14/06/2022;30;15;Prélèvement de pré-saison;;;
2022;Auvergne-Rhône-Alpes;007;FRK2207129D007610;05/07/2022;94;495;;;;
2022;Auvergne-Rhône-Alpes;007;FRK2207129D007610;19/07/2022;15;30;;;;
2022;Auvergne-Rhône-Alpes;007;FRK2207129D007610;02/08/2022;15;15;;;;
