Saison balnéaire;Région;Département;Code unique d'identification du site de baignade;Précédent code unique d'identification du site de baignade;Evolution 2022 vs. 2021;Nom du site de baignade;Code INSEE de la commune;Nom de la commune;Date déclaration UE;Type d'eau;Longitude (ETRS 89);Latitude (ETRS 89)
2022;Auvergne-Rhône-Alpes;1;FRK2101010D001530;;Pas de changement notable;PLAN DEAU DANGLEFORT;1010;ANGLEFORT;01/07/2019;Lac;5,81195997437;45,90461858521
2022;Auvergne-Rhône-Alpes;1;FRK2101053D001570;;Pas de changement notable;BOURG EN BRESSE - PLAN DEAU DU PARC DE LOISIRS DE BOUVENT;1053;BOURG EN BRESSE;01/01/1992;Lac;5,26129830410;46,18920188922
2022;Auvergne-Rhône-Alpes;1;FRK2101058D001580;;Pas de changement notable;BREGNIER-CORDON - PLAN DEAU COMMUNAL DE GLANDIEU;1058;BREGNIER CORDON;01/01/1992;Lac;5,60948518839;45,65660355498
2022;Auvergne-Rhône-Alpes;1;FRK2101087D001600;;Pas de changement notable;CHARIX - LAC GENIN;1087;CHARIX;01/01/1992;Lac;5,69612885908;46,22020927235
2022;Auvergne-Rhône-Alpes;1;FRK2101099D001150;;Pas de changement notable;CHAZEY-SUR-AIN - RIVE GAUCHE DE LAIN EN AMONT DU PONT SUR LAIN;1099;CHAZEY SUR AIN;01/01/1992;Rivière;5,23397216590;45,90788407814
2022;Auvergne-Rhône-Alpes;1;FRK2101099D001605;;Pas de changement notable;CHAZEY-SUR-AIN - PLAN DEAU COMMUNAL EN AVAL DU PONT DE CHAZEY;1099;CHAZEY SUR AIN;01/01/1992;Lac;5,23884672802;45,90240056363
2022;Auvergne-Rhône-Alpes;1;FRK2101123D001607;;Pas de changement notable;CORMORANCHE SAONE PLAN DEAU DE LA BASE DE LOISIRS LA PIERRE THORION;1123;CORMORANCHE SUR SAONE;01/01/1992;Lac;4,82520390319;46,25298419198
2022;Auvergne-Rhône-Alpes;1;FRK2101133D001311;;Pas de changement notable;PARC AQUATIQUE - PLAGE DE LECOINCON;1133;CRESSIN ROCHEFORT;26/06/2021;Rivière;5,77000533372;45,77506572004
2022;Auvergne-Rhône-Alpes;1;FRK2101143D001620;;Pas de changement notable;DIVONNE-LES-BAINS - LAC DE DIVONNE;1143;DIVONNE LES BAINS;01/01/1992;Lac;6,14946355436;46,35401680196
2022;Auvergne-Rhône-Alpes;1;FRK2101184D001110;;Pas de changement notable;HAUTECOURT-ROMANECHE - PLAGE DE LILE CHAMBOD RIVIERE DAIN;1184;HAUTECOURT ROMANECHE;01/01/1992;Rivière;5,43237199412;46,12942546162
2022;Auvergne-Rhône-Alpes;1;FRK2101204D001631;;Pas de changement notable;PLAN DEAU DE LE POIZAT - LALLEYRIAT;1204;POIZAT LALLEYRIAT;01/06/2019;Lac;5,71341983596;46,15129372272
2022;Auvergne-Rhône-Alpes;1;FRK2101229D001650;;Pas de changement notable;MALAFRETAZ - PLAN DEAU DE LA BASE DE PLEIN AIR LA PLAINE TONIQUE;1229;MALAFRETAZ;01/01/2003;Lac;5,13900099347;46,34088707455
2022;Auvergne-Rhône-Alpes;1;FRK2101239D001320;;Pas de changement notable;MASSIGNIEU DE RIVES - PLAGE DU LIT AU ROI CANAL DU RHONE;1239;MASSIGNIEU DE RIVES;01/01/1992;Rivière;5,76904151978;45,76868296841
2022;Auvergne-Rhône-Alpes;1;FRK2101269D001660;;Pas de changement notable;NANTUA - PLAGE DU STADE NAUTIQUE LAC DE NANTUA;1269;NANTUA;01/01/1992;Lac;5,59743392609;46,16149259658
2022;Auvergne-Rhône-Alpes;1;FRK2101269D001661;;Pas de changement notable;LAC DE NANTUA -  PLAGE DE LA COLONNE;1269;NANTUA;29/06/2019;Lac;5,59756954257;46,15504753438
2022;Auvergne-Rhône-Alpes;1;FRK2101302D001670;;Pas de changement notable;POLLIEU - PLAGE DU LAC DE BARTERAND;1302;POLLIEU;01/01/1992;Lac;5,74636701492;45,78677151773
2022;Auvergne-Rhône-Alpes;1;FRK2101304D001130;;Pas de changement notable;PONT DAIN - RIVE GAUCHE DE LAIN EN AMONT DU PONT SUR LAIN;1304;PONT D AIN;01/01/1992;Rivière;5,33847764093;46,04781410899
2022;Auvergne-Rhône-Alpes;1;FRK2101305D001210;;Pas de changement notable;PONT-DE-VAUX - RIVE GAUCHE DE LA SAONE EN AVAL DU PONT DE FLEURVILLE;1305;PONT DE VAUX;01/01/1992;Rivière;4,89694576693;46,44726021969
2022;Auvergne-Rhône-Alpes;1;FRK2101314D001140;;Pas de changement notable;PRIAY - RIVE GAUCHE DE LAIN EN AMONT DU PONT;1314;PRIAY;01/01/1992;Rivière;5,29650873935;46,00480854616
2022;Auvergne-Rhône-Alpes;1;FRK2101378D001180;;Pas de changement notable;ST-MAURICE-DE-GOURDANS - RIVE DROITE DE LAIN CAMPING;1378;SAINT MAURICE DE GOURDANS;01/07/2010;Rivière;5,18732914251;45,80759581277
2022;Auvergne-Rhône-Alpes;1;FRK2101403D001328;;Pas de changement notable;SERRIERES DE BRIORD - PLAGE DU POINT VERT RIVE DROITE DU RHONE;1403;SERRIERES DE BRIORD;01/01/1999;Rivière;5,42654313315;45,81734646216
2022;Auvergne-Rhône-Alpes;1;FRK2101407D001685;;Pas de changement notable;SEYSSEL - PLAN DEAU LES GOUILLES;1407;SEYSSEL;01/01/1992;Lac;5,83315199977;45,94927830749
2022;Auvergne-Rhône-Alpes;1;FRK2101426D001690;;Pas de changement notable;VAL-REVERMONT - PLAN DEAU DE LA GRANGE DU PIN;1426;VAL REVERMONT;01/01/1992;Lac;5,35620913985;46,30420830884
2022;Auvergne-Rhône-Alpes;1;FRK2101452D001700;;Pas de changement notable;VIRIEU LE GRAND - LAC DE VIRIEU;1452;VIRIEU LE GRAND;01/01/1992;Lac;5,64162774152;45,82910543988
2022;Auvergne-Rhône-Alpes;3;FRK1103190D003036;;Site nouvellement identifié;MOULINS PLAGE ALLIER;3190;MOULINS;01/07/2022;Rivière;3,32532342196;46,55879601872
2022;Auvergne-Rhône-Alpes;3;FRK1103207D003042;;Pas de changement notable;PLAN DEAU COMMUNAL;3207;PIERREFITTE SUR LOIRE;01/01/1996;Lac;3,80776055399;46,50605272381
2022;Auvergne-Rhône-Alpes;3;FRK1103221D003050;;Pas de changement notable;ETANG DE ST-BONNET;3221;SAINT BONNET TRONCAIS;01/01/1991;Lac;2,68832719990;46,65523498157
2022;Auvergne-Rhône-Alpes;3;FRK1103288D003065;;Pas de changement notable;ETANG DHERCULAT;3288;TREIGNAT;01/01/1991;Lac;2,36581513674;46,35644129744
2022;Auvergne-Rhône-Alpes;3;FRK1103310D003003;;Pas de changement notable;PLAGE DES CELESTINS;3310;VICHY;01/07/2010;Rivière;3,42005792509;46,11911564561
2022;Auvergne-Rhône-Alpes;3;FRK1103312D003090;;Pas de changement notable;ETANG DE VIEURE;3312;VIEURE;01/01/1991;Lac;2,91058078762;46,50426018421
2022;Auvergne-Rhône-Alpes;7;FRK2207011D007355;;Pas de changement notable;LE MAS AU PLAN DEAU DU PAL;7011;VALLEES D ANTRAIGUES ASPERJOC;01/01/1991;Rivière;4,35962496260;44,72040113808
2022;Auvergne-Rhône-Alpes;7;FRK2207012D007560;;Pas de changement notable;LEYSSE A LA PLAGE DARCENS;7012;ARCENS;01/01/2001;Rivière;4,32513408468;44,90011655209
2022;Auvergne-Rhône-Alpes;7;FRK2207023D007085;;Pas de changement notable;LARDECHE AU PONT DE BALAZUC;7023;BALAZUC;01/01/1991;Rivière;4,37095578809;44,51152318352
2022;Auvergne-Rhône-Alpes;7;FRK2207031D007275;;Pas de changement notable;LE CHASSEZAC A LA PLAGE DE MAZET;7031;BERRIAS ET CASTELJAU;01/07/2010;Rivière;4,19781096080;44,39588716426
2022;Auvergne-Rhône-Alpes;7;FRK2207031D007280;;Pas de changement notable;LE CHASSEZAC A LA PLAGE DE CHAULET;7031;BERRIAS ET CASTELJAU;01/07/2010;Rivière;4,21662541965;44,40545798646
2022;Auvergne-Rhône-Alpes;7;FRK2207050D007260;;Pas de changement notable;LE CHASSEZAC AU PONT DU NASSIER;7050;CHAMBONAS;01/07/2015;Rivière;4,10968680260;44,42326032062
2022;Auvergne-Rhône-Alpes;7;FRK2207058D007456;;Pas de changement notable;LA LIGNE AU CAMPING LES RANCHISSES;7058;CHASSIERS;01/01/2006;Rivière;4,28503152063;44,56139222710
2022;Auvergne-Rhône-Alpes;7;FRK2207061D007092;;Pas de changement notable;LARDECHE A LA PLAGE PRIVEE ISLA COOL DOUCE;7061;CHAUZON;01/01/2003;Rivière;4,35006474045;44,47502869889
2022;Auvergne-Rhône-Alpes;7;FRK2207064D007432;;Pas de changement notable;LEYRIEUX A LA PLAGE DU CHAMBAUD;7064;CHEYLARD;01/07/2012;Rivière;4,42028211106;44,91655450932
2022;Auvergne-Rhône-Alpes;7;FRK2207071D007910;;Pas de changement notable;LE LAC DE COUCOURON;7071;COUCOURON;01/01/1991;Lac;3,96050937018;44,80360767930
2022;Auvergne-Rhône-Alpes;7;FRK2207079D007605;;Pas de changement notable;LE DOUX A LA PLAGE DES SALINS;7079;DESAIGNES;01/01/1991;Rivière;4,51264403376;44,99864348566
2022;Auvergne-Rhône-Alpes;7;FRK2207080D007405;;Pas de changement notable;LE LAC DE DEVESSET;7080;DEVESSET;01/01/1991;Lac;4,39395576807;45,05158627235
2022;Auvergne-Rhône-Alpes;7;FRK2207082D007505;;Pas de changement notable;LA DORNE A LA PLAGE DE LA GANDOLE;7082;DORNAS;01/01/1991;Rivière;4,34564881742;44,85002883255
2022;Auvergne-Rhône-Alpes;7;FRK2207083D007450;;Pas de changement notable;LEYRIEUX AU LIEU DIT CELAS;7083;DUNIERE SUR EYRIEUX;01/01/1999;Rivière;4,66576915607;44,82151561286
2022;Auvergne-Rhône-Alpes;7;FRK2207096D007540;;Pas de changement notable;LA GLUEYRE A LA PLAGE DE FONTUGNE;7096;GLUIRAS;01/07/2010;Rivière;4,56554436317;44,82235396225
2022;Auvergne-Rhône-Alpes;7;FRK2207107D007030;;Pas de changement notable;LE LIGNON AU LIEU DIT LA TURBINE;7107;JAUJAC;01/07/2010;Rivière;4,25507876353;44,63987951848
2022;Auvergne-Rhône-Alpes;7;FRK2207110D007220;;Pas de changement notable;LA BEAUME A LA PLAGE DU PETIT ROCHER;7110;JOYEUSE;01/01/1991;Rivière;4,23731976715;44,48635393060
2022;Auvergne-Rhône-Alpes;7;FRK2207114D007602;;Pas de changement notable;LE DOUX A LA PLAGE DE LABATIE;7114;LABATIE D ANDAURE;01/01/1994;Rivière;4,49596239972;45,02701985549
2022;Auvergne-Rhône-Alpes;7;FRK2207115D007235;;Pas de changement notable;LA BEAUME A LA PLAGE DU VILLAGE DE LABEAUME;7115;LABEAUME;01/01/1991;Rivière;4,30777717830;44,44840254106
2022;Auvergne-Rhône-Alpes;7;FRK2207115D007236;;Pas de changement notable;LA BEAUME A LA PLAGE DE PEYROCHE;7115;LABEAUME;01/07/2010;Rivière;4,32900564923;44,45002129300
2022;Auvergne-Rhône-Alpes;7;FRK2207119D007905;;Pas de changement notable;LE LAC DISSARLES;7119;LAC D ISSARLES;01/01/1991;Lac;4,06456053170;44,81645190900
2022;Auvergne-Rhône-Alpes;7;FRK2207123D007501;;Pas de changement notable;LA SALIOUSE A LA PLAGE LA BACHASSE;7123;LACHAPELLE SOUS CHANEAC;01/07/2010;Rivière;4,32980226823;44,94740812973
2022;Auvergne-Rhône-Alpes;7;FRK2207126D007330;;Pas de changement notable;LIBIE AU TROU DE LA LUNE;7126;LAGORCE;01/07/2019;Rivière;4,44289257343;44,45737665181
2022;Auvergne-Rhône-Alpes;7;FRK2207127D007028;;Pas de changement notable;LARDECHE A LA PLAGE DE LA CLAPE;7127;LALEVADE D ARDECHE;01/01/2003;Rivière;4,32598687886;44,65150449954
2022;Auvergne-Rhône-Alpes;7;FRK2207129D007610;;Pas de changement notable;LE DOUX AU LIEU DIT LE RETOURTOUR;7129;LAMASTRE;01/01/1991;Rivière;4,56271380865;44,98945941853
2022;Auvergne-Rhône-Alpes;7;FRK2207146D007755;;Pas de changement notable;LE MEZAYON AU LIEU DIT LA NEUVE;7146;LYAS;01/07/2010;Rivière;4,58358187016;44,74359281190
2022;Auvergne-Rhône-Alpes;7;FRK2207167D007445;;Pas de changement notable;LEYRIEUX A LA PLAGE DE LA THEOULE;7167;OLLIERES SUR EYRIEUX;01/01/1991;Rivière;4,61683106942;44,80404033650
2022;Auvergne-Rhône-Alpes;7;FRK2207189D007001;;Pas de changement notable;LALUNE A LA PLAGE PRIVEE LE MOULIN DALUNE;7189;RIBES;01/07/2021;Rivière;4,21711771166;44,49434846548
2022;Auvergne-Rhône-Alpes;7;FRK2207192D007601;;Pas de changement notable;LE DOUX A LA PLAGE DE ROCHEPAULE;7192;ROCHEPAULE;01/01/2000;Rivière;4,48239799326;45,08353949517
2022;Auvergne-Rhône-Alpes;7;FRK2207199D007004;;Pas de changement notable;LA BEAUME A LA PLAGE DE LA TOURASSE;7199;ROSIERES;01/07/2010;Rivière;4,25343307415;44,48022985913
2022;Auvergne-Rhône-Alpes;7;FRK2207201D007100;;Pas de changement notable;LARDECHE A LA PLAGE DU STADE;7201;RUOMS;01/07/2010;Rivière;4,33545495885;44,45168097095
2022;Auvergne-Rhône-Alpes;7;FRK2207201D007123;;Pas de changement notable;LARDECHE AU LIEU-DIT MOULIN DU GRAZEL;7201;RUOMS;01/07/2019;Rivière;4,34814963;44,47697885
2022;Auvergne-Rhône-Alpes;7;FRK2207237D007455;;Pas de changement notable;LEYRIEUX AU LIEU DIT LE PIGEONNIER;7237;SAINT FORTUNAT SUR EYRIEUX;01/01/1991;Rivière;4,68208686877;44,82854566919
2022;Auvergne-Rhône-Alpes;7;FRK2207247D007791;;Pas de changement notable;LA CLADUEGNE AU PLAN DEAU DU CAMPING DES ARCHES;7247;SAINT JEAN LE CENTENIER;01/07/2012;Lac;4,52750067036;44,58882852881
2022;Auvergne-Rhône-Alpes;7;FRK2207259D007180;;Pas de changement notable;LARDECHE A LA PLAGE DU PONT CASSE;7259;SAINT JUST D ARDECHE;01/01/1991;Rivière;4,61748167808;44,27858338917
2022;Auvergne-Rhône-Alpes;7;FRK2207262D007001;;Pas de changement notable;LA BORNE AU CAMPING LE CEYTROU;7262;SAINT LAURENT LES BAINS LAVAL D AURELLE;04/07/2016;Rivière;3,98133778;44,60069196
2022;Auvergne-Rhône-Alpes;7;FRK2207267D007545;;Pas de changement notable;LE LAC DE ST MARTIAL;7267;SAINT MARTIAL;01/01/1991;Lac;4,27925787987;44,86678794511
2022;Auvergne-Rhône-Alpes;7;FRK2207268D007170;;Pas de changement notable;LARDECHE A LA PLAGE DE SAUZE;7268;SAINT MARTIN D ARDECHE;01/01/1991;Rivière;4,55197677520;44,31239814735
2022;Auvergne-Rhône-Alpes;7;FRK2207268D007175;;Pas de changement notable;LARDECHE A LA PLAGE DU GRAIN DE SEL;7268;SAINT MARTIN D ARDECHE;01/01/1991;Rivière;4,56138540508;44,30254157149
2022;Auvergne-Rhône-Alpes;7;FRK2207269D007502;;Pas de changement notable;LA SALIOUSE A LA PLAGE DE ST MARTIN;7269;SAINT MARTIN DE VALAMAS;01/01/1991;Lac;4,36691328292;44,94150106146
2022;Auvergne-Rhône-Alpes;7;FRK2207304D007851;;Pas de changement notable;LARDECHE AVAL PONT DE SALAVAS;7304;SALAVAS;01/07/2012;Rivière;4,38548808293;44,39759316533
2022;Auvergne-Rhône-Alpes;7;FRK2207306D007789;;Pas de changement notable;LARDECHE A LA PLAGE DE SAMPZON;7306;SAMPZON;01/01/2006;Rivière;4,35468518236;44,42646231082
2022;Auvergne-Rhône-Alpes;7;FRK2207315D007342;;Pas de changement notable;LE LIGNON A LA PLAGE COMMUNALE;7315;SOUCHE;01/01/1994;Rivière;4,19796540409;44,62986159003
2022;Auvergne-Rhône-Alpes;7;FRK2207322D007010;;Pas de changement notable;LARDECHE AU PONT DU DIABLE;7322;THUEYTS;01/01/1991;Rivière;4,22138173985;44,67128391035
2022;Auvergne-Rhône-Alpes;7;FRK2207330D007145;;Pas de changement notable;LARDECHE AU LIEU DIT LES TUNNELS;7330;VALLON PONT D ARC;01/01/1991;Rivière;4,40633337767;44,38900101006
2022;Auvergne-Rhône-Alpes;7;FRK2207330D007150;;Pas de changement notable;LARDECHE AVAL PONT DARC;7330;VALLON PONT D ARC;01/01/1991;Rivière;4,41597538672;44,38244918859
2022;Auvergne-Rhône-Alpes;7;FRK2207330D007151;;Pas de changement notable;LARDECHE AMONT PONT DARC;7330;VALLON PONT D ARC;01/07/2015;Rivière;4,41441576542;44,38183001401
2022;Auvergne-Rhône-Alpes;7;FRK2207334D007272;;Pas de changement notable;LE CHASSEZAC AU MALPAS CORNILLON;7334;VANS;01/01/2006;Rivière;4,18323781091;44,40873863242
2022;Auvergne-Rhône-Alpes;7;FRK2207338D007915;;Pas de changement notable;LE LAC AUX RAMIERS;7338;VERNOUX EN VIVARAIS;01/01/1992;Lac;4,65647451550;44,89208555632
2022;Auvergne-Rhône-Alpes;7;FRK2207348D007070;;Pas de changement notable;LARDECHE A LA PLAGE DU VIEUX PONT;7348;VOGUE;01/01/1991;Rivière;4,41288658377;44,54946709774
2022;Auvergne-Rhône-Alpes;15;FRK1215011D015165;;Pas de changement notable;LA GINESTE;15011;ARNAC;01/01/1992;Lac;2,21211660410;45,08454385168
2022;Auvergne-Rhône-Alpes;15;FRK1215027D015130;;Pas de changement notable;LAC DE LESTANQUIOL;15027;PUYCAPEL;01/01/1991;Lac;2,35503229254;44,72055747661
2022;Auvergne-Rhône-Alpes;15;FRK1215073D015170;;Pas de changement notable;VALLON DE MALLET;15073;FRIDEFONT;01/01/2006;Lac;3,11833003260;44,91185459889
2022;Auvergne-Rhône-Alpes;15;FRK1215088D015070;;Pas de changement notable;PUECH DES OUILHES;15088;LACAPELLE VIESCAMP;01/01/1991;Lac;2,24883234667;44,91353844931
2022;Auvergne-Rhône-Alpes;15;FRK1215092D015010;;Pas de changement notable;VAL;15092;LANOBRE;01/01/1991;Lac;2,50542819261;45,44378121263
2022;Auvergne-Rhône-Alpes;15;FRK1215092D015015;;Pas de changement notable;LA SIAUVE;15092;LANOBRE;01/01/1991;Lac;2,50097508072;45,42827328815
2022;Auvergne-Rhône-Alpes;15;FRK1215124D015030;;Pas de changement notable;LAC DE MENET;15124;MENET;01/01/1991;Lac;2,58460584602;45,30235162209
2022;Auvergne-Rhône-Alpes;15;FRK1215153D015050;;Pas de changement notable;LONGAIROUX;15153;PLEAUX;01/01/1992;Lac;2,22897783115;45,07939420919
2022;Auvergne-Rhône-Alpes;15;FRK1215189D015080;;Pas de changement notable;ESPINET;15189;SAINT GERONS;01/01/1991;Lac;2,22892353001;44,93303975444
2022;Auvergne-Rhône-Alpes;15;FRK1215189D015085;;Pas de changement notable;RENAC;15189;SAINT GERONS;01/01/1991;Lac;2,21814628056;44,93505340554
2022;Auvergne-Rhône-Alpes;15;FRK1215240D015020;;Pas de changement notable;LASTIOULLES;15240;TREMOUILLE;01/01/1991;Lac;2,66338861396;45,40065786659
2022;Auvergne-Rhône-Alpes;15;FRK1215243D015240;;Pas de changement notable;LE CIVIER;15243;TRIZAC;01/01/1991;Lac;2,53679535548;45,24716447947
2022;Auvergne-Rhône-Alpes;15;FRK1215260D015110;;Pas de changement notable;LE PORT;15260;VIEILLEVIE;01/01/1991;Rivière;2,45536692900;44,64678530953
2022;Auvergne-Rhône-Alpes;15;FRK1215260D015111;;Pas de changement notable;LE SOULOU RIVIERE LE LOT;15260;VIEILLEVIE;01/07/2010;Rivière;2,40094559710;44,64594576850
2022;Auvergne-Rhône-Alpes;15;FRK1215268D015250;;Pas de changement notable;MOULIN DU TEIL;15268;ROUGET PERS;01/01/1994;Lac;2,22547612209;44,84947770362
2022;Auvergne-Rhône-Alpes;26;FRK2326035D026370;;Pas de changement notable;GERVANNE AMONT DE BEAUFORT;26035;BEAUFORT SUR GERVANNE;01/01/1991;Rivière;5,15026952738;44,78472053192
2022;Auvergne-Rhône-Alpes;26;FRK2326037D026940;;Pas de changement notable;ETANG DU PERE EUGENE;26037;BEAUMONT LES VALENCE;01/01/1991;Lac;4,92848870457;44,86564841104
2022;Auvergne-Rhône-Alpes;26;FRK2326063D026715;;Pas de changement notable;OUVEZE AMONT DE BUIS;26063;BUIS LES BARONNIES;01/01/2005;Rivière;5,28190248909;44,29537551461
2022;Auvergne-Rhône-Alpes;26;FRK2326086D026960;;Pas de changement notable;LAC BLEU;26086;CHATILLON EN DIOIS;01/01/1991;Lac;5,45122569951;44,68324809281
2022;Auvergne-Rhône-Alpes;26;FRK2326113D026217;;Pas de changement notable;DROME AMONT DE DIE;26113;DIE;01/01/1992;Rivière;5,38271442942;44,74274083124
2022;Auvergne-Rhône-Alpes;26;FRK2326113D026219;;Pas de changement notable;DROME CENTRE DIE;26113;DIE;01/01/2005;Rivière;5,36567377766;44,75014962437
2022;Auvergne-Rhône-Alpes;26;FRK2326113D026268;;Pas de changement notable;DROME AVAL DIE;26113;DIE;01/01/2005;Rivière;5,35377528526;44,75850041964
2022;Auvergne-Rhône-Alpes;26;FRK2326167D026210;;Pas de changement notable;DROME DE BEAUMONT A LUC EN DIOIS;26167;LUC EN DIOIS;01/01/1991;Rivière;5,45947944502;44,59992092669
2022;Auvergne-Rhône-Alpes;26;FRK2326183D026255;;Pas de changement notable;DROME DE PIEGROS A BLACONS;26183;MIRABEL ET BLACONS;01/01/1991;Rivière;5,08840712449;44,70856724925
2022;Auvergne-Rhône-Alpes;26;FRK2326192D026520;;Pas de changement notable;LEZ  PONT AU JAS;26192;MONTBRISON SUR LEZ;01/01/1991;Rivière;5,01169648311;44,44487895757
2022;Auvergne-Rhône-Alpes;26;FRK2326198D026970;;Pas de changement notable;LAC DE MONTMEILLAN;26198;MONTELIMAR;01/01/1991;Lac;4,69609834097;44,55492517119
2022;Auvergne-Rhône-Alpes;26;FRK2326215D026900;;Pas de changement notable;LAC DU PAS DES ONDES;26215;MOTTE CHALANCON;01/01/1997;Lac;5,36731222065;44,46442552378
2022;Auvergne-Rhône-Alpes;26;FRK2326235D026920;;Pas de changement notable;LAC DE PIGNEDORE;26235;PIERRELATTE;01/01/2004;Lac;4,68295700454;44,36505090778
2022;Auvergne-Rhône-Alpes;26;FRK2326264D026605;FR271302067D026605;Site supprimé;AYGUES AMONT DE REMUZAT;26264;REMUZAT;01/01/1991;Rivière;5,36303000000;44,39396000000
2022;Auvergne-Rhône-Alpes;26;FRK2326289D026240;;Pas de changement notable;DROME DE ESPENEL A SAILLANS;26289;SAILLANS;01/01/1991;Rivière;5,21031361630;44,69008785344
2022;Auvergne-Rhône-Alpes;26;FRK2326289D026245;;Pas de changement notable;DROME AVAL SAILLANS;26289;SAILLANS;01/01/1992;Rivière;5,18293056174;44,69306308189
2022;Auvergne-Rhône-Alpes;26;FRK2326295D026990;;Pas de changement notable;LAC LES VERNETS DE GALAURE;26295;SAINT BARTHELEMY DE VALS;01/01/1995;Lac;4,88415136313;45,17656154133
2022;Auvergne-Rhône-Alpes;26;FRK2326296D026347;;Pas de changement notable;AVAL ST BENOIT A CONFLUENCE DROME;26296;SAINT BENOIT EN DIOIS;01/01/2005;Rivière;5,26302112158;44,67928650875
2022;Auvergne-Rhône-Alpes;26;FRK2326299D026267;;Pas de changement notable;DROME DE DIE A STE CROIX;26299;SAINTE CROIX;01/01/2005;Rivière;5,29293492903;44,76260439238
2022;Auvergne-Rhône-Alpes;26;FRK2326301D026910;;Pas de changement notable;LAC DE CHAMPOS HERBASSE;26301;SAINT DONAT SUR L HERBASSE;01/01/1991;Lac;5,00719563690;45,13203868927
2022;Auvergne-Rhône-Alpes;26;FRK2326301D026915;;Pas de changement notable;LAC DE CHAMPOS SOURCES;26301;SAINT DONAT SUR L HERBASSE;01/01/1991;Lac;5,00639879492;45,13394448904
2022;Auvergne-Rhône-Alpes;26;FRK2326344D026415;;Pas de changement notable;ROUBION DE SAOU A SOYANS;26344;SOYANS;01/01/1991;Rivière;5,03508270501;44,62634717832
2022;Auvergne-Rhône-Alpes;26;FRK2326368D026230;;Pas de changement notable;DROME AMONT DE  VERCHENY;26368;VERCHENY;01/01/1991;Rivière;5,26822727357;44,71671933046
2022;Auvergne-Rhône-Alpes;38;FRK2438006D038300;;Pas de changement notable;ALLEVARD - LAC DE LA MIRANDE;38006;ALLEVARD;01/01/1992;Lac;6,08617105017;45,40797810829
2022;Auvergne-Rhône-Alpes;38;FRK2438082D038001;;Pas de changement notable;CHARAVINES - LAC DE PALADRU;38082;CHARAVINES;01/01/1992;Lac;5,51728590082;45,43446186724
2022;Auvergne-Rhône-Alpes;38;FRK2438106D038031;;Pas de changement notable;CHOLONGE - LAC DE LAFFREY;38106;CHOLONGE;01/01/1992;Lac;5,77850159597;45,00256179444
2022;Auvergne-Rhône-Alpes;38;FRK2438128D038111;;Pas de changement notable;CORPS - LAC DU SAUTET - BASE NAUTIQUE;38128;CORPS;01/01/2001;Lac;5,93301507754;44,81613067838
2022;Auvergne-Rhône-Alpes;38;FRK2438203D038030;;Pas de changement notable;LAFFREY - LAC DE LAFFREY - PLAGE NORD;38203;LAFFREY;01/01/1992;Lac;5,78169279003;45,02360000942
2022;Auvergne-Rhône-Alpes;38;FRK2438231D038400;;Pas de changement notable;MEYRIEU LES ETANGS - BASE DE LOISIRS DU MOULIN;38231;MEYRIEU LES ETANGS;01/01/1992;Lac;5,20414021403;45,50886814391
2022;Auvergne-Rhône-Alpes;38;FRK2438256D038005;;Pas de changement notable;MONTFERRAT - LAC DE PALADRU;38256;MONTFERRAT;01/01/1992;Lac;5,55610789562;45,46753063139
2022;Auvergne-Rhône-Alpes;38;FRK2438292D038002;;Pas de changement notable;LE PIN - LAC DE PALADRU;38292;VILLAGES DU LAC DE PALADRU;01/01/1992;Lac;5,52445488430;45,45284161520
2022;Auvergne-Rhône-Alpes;38;FRK2438292D038003;;Pas de changement notable;PALADRU - LAC DE PALADRU;38292;VILLAGES DU LAC DE PALADRU;01/01/1992;Lac;5,55140969748;45,47284497967
2022;Auvergne-Rhône-Alpes;38;FRK2438304D038004;;Pas de changement notable;PIERRE-CHATEL - LAC DE PIERRE-CHATEL - PLAGE DES CORDELIERS;38304;PIERRE CHATEL;01/01/2000;Lac;5,78015226237;44,96905103267
2022;Auvergne-Rhône-Alpes;38;FRK2438314D038240;;Pas de changement notable;PONTCHARRA - PLAN DEAU;38314;PONTCHARRA;01/01/1992;Lac;6,00655084164;45,44424086129
2022;Auvergne-Rhône-Alpes;38;FRK2438343D038080;;Pas de changement notable;ROMAGNIEU - LAC DE ROMAGNIEU;38343;ROMAGNIEU;01/01/1992;Lac;5,64028532161;45,58071631545
2022;Auvergne-Rhône-Alpes;38;FRK2438347D038090;;Pas de changement notable;ROYBON - LAC DE ROYBON;38347;ROYBON;01/01/1992;Lac;5,24601002902;45,25116208970
2022;Auvergne-Rhône-Alpes;38;FRK2438449D038120;;Pas de changement notable;SAINT QUENTIN FALLAVIER - ETANG DE FALLAVIER;38449;SAINT QUENTIN FALLAVIER;01/01/1992;Lac;5,12946425399;45,61914413092
2022;Auvergne-Rhône-Alpes;38;FRK2438453D038270;;Pas de changement notable;SAINT ROMANS - LAC DU MARANDAN;38453;SAINT ROMANS;01/01/1992;Lac;5,29262336020;45,10170164403
2022;Auvergne-Rhône-Alpes;38;FRK2438462D038040;;Pas de changement notable;SAINT THEOFFREY - LAC DE PETICHET;38462;SAINT THEOFFREY;01/01/1992;Lac;5,77591907754;44,99452689200
