Saison balnéaire;Région;Département;Code unique d'identification du site de baignade;Date du prélèvement;"Résultats ""entérocoques intestinaux""";"Résultats ""Escherichia coli""";Statut du prélèvement
2020;Auvergne-Rhône-Alpes;001;FRK2101010D001530;2020-06-16;15;15;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;001;FRK2101010D001530;2020-07-03;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101010D001530;2020-07-20;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101010D001530;2020-08-04;30;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101010D001530;2020-08-18;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101053D001570;2020-06-03;15;15;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;001;FRK2101053D001570;2020-06-29;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101053D001570;2020-07-13;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101053D001570;2020-08-04;30;627;
2020;Auvergne-Rhône-Alpes;001;FRK2101053D001570;2020-08-12;15;77;
2020;Auvergne-Rhône-Alpes;001;FRK2101058D001580;2020-06-16;30;15;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;001;FRK2101058D001580;2020-07-03;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101058D001580;2020-07-20;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101058D001580;2020-08-04;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101058D001580;2020-08-18;61;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101087D001600;2020-06-15;15;15;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;001;FRK2101087D001600;2020-07-02;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101087D001600;2020-07-17;46;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101087D001600;2020-08-05;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101087D001600;2020-08-19;15;93;
2020;Auvergne-Rhône-Alpes;001;FRK2101099D001150;2020-06-18;654;15;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;001;FRK2101099D001150;2020-07-01;15;30;
2020;Auvergne-Rhône-Alpes;001;FRK2101099D001150;2020-07-17;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101099D001150;2020-08-04;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101099D001150;2020-08-18;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101099D001605;2020-06-18;30;213;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;001;FRK2101099D001605;2020-07-01;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101099D001605;2020-07-17;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101099D001605;2020-08-04;77;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101099D001605;2020-08-18;195;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101123D001607;2020-06-02;15;15;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;001;FRK2101123D001607;2020-06-22;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101123D001607;2020-07-02;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101123D001607;2020-07-20;15;94;
2020;Auvergne-Rhône-Alpes;001;FRK2101123D001607;2020-08-05;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101123D001607;2020-08-19;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101143D001620;2020-06-15;15;15;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;001;FRK2101143D001620;2020-07-06;61;30;
2020;Auvergne-Rhône-Alpes;001;FRK2101143D001620;2020-07-16;1474;1415;prélèvement réalisé pendant une pollution à court terme
2020;Auvergne-Rhône-Alpes;001;FRK2101143D001620;2020-07-20;15;15;prélèvement de recontrôle de fin de pollution à court terme
2020;Auvergne-Rhône-Alpes;001;FRK2101143D001620;2020-08-06;77;77;
2020;Auvergne-Rhône-Alpes;001;FRK2101143D001620;2020-08-20;110;61;
2020;Auvergne-Rhône-Alpes;001;FRK2101184D001110;2020-06-18;15;15;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;001;FRK2101184D001110;2020-07-01;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101184D001110;2020-07-17;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101184D001110;2020-08-04;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101184D001110;2020-08-18;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101204D001631;2020-06-15;15;15;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;001;FRK2101204D001631;2020-07-02;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101204D001631;2020-07-17;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101204D001631;2020-08-05;15;30;
2020;Auvergne-Rhône-Alpes;001;FRK2101204D001631;2020-08-19;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101229D001650;2020-06-12;15;15;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;001;FRK2101229D001650;2020-07-02;15;30;
2020;Auvergne-Rhône-Alpes;001;FRK2101229D001650;2020-07-08;46;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101229D001650;2020-07-15;15;30;
2020;Auvergne-Rhône-Alpes;001;FRK2101229D001650;2020-07-20;30;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101229D001650;2020-08-05;15;46;
2020;Auvergne-Rhône-Alpes;001;FRK2101229D001650;2020-08-19;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101239D001320;2020-06-16;15;15;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;001;FRK2101239D001320;2020-07-03;15;46;
2020;Auvergne-Rhône-Alpes;001;FRK2101239D001320;2020-07-20;30;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101239D001320;2020-08-04;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101239D001320;2020-08-18;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101269D001660;2020-06-15;15;15;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;001;FRK2101269D001660;2020-07-02;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101269D001660;2020-07-17;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101269D001660;2020-08-05;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101269D001660;2020-08-19;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101269D001661;2020-06-15;15;15;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;001;FRK2101269D001661;2020-07-02;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101269D001661;2020-07-17;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101269D001661;2020-08-05;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101269D001661;2020-08-19;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101302D001670;2020-06-16;15;15;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;001;FRK2101302D001670;2020-07-03;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101302D001670;2020-07-20;94;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101302D001670;2020-08-04;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101302D001670;2020-08-18;45;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101304D001130;2020-06-18;15;15;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;001;FRK2101304D001130;2020-07-01;30;94;
2020;Auvergne-Rhône-Alpes;001;FRK2101304D001130;2020-07-17;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101304D001130;2020-08-04;15;77;
2020;Auvergne-Rhône-Alpes;001;FRK2101304D001130;2020-08-18;15;30;
2020;Auvergne-Rhône-Alpes;001;FRK2101305D001210;2020-06-16;15;15;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;001;FRK2101305D001210;2020-07-02;46;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101305D001210;2020-07-20;15;61;
2020;Auvergne-Rhône-Alpes;001;FRK2101305D001210;2020-08-05;15;30;
2020;Auvergne-Rhône-Alpes;001;FRK2101305D001210;2020-08-19;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101314D001140;2020-07-01;0;0;prélèvement manquant
2020;Auvergne-Rhône-Alpes;001;FRK2101378D001180;2020-06-15;15;77;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;001;FRK2101378D001180;2020-07-01;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101378D001180;2020-07-17;15;46;
2020;Auvergne-Rhône-Alpes;001;FRK2101378D001180;2020-08-04;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101378D001180;2020-08-18;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101403D001328;2020-06-16;15;77;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;001;FRK2101403D001328;2020-07-03;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101403D001328;2020-07-20;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101403D001328;2020-08-04;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101403D001328;2020-08-18;15;61;
2020;Auvergne-Rhône-Alpes;001;FRK2101407D001685;2020-06-16;15;15;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;001;FRK2101407D001685;2020-07-03;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101407D001685;2020-07-20;15;419;
2020;Auvergne-Rhône-Alpes;001;FRK2101407D001685;2020-08-04;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101407D001685;2020-08-18;94;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101426D001690;2020-06-16;15;30;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;001;FRK2101426D001690;2020-07-02;30;144;
2020;Auvergne-Rhône-Alpes;001;FRK2101426D001690;2020-07-20;15;61;
2020;Auvergne-Rhône-Alpes;001;FRK2101426D001690;2020-08-05;15;30;
2020;Auvergne-Rhône-Alpes;001;FRK2101426D001690;2020-08-19;30;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101452D001700;2020-06-16;15;15;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;001;FRK2101452D001700;2020-07-03;15;15;
2020;Auvergne-Rhône-Alpes;001;FRK2101452D001700;2020-07-20;30;61;
2020;Auvergne-Rhône-Alpes;001;FRK2101452D001700;2020-08-04;30;30;
2020;Auvergne-Rhône-Alpes;001;FRK2101452D001700;2020-08-18;15;15;
2020;Auvergne-Rhône-Alpes;003;FRK1103207D003042;2020-07-01;0;0;prélèvement manquant
2020;Auvergne-Rhône-Alpes;003;FRK1103221D003050;2020-06-22;15;15;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;003;FRK1103221D003050;2020-07-06;15;15;
2020;Auvergne-Rhône-Alpes;003;FRK1103221D003050;2020-07-21;46;15;
2020;Auvergne-Rhône-Alpes;003;FRK1103221D003050;2020-08-03;161;179;
2020;Auvergne-Rhône-Alpes;003;FRK1103310D003003;2020-07-01;0;0;prélèvement manquant
2020;Auvergne-Rhône-Alpes;003;FRK1103312D003090;2020-06-23;15;15;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;003;FRK1103312D003090;2020-07-08;15;15;
2020;Auvergne-Rhône-Alpes;003;FRK1103312D003090;2020-07-30;15;15;
2020;Auvergne-Rhône-Alpes;003;FRK1103312D003090;2020-08-12;15;15;
2020;Auvergne-Rhône-Alpes;003;FRK1103312D003090;2020-08-24;15;46;
2020;Auvergne-Rhône-Alpes;007;FRK2207011D007355;2020-06-15;94;61;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;007;FRK2207011D007355;2020-07-08;30;46;
2020;Auvergne-Rhône-Alpes;007;FRK2207011D007355;2020-07-21;30;46;
2020;Auvergne-Rhône-Alpes;007;FRK2207011D007355;2020-07-28;77;76;
2020;Auvergne-Rhône-Alpes;007;FRK2207011D007355;2020-08-03;127;15;
2020;Auvergne-Rhône-Alpes;007;FRK2207011D007355;2020-08-19;144;77;
2020;Auvergne-Rhône-Alpes;007;FRK2207012D007560;2020-06-16;179;127;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;007;FRK2207012D007560;2020-07-06;127;15;
2020;Auvergne-Rhône-Alpes;007;FRK2207012D007560;2020-07-20;15;15;
2020;Auvergne-Rhône-Alpes;007;FRK2207012D007560;2020-08-04;15;30;
2020;Auvergne-Rhône-Alpes;007;FRK2207012D007560;2020-08-18;15;30;
2020;Auvergne-Rhône-Alpes;007;FRK2207023D007085;2020-06-11;15;30;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;007;FRK2207023D007085;2020-07-15;15;61;
2020;Auvergne-Rhône-Alpes;007;FRK2207023D007085;2020-07-28;94;30;
2020;Auvergne-Rhône-Alpes;007;FRK2207023D007085;2020-08-11;110;465;
2020;Auvergne-Rhône-Alpes;007;FRK2207023D007085;2020-08-25;15;375;
2020;Auvergne-Rhône-Alpes;007;FRK2207031D007275;2020-06-22;15;15;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;007;FRK2207031D007275;2020-07-13;46;46;
2020;Auvergne-Rhône-Alpes;007;FRK2207031D007275;2020-07-29;15;46;
2020;Auvergne-Rhône-Alpes;007;FRK2207031D007275;2020-08-12;15;77;
2020;Auvergne-Rhône-Alpes;007;FRK2207031D007275;2020-08-26;61;110;
2020;Auvergne-Rhône-Alpes;007;FRK2207031D007280;2020-06-22;15;15;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;007;FRK2207031D007280;2020-07-13;61;15;
2020;Auvergne-Rhône-Alpes;007;FRK2207031D007280;2020-07-29;61;15;
2020;Auvergne-Rhône-Alpes;007;FRK2207031D007280;2020-08-12;15;15;
2020;Auvergne-Rhône-Alpes;007;FRK2207031D007280;2020-08-26;15;15;
2020;Auvergne-Rhône-Alpes;007;FRK2207050D007260;2020-06-22;30;15;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;007;FRK2207050D007260;2020-07-13;15;15;
2020;Auvergne-Rhône-Alpes;007;FRK2207050D007260;2020-07-29;77;109;
2020;Auvergne-Rhône-Alpes;007;FRK2207050D007260;2020-08-12;15;94;
2020;Auvergne-Rhône-Alpes;007;FRK2207050D007260;2020-08-26;30;94;
2020;Auvergne-Rhône-Alpes;007;FRK2207058D007456;2020-06-22;45;109;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;007;FRK2207058D007456;2020-07-06;159;77;
2020;Auvergne-Rhône-Alpes;007;FRK2207058D007456;2020-07-13;127;213;
2020;Auvergne-Rhône-Alpes;007;FRK2207058D007456;2020-07-22;309;2793;prélèvement réalisé pendant une pollution à court terme
2020;Auvergne-Rhône-Alpes;007;FRK2207058D007456;2020-07-29;30;683;prélèvement de recontrôle de fin de pollution à court terme
2020;Auvergne-Rhône-Alpes;007;FRK2207058D007456;2020-08-04;46;15;
2020;Auvergne-Rhône-Alpes;007;FRK2207058D007456;2020-08-12;15;61;
2020;Auvergne-Rhône-Alpes;007;FRK2207058D007456;2020-08-18;61;61;
2020;Auvergne-Rhône-Alpes;007;FRK2207058D007456;2020-08-26;15;30;
2020;Auvergne-Rhône-Alpes;007;FRK2207061D007092;2020-06-11;15;15;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;007;FRK2207061D007092;2020-07-06;15;30;
2020;Auvergne-Rhône-Alpes;007;FRK2207061D007092;2020-07-22;30;30;
2020;Auvergne-Rhône-Alpes;007;FRK2207061D007092;2020-08-04;15;15;
2020;Auvergne-Rhône-Alpes;007;FRK2207061D007092;2020-08-18;30;94;
2020;Auvergne-Rhône-Alpes;007;FRK2207064D007432;2020-06-17;77;270;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;007;FRK2207064D007432;2020-07-06;30;46;
2020;Auvergne-Rhône-Alpes;007;FRK2207064D007432;2020-07-20;15;46;
2020;Auvergne-Rhône-Alpes;007;FRK2207064D007432;2020-08-04;15;61;
2020;Auvergne-Rhône-Alpes;007;FRK2207064D007432;2020-08-18;15;15;
2020;Auvergne-Rhône-Alpes;007;FRK2207071D007910;2020-06-15;30;179;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;007;FRK2207071D007910;2020-07-08;15;15;
2020;Auvergne-Rhône-Alpes;007;FRK2207071D007910;2020-07-21;15;15;
2020;Auvergne-Rhône-Alpes;007;FRK2207071D007910;2020-08-03;15;46;
2020;Auvergne-Rhône-Alpes;007;FRK2207071D007910;2020-08-17;46;61;
2020;Auvergne-Rhône-Alpes;007;FRK2207079D007605;2020-06-11;15;30;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;007;FRK2207079D007605;2020-07-06;15;46;
2020;Auvergne-Rhône-Alpes;007;FRK2207079D007605;2020-07-21;15;77;
2020;Auvergne-Rhône-Alpes;007;FRK2207079D007605;2020-08-05;15;30;
2020;Auvergne-Rhône-Alpes;007;FRK2207079D007605;2020-08-19;15;253;
2020;Auvergne-Rhône-Alpes;007;FRK2207080D007405;2020-06-10;15;15;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;007;FRK2207080D007405;2020-07-06;15;15;
2020;Auvergne-Rhône-Alpes;007;FRK2207080D007405;2020-07-21;15;15;
2020;Auvergne-Rhône-Alpes;007;FRK2207080D007405;2020-08-05;15;30;
2020;Auvergne-Rhône-Alpes;007;FRK2207080D007405;2020-08-19;15;15;
2020;Auvergne-Rhône-Alpes;007;FRK2207082D007505;2020-07-01;0;0;prélèvement manquant
2020;Auvergne-Rhône-Alpes;007;FRK2207096D007540;2020-06-12;46;15;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;007;FRK2207096D007540;2020-07-07;15;77;
2020;Auvergne-Rhône-Alpes;007;FRK2207096D007540;2020-07-13;177;212;
2020;Auvergne-Rhône-Alpes;007;FRK2207096D007540;2020-07-20;46;15;
2020;Auvergne-Rhône-Alpes;007;FRK2207096D007540;2020-07-27;76;30;
2020;Auvergne-Rhône-Alpes;007;FRK2207096D007540;2020-08-04;15;15;
2020;Auvergne-Rhône-Alpes;007;FRK2207096D007540;2020-08-10;45;61;
2020;Auvergne-Rhône-Alpes;007;FRK2207096D007540;2020-08-18;1200;3307;prélèvement réalisé pendant une pollution à court terme
2020;Auvergne-Rhône-Alpes;007;FRK2207096D007540;2020-08-21;30;312;prélèvement de recontrôle de fin de pollution à court terme
2020;Auvergne-Rhône-Alpes;007;FRK2207107D007030;2020-06-22;108;1195;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;007;FRK2207107D007030;2020-07-07;61;442;
2020;Auvergne-Rhône-Alpes;007;FRK2207107D007030;2020-07-21;215;15;
2020;Auvergne-Rhône-Alpes;007;FRK2207107D007030;2020-08-03;45;161;
2020;Auvergne-Rhône-Alpes;007;FRK2207107D007030;2020-08-17;195;61;
2020;Auvergne-Rhône-Alpes;007;FRK2207110D007220;2020-06-16;30;46;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;007;FRK2207110D007220;2020-07-13;61;46;
2020;Auvergne-Rhône-Alpes;007;FRK2207110D007220;2020-07-29;46;46;
2020;Auvergne-Rhône-Alpes;007;FRK2207110D007220;2020-08-12;15;272;
2020;Auvergne-Rhône-Alpes;007;FRK2207110D007220;2020-08-26;15;15;
2020;Auvergne-Rhône-Alpes;007;FRK2207114D007602;2020-06-11;15;61;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;007;FRK2207114D007602;2020-07-06;15;61;
2020;Auvergne-Rhône-Alpes;007;FRK2207114D007602;2020-07-21;61;109;
2020;Auvergne-Rhône-Alpes;007;FRK2207114D007602;2020-08-05;15;46;
2020;Auvergne-Rhône-Alpes;007;FRK2207114D007602;2020-08-19;94;330;
2020;Auvergne-Rhône-Alpes;007;FRK2207115D007235;2020-06-11;15;15;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;007;FRK2207115D007235;2020-07-15;46;30;
2020;Auvergne-Rhône-Alpes;007;FRK2207115D007235;2020-07-28;30;46;
2020;Auvergne-Rhône-Alpes;007;FRK2207115D007235;2020-08-11;15;94;
2020;Auvergne-Rhône-Alpes;007;FRK2207115D007235;2020-08-25;30;61;
2020;Auvergne-Rhône-Alpes;007;FRK2207115D007236;2020-06-11;15;232;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;007;FRK2207115D007236;2020-07-06;77;232;
2020;Auvergne-Rhône-Alpes;007;FRK2207115D007236;2020-07-15;46;289;
2020;Auvergne-Rhône-Alpes;007;FRK2207115D007236;2020-07-22;143;647;
2020;Auvergne-Rhône-Alpes;007;FRK2207115D007236;2020-07-28;312;1233;
2020;Auvergne-Rhône-Alpes;007;FRK2207115D007236;2020-08-04;307;748;
2020;Auvergne-Rhône-Alpes;007;FRK2207115D007236;2020-08-11;368;932;
2020;Auvergne-Rhône-Alpes;007;FRK2207115D007236;2020-08-18;307;500;
2020;Auvergne-Rhône-Alpes;007;FRK2207115D007236;2020-08-25;215;461;
2020;Auvergne-Rhône-Alpes;007;FRK2207119D007905;2020-06-15;61;15;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;007;FRK2207119D007905;2020-07-08;15;15;
2020;Auvergne-Rhône-Alpes;007;FRK2207119D007905;2020-07-21;15;15;
2020;Auvergne-Rhône-Alpes;007;FRK2207119D007905;2020-08-03;15;15;
2020;Auvergne-Rhône-Alpes;007;FRK2207119D007905;2020-08-17;15;15;
2020;Auvergne-Rhône-Alpes;007;FRK2207123D007501;2020-06-17;61;535;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;007;FRK2207123D007501;2020-07-06;30;126;
2020;Auvergne-Rhône-Alpes;007;FRK2207123D007501;2020-07-20;15;15;
2020;Auvergne-Rhône-Alpes;007;FRK2207123D007501;2020-08-04;77;15;
2020;Auvergne-Rhône-Alpes;007;FRK2207123D007501;2020-08-18;15;15;
2020;Auvergne-Rhône-Alpes;007;FRK2207126D007330;2020-06-11;15;15;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;007;FRK2207126D007330;2020-07-13;61;61;
2020;Auvergne-Rhône-Alpes;007;FRK2207126D007330;2020-07-27;195;30;
2020;Auvergne-Rhône-Alpes;007;FRK2207126D007330;2020-08-10;15;15;
2020;Auvergne-Rhône-Alpes;007;FRK2207126D007330;2020-08-24;15;15;
2020;Auvergne-Rhône-Alpes;007;FRK2207127D007028;2020-06-15;46;289;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;007;FRK2207127D007028;2020-07-07;15;30;
2020;Auvergne-Rhône-Alpes;007;FRK2207127D007028;2020-07-21;30;179;
2020;Auvergne-Rhône-Alpes;007;FRK2207127D007028;2020-08-03;30;212;
2020;Auvergne-Rhône-Alpes;007;FRK2207127D007028;2020-08-17;144;591;
2020;Auvergne-Rhône-Alpes;007;FRK2207129D007610;2020-06-11;30;77;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;007;FRK2207129D007610;2020-07-06;15;77;
2020;Auvergne-Rhône-Alpes;007;FRK2207129D007610;2020-07-13;30;160;
2020;Auvergne-Rhône-Alpes;007;FRK2207129D007610;2020-07-21;15;61;
2020;Auvergne-Rhône-Alpes;007;FRK2207129D007610;2020-07-27;15;30;
2020;Auvergne-Rhône-Alpes;007;FRK2207129D007610;2020-08-05;61;15;
2020;Auvergne-Rhône-Alpes;007;FRK2207129D007610;2020-08-11;46;292;
2020;Auvergne-Rhône-Alpes;007;FRK2207129D007610;2020-08-19;77;234;
2020;Auvergne-Rhône-Alpes;007;FRK2207129D007610;2020-08-24;15;77;
2020;Auvergne-Rhône-Alpes;007;FRK2207146D007755;2020-06-18;30;15;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;007;FRK2207146D007755;2020-07-13;144;289;
2020;Auvergne-Rhône-Alpes;007;FRK2207146D007755;2020-07-27;77;77;
2020;Auvergne-Rhône-Alpes;007;FRK2207146D007755;2020-08-10;61;161;
2020;Auvergne-Rhône-Alpes;007;FRK2207146D007755;2020-08-24;30;61;
2020;Auvergne-Rhône-Alpes;007;FRK2207167D007445;2020-06-16;127;93;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;007;FRK2207167D007445;2020-07-07;77;125;
2020;Auvergne-Rhône-Alpes;007;FRK2207167D007445;2020-07-13;94;213;
2020;Auvergne-Rhône-Alpes;007;FRK2207167D007445;2020-07-20;127;232;
2020;Auvergne-Rhône-Alpes;007;FRK2207167D007445;2020-07-27;77;234;
2020;Auvergne-Rhône-Alpes;007;FRK2207167D007445;2020-08-04;108;143;
2020;Auvergne-Rhône-Alpes;007;FRK2207167D007445;2020-08-10;175;668;
2020;Auvergne-Rhône-Alpes;007;FRK2207167D007445;2020-08-18;144;197;
2020;Auvergne-Rhône-Alpes;007;FRK2207167D007445;2020-08-24;15;110;
2020;Auvergne-Rhône-Alpes;007;FRK2207192D007601;2020-06-11;15;15;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;007;FRK2207192D007601;2020-07-13;144;15;
2020;Auvergne-Rhône-Alpes;007;FRK2207192D007601;2020-07-21;77;15;
2020;Auvergne-Rhône-Alpes;007;FRK2207192D007601;2020-07-27;77;30;
2020;Auvergne-Rhône-Alpes;007;FRK2207192D007601;2020-08-05;15;15;
2020;Auvergne-Rhône-Alpes;007;FRK2207192D007601;2020-08-11;77;46;
2020;Auvergne-Rhône-Alpes;007;FRK2207192D007601;2020-08-19;125;251;
2020;Auvergne-Rhône-Alpes;007;FRK2207192D007601;2020-08-24;15;30;
2020;Auvergne-Rhône-Alpes;007;FRK2207199D007004;2020-06-16;61;30;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;007;FRK2207199D007004;2020-07-06;15;94;
2020;Auvergne-Rhône-Alpes;007;FRK2207199D007004;2020-07-13;46;126;
2020;Auvergne-Rhône-Alpes;007;FRK2207199D007004;2020-07-22;94;875;
2020;Auvergne-Rhône-Alpes;007;FRK2207199D007004;2020-07-29;108;457;
2020;Auvergne-Rhône-Alpes;007;FRK2207199D007004;2020-08-04;126;312;
2020;Auvergne-Rhône-Alpes;007;FRK2207199D007004;2020-08-12;15;734;
2020;Auvergne-Rhône-Alpes;007;FRK2207199D007004;2020-08-18;126;197;
2020;Auvergne-Rhône-Alpes;007;FRK2207199D007004;2020-08-26;161;1285;
2020;Auvergne-Rhône-Alpes;007;FRK2207201D007100;2020-06-11;15;15;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;007;FRK2207201D007100;2020-07-15;15;30;
2020;Auvergne-Rhône-Alpes;007;FRK2207201D007100;2020-07-28;287;289;
2020;Auvergne-Rhône-Alpes;007;FRK2207201D007100;2020-08-11;46;197;
2020;Auvergne-Rhône-Alpes;007;FRK2207201D007100;2020-08-25;30;15;
2020;Auvergne-Rhône-Alpes;007;FRK2207201D007123;2020-06-11;15;15;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;007;FRK2207201D007123;2020-07-15;30;46;
2020;Auvergne-Rhône-Alpes;007;FRK2207201D007123;2020-07-28;15;15;
2020;Auvergne-Rhône-Alpes;007;FRK2207201D007123;2020-08-11;30;419;
2020;Auvergne-Rhône-Alpes;007;FRK2207201D007123;2020-08-25;15;15;
2020;Auvergne-Rhône-Alpes;007;FRK2207237D007455;2020-06-16;94;127;prélèvement de pré-saison
2020;Auvergne-Rhône-Alpes;007;FRK2207237D007455;2020-07-13;30;15;
2020;Auvergne-Rhône-Alpes;007;FRK2207237D007455;2020-07-27;15;45;
2020;Auvergne-Rhône-Alpes;007;FRK2207237D007455;2020-08-10;15;30;
2020;Auvergne-Rhône-Alpes;007;FRK2207237D007455;2020-08-24;46;15;
