Saison balnéaire;Région;Département;Origine eau;Code unique d'identification du site de baignade;Classement;Statut relatif à la mise en œuvre du contrôle sanitaire;Statut relatif au calendrier d'échantillonnage;Contrainte géographique;Lien vers le document de synthèse du profil de baignade
2022;Auvergne-Rhône-Alpes;1;Eau douce;FRK2101010D001530;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001165&codeDept=001
2022;Auvergne-Rhône-Alpes;1;Eau douce;FRK2101053D001570;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001141&codeDept=001
2022;Auvergne-Rhône-Alpes;1;Eau douce;FRK2101058D001580;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001129&codeDept=001
2022;Auvergne-Rhône-Alpes;1;Eau douce;FRK2101087D001600;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001158&codeDept=001
2022;Auvergne-Rhône-Alpes;1;Eau douce;FRK2101099D001150;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001130&codeDept=001
2022;Auvergne-Rhône-Alpes;1;Eau douce;FRK2101099D001605;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001131&codeDept=001
2022;Auvergne-Rhône-Alpes;1;Eau douce;FRK2101123D001607;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001143&codeDept=001
2022;Auvergne-Rhône-Alpes;1;Eau douce;FRK2101133D001311;Non classé;Site nouvellement identifié;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001751&codeDept=001
2022;Auvergne-Rhône-Alpes;1;Eau douce;FRK2101143D001620;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001155&codeDept=001
2022;Auvergne-Rhône-Alpes;1;Eau douce;FRK2101184D001110;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001144&codeDept=001
2022;Auvergne-Rhône-Alpes;1;Eau douce;FRK2101204D001631;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001749&codeDept=001
2022;Auvergne-Rhône-Alpes;1;Eau douce;FRK2101229D001650;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001139&codeDept=001
2022;Auvergne-Rhône-Alpes;1;Eau douce;FRK2101239D001320;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001134&codeDept=001
2022;Auvergne-Rhône-Alpes;1;Eau douce;FRK2101269D001660;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001156&codeDept=001
2022;Auvergne-Rhône-Alpes;1;Eau douce;FRK2101269D001661;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001750&codeDept=001
2022;Auvergne-Rhône-Alpes;1;Eau douce;FRK2101302D001670;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001136&codeDept=001
2022;Auvergne-Rhône-Alpes;1;Eau douce;FRK2101304D001130;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001147&codeDept=001
2022;Auvergne-Rhône-Alpes;1;Eau douce;FRK2101305D001210;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001148&codeDept=001
2022;Auvergne-Rhône-Alpes;1;Eau douce;FRK2101314D001140;Excellent;Site concerné par un gap dans la mise en oeuvre du contrôle sanitaire;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001149&codeDept=001
2022;Auvergne-Rhône-Alpes;1;Eau douce;FRK2101378D001180;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001151&codeDept=001
2022;Auvergne-Rhône-Alpes;1;Eau douce;FRK2101403D001328;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001140&codeDept=001
2022;Auvergne-Rhône-Alpes;1;Eau douce;FRK2101407D001685;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001137&codeDept=001
2022;Auvergne-Rhône-Alpes;1;Eau douce;FRK2101426D001690;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001154&codeDept=001
2022;Auvergne-Rhône-Alpes;1;Eau douce;FRK2101452D001700;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001138&codeDept=001
2022;Auvergne-Rhône-Alpes;3;Eau douce;FRK1103190D003036;Non classé;Site nouvellement identifié;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=000731&codeDept=003
2022;Auvergne-Rhône-Alpes;3;Eau douce;FRK1103207D003042;Non classé;Site concerné par un gap dans la mise en oeuvre du contrôle sanitaire;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=000740&codeDept=003
2022;Auvergne-Rhône-Alpes;3;Eau douce;FRK1103221D003050;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=000738&codeDept=003
2022;Auvergne-Rhône-Alpes;3;Eau douce;FRK1103288D003065;Non classé;Site concerné par un gap dans la mise en oeuvre du contrôle sanitaire;Non mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=000728&codeDept=003
2022;Auvergne-Rhône-Alpes;3;Eau douce;FRK1103310D003003;Non classé;Site concerné par un changement de qualité d'eau;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001039&codeDept=003
2022;Auvergne-Rhône-Alpes;3;Eau douce;FRK1103312D003090;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=000733&codeDept=003
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207011D007355;Bon;Site concerné par un gap dans la mise en oeuvre du contrôle sanitaire;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002028&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207012D007560;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002052&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207023D007085;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001986&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207031D007275;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001987&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207031D007280;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001988&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207050D007260;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002005&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207058D007456;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=003024&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207061D007092;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002509&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207064D007432;Non classé;Site concerné par un gap dans la mise en oeuvre du contrôle sanitaire;Non mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=004278&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207071D007910;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001989&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207079D007605;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002018&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207080D007405;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002029&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207082D007505;Excellent;Site concerné par un gap dans la mise en oeuvre du contrôle sanitaire;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002030&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207083D007450;Non classé;Site concerné par un gap dans la mise en oeuvre du contrôle sanitaire;Non mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002042&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207096D007540;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002015&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207107D007030;Insuffisant;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002995&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207110D007220;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001990&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207114D007602;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002025&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207115D007235;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001991&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207115D007236;Insuffisant;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=003025&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207119D007905;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001992&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207123D007501;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002338&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207126D007330;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001993&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207127D007028;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002515&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207129D007610;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002019&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207146D007755;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002008&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207167D007445;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002040&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207189D007001;Non classé;Site nouvellement identifié;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=004284&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207192D007601;Bon;Site concerné par un gap dans la mise en oeuvre du contrôle sanitaire;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002038&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207199D007004;Insuffisant;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002511&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207201D007100;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001998&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207201D007123;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=004283&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207237D007455;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002010&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207247D007791;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=004277&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207259D007180;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002011&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207262D007001;Insuffisant;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=004280&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207267D007545;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002020&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207268D007170;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002012&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207268D007175;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002013&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207269D007502;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002021&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207304D007851;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=004252&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207306D007789;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=003037&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207315D007342;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002037&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207322D007010;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002002&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207330D007145;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002003&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207330D007150;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002004&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207330D007151;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002045&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207334D007272;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=003142&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207338D007915;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002023&codeDept=007
2022;Auvergne-Rhône-Alpes;7;Eau douce;FRK2207348D007070;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002036&codeDept=007
2022;Auvergne-Rhône-Alpes;15;Eau douce;FRK1215011D015165;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=003324&codeDept=015
2022;Auvergne-Rhône-Alpes;15;Eau douce;FRK1215027D015130;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=003325&codeDept=015
2022;Auvergne-Rhône-Alpes;15;Eau douce;FRK1215073D015170;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=003763&codeDept=015
2022;Auvergne-Rhône-Alpes;15;Eau douce;FRK1215088D015070;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=003329&codeDept=015
2022;Auvergne-Rhône-Alpes;15;Eau douce;FRK1215092D015010;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=003335&codeDept=015
2022;Auvergne-Rhône-Alpes;15;Eau douce;FRK1215092D015015;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=003336&codeDept=015
2022;Auvergne-Rhône-Alpes;15;Eau douce;FRK1215124D015030;Suffisant;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=003344&codeDept=015
2022;Auvergne-Rhône-Alpes;15;Eau douce;FRK1215153D015050;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=003337&codeDept=015
2022;Auvergne-Rhône-Alpes;15;Eau douce;FRK1215189D015080;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=003330&codeDept=015
2022;Auvergne-Rhône-Alpes;15;Eau douce;FRK1215189D015085;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=003331&codeDept=015
2022;Auvergne-Rhône-Alpes;15;Eau douce;FRK1215240D015020;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=003338&codeDept=015
2022;Auvergne-Rhône-Alpes;15;Eau douce;FRK1215243D015240;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=003339&codeDept=015
2022;Auvergne-Rhône-Alpes;15;Eau douce;FRK1215260D015110;Suffisant;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=003332&codeDept=015
2022;Auvergne-Rhône-Alpes;15;Eau douce;FRK1215260D015111;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=004144&codeDept=015
2022;Auvergne-Rhône-Alpes;15;Eau douce;FRK1215268D015250;Non classé;Site contrôlé sur toute la période d'évaluation;Non mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=003342&codeDept=015
2022;Auvergne-Rhône-Alpes;26;Eau douce;FRK2326035D026370;Insuffisant;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001867&codeDept=026
2022;Auvergne-Rhône-Alpes;26;Eau douce;FRK2326037D026940;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001893&codeDept=026
2022;Auvergne-Rhône-Alpes;26;Eau douce;FRK2326063D026715;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002413&codeDept=026
2022;Auvergne-Rhône-Alpes;26;Eau douce;FRK2326086D026960;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001868&codeDept=026
2022;Auvergne-Rhône-Alpes;26;Eau douce;FRK2326113D026217;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001865&codeDept=026
2022;Auvergne-Rhône-Alpes;26;Eau douce;FRK2326113D026219;Non classé;Site concerné par un changement de qualité d'eau;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001933&codeDept=026
2022;Auvergne-Rhône-Alpes;26;Eau douce;FRK2326113D026268;Non classé;Site concerné par un changement de qualité d'eau;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002410&codeDept=026
2022;Auvergne-Rhône-Alpes;26;Eau douce;FRK2326167D026210;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001870&codeDept=026
2022;Auvergne-Rhône-Alpes;26;Eau douce;FRK2326183D026255;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001872&codeDept=026
2022;Auvergne-Rhône-Alpes;26;Eau douce;FRK2326192D026520;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001901&codeDept=026
2022;Auvergne-Rhône-Alpes;26;Eau douce;FRK2326198D026970;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001897&codeDept=026
2022;Auvergne-Rhône-Alpes;26;Eau douce;FRK2326215D026900;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001918&codeDept=026
2022;Auvergne-Rhône-Alpes;26;Eau douce;FRK2326235D026920;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002071&codeDept=026
2022;Auvergne-Rhône-Alpes;26;Eau douce;FRK2326289D026240;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001874&codeDept=026
2022;Auvergne-Rhône-Alpes;26;Eau douce;FRK2326289D026245;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001875&codeDept=026
2022;Auvergne-Rhône-Alpes;26;Eau douce;FRK2326295D026990;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001912&codeDept=026
2022;Auvergne-Rhône-Alpes;26;Eau douce;FRK2326296D026347;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002411&codeDept=026
2022;Auvergne-Rhône-Alpes;26;Eau douce;FRK2326299D026267;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002414&codeDept=026
2022;Auvergne-Rhône-Alpes;26;Eau douce;FRK2326301D026910;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001902&codeDept=026
2022;Auvergne-Rhône-Alpes;26;Eau douce;FRK2326301D026915;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001903&codeDept=026
2022;Auvergne-Rhône-Alpes;26;Eau douce;FRK2326344D026415;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001877&codeDept=026
2022;Auvergne-Rhône-Alpes;26;Eau douce;FRK2326368D026230;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001879&codeDept=026
2022;Auvergne-Rhône-Alpes;38;Eau douce;FRK2438006D038300;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002882&codeDept=038
2022;Auvergne-Rhône-Alpes;38;Eau douce;FRK2438082D038001;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002899&codeDept=038
2022;Auvergne-Rhône-Alpes;38;Eau douce;FRK2438106D038031;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002883&codeDept=038
2022;Auvergne-Rhône-Alpes;38;Eau douce;FRK2438128D038111;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=003019&codeDept=038
