Saison balnéaire;Région;Département;Origine eau;Code unique d'identification du site de baignade;Classement;Statut relatif à la mise en œuvre du contrôle sanitaire;Statut relatif au calendrier d'échantillonnage;Contrainte géographique;Lien vers le document de synthèse du profil de baignade
2022;Corse;02A;Eau de mer;FRM012A065M02A041;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002707&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A070M02A065;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001953&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A070M02A070;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001954&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A070M02A071;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001955&codeDept=02A
2022;Corse;02A;Eau douce;FRM012A090D02A035;Insuffisant;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002021&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A090M02A055;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001956&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A090M02A060;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001957&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A092M02A355;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001990&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A092M02A360;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001991&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A098M02A235;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001958&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A098M02A240;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001959&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A098M02A241;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002180&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A098M02A242;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001960&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A098M02A243;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001961&codeDept=02A
2022;Corse;02A;Eau douce;FRM012A103D02A010;Insuffisant;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002024&codeDept=02A
2022;Corse;02A;Eau douce;FRM012A104D02A406;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002645&codeDept=02A
2022;Corse;02A;Eau douce;FRM012A108D02A057;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002026&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A114M02A298;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001992&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A130M02A195;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001962&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A130M02A200;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001963&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A130M02A201;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002704&codeDept=02A
2022;Corse;02A;Eau douce;FRM012A139D02A101;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002039&codeDept=02A
2022;Corse;02A;Eau douce;FRM012A139D02A103;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002040&codeDept=02A
2022;Corse;02A;Eau douce;FRM012A139D02A104;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002041&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A139M02A335;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001993&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A139M02A340;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001994&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A139M02A345;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001995&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A139M02A346;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001996&codeDept=02A
2022;Corse;02A;Eau douce;FRM012A144D02A046;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002028&codeDept=02A
2022;Corse;02A;Eau douce;FRM012A144D02A406;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002706&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A163M02A404;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002429&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A189M02A260;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001997&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A189M02A265;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001998&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A189M02A275;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001999&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A197M02A501;Suffisant;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002182&codeDept=02A
2022;Corse;02A;Eau douce;FRM012A198D02A055;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002029&codeDept=02A
2022;Corse;02A;Eau douce;FRM012A198D02A056;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002030&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A198M02A015;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001964&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A203M02A005;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001966&codeDept=02A
2022;Corse;02A;Eau douce;FRM012A209D02A015;Suffisant;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002031&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A212M02A017;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001967&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A212M02A018;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001968&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A215M02A401;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002047&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A215M02A402;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002049&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A215M02A403;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002048&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A215M02A862;Non classé;Site nouvellement identifié;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=003487&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A228M02A213;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001969&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A228M02A215;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001970&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A228M02A220;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001971&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A228M02A230;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001972&codeDept=02A
2022;Corse;02A;Eau douce;FRM012A240D02A045;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002032&codeDept=02A
2022;Corse;02A;Eau douce;FRM012A247D02A650;Insuffisant;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002752&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A247M02A305;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002000&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A247M02A306;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002001&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A247M02A310;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002002&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A247M02A315;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002003&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A247M02A323;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002006&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A247M02A325;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002007&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A247M02A330;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002008&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A247M02A950;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=003477&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A247M02A951;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=003478&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A249M02A277;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002009&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A249M02A280;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002010&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A249M02A285;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002011&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A249M02A286;Excellent;Site nouvellement identifié;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=003486&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A269M02A365;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002012&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A269M02A370;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002013&codeDept=02A
2022;Corse;02A;Eau douce;FRM012A272D02A297;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002641&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A272M02A294;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001980&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A272M02A295;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001981&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A272M02A296;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001982&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A276M02A244;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001973&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A276M02A245;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001974&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A276M02A250;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001975&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A276M02A255;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001976&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A279M02A010;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001977&codeDept=02A
2022;Corse;02A;Eau douce;FRM012A323D02A020;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002033&codeDept=02A
2022;Corse;02A;Eau douce;FRM012A323D02A600;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002708&codeDept=02A
2022;Corse;02A;Eau douce;FRM012A324D02A620;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002751&codeDept=02A
2022;Corse;02A;Eau douce;FRM012A326D02A005;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002034&codeDept=02A
2022;Corse;02A;Eau douce;FRM012A330D02A025;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002022&codeDept=02A
2022;Corse;02A;Eau douce;FRM012A345D02A150;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002023&codeDept=02A
2022;Corse;02A;Eau douce;FRM012A348D02A040;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002035&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A348M02A045;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001978&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A348M02A050;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=001979&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A351M02A405;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002703&codeDept=02A
2022;Corse;02A;Eau douce;FRM012A359D02A200;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002036&codeDept=02A
2022;Corse;02A;Eau douce;FRM012A360D02A080;Bon;Site nouvellement identifié;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002037&codeDept=02A
2022;Corse;02A;Eau douce;FRM012A362D02A060;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002042&codeDept=02A
2022;Corse;02A;Eau douce;FRM012A362D02A063;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002044&codeDept=02A
2022;Corse;02A;Eau douce;FRM012A362D02A355;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002183&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A362M02A350;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002014&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A362M02A351;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002015&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A362M02A352;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002016&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A362M02A353;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002017&codeDept=02A
2022;Corse;02A;Eau de mer;FRM012A362M02A354;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002050&codeDept=02A
2022;Corse;02B;Eau douce;FRM022B007D02B075;Suffisant;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002236&codeDept=02B
2022;Corse;02B;Eau de mer;FRM022B009M02B040;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002237&codeDept=02B
2022;Corse;02B;Eau douce;FRM022B012D02B025;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002238&codeDept=02B
2022;Corse;02B;Eau de mer;FRM022B020M02B305;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002260&codeDept=02B
2022;Corse;02B;Eau douce;FRM022B023D02B095;Suffisant;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002239&codeDept=02B
2022;Corse;02B;Eau de mer;FRM022B030M02B228;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002277&codeDept=02B
2022;Corse;02B;Eau de mer;FRM022B033M02B140;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002195&codeDept=02B
2022;Corse;02B;Eau de mer;FRM022B033M02B145;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002196&codeDept=02B
2022;Corse;02B;Eau de mer;FRM022B033M02B147;Non classé;Site nouvellement identifié;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002769&codeDept=02B
2022;Corse;02B;Eau de mer;FRM022B034M02B275;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002261&codeDept=02B
2022;Corse;02B;Eau de mer;FRM022B034M02B276;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002273&codeDept=02B
2022;Corse;02B;Eau de mer;FRM022B037M02B120;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002197&codeDept=02B
2022;Corse;02B;Eau de mer;FRM022B042M02B115;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002198&codeDept=02B
2022;Corse;02B;Eau de mer;FRM022B042M02B116;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002742&codeDept=02B
2022;Corse;02B;Eau de mer;FRM022B043M02B175;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002199&codeDept=02B
2022;Corse;02B;Eau de mer;FRM022B043M02B180;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002279&codeDept=02B
2022;Corse;02B;Eau de mer;FRM022B043M02B185;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002200&codeDept=02B
2022;Corse;02B;Eau de mer;FRM022B046M02B200;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002201&codeDept=02B
2022;Corse;02B;Eau douce;FRM022B049D02B135;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002262&codeDept=02B
2022;Corse;02B;Eau de mer;FRM022B049M02B357;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002263&codeDept=02B
2022;Corse;02B;Eau de mer;FRM022B050M02B335;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002256&codeDept=02B
2022;Corse;02B;Eau de mer;FRM022B050M02B340;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002257&codeDept=02B
2022;Corse;02B;Eau de mer;FRM022B050M02B342;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002272&codeDept=02B
2022;Corse;02B;Eau de mer;FRM022B050M02B343;Non classé;Site nouvellement identifié;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002771&codeDept=02B
2022;Corse;02B;Eau de mer;FRM022B050M02B350;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002259&codeDept=02B
2022;Corse;02B;Eau de mer;FRM022B077M02B093;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002276&codeDept=02B
2022;Corse;02B;Eau douce;FRM022B083D02B080;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002242&codeDept=02B
2022;Corse;02B;Eau de mer;FRM022B087M02B060;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002203&codeDept=02B
2022;Corse;02B;Eau de mer;FRM022B093M02B300;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002264&codeDept=02B
2022;Corse;02B;Eau douce;FRM022B096D02B015;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002284&codeDept=02B
2022;Corse;02B;Eau douce;FRM022B096D02B020;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002285&codeDept=02B
2022;Corse;02B;Eau douce;FRM022B096D02B035;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002286&codeDept=02B
2022;Corse;02B;Eau douce;FRM022B096D02B040;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002287&codeDept=02B
2022;Corse;02B;Eau douce;FRM022B096D02B045;Bon;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002288&codeDept=02B
2022;Corse;02B;Eau de mer;FRM022B109M02B245;Excellent;Site contrôlé sur toute la période d'évaluation;Mis en oeuvre;Non;http://baignades.sante.gouv.fr/baignades/profil.do?idSite=002205&codeDept=02B
