Saison balnéaire;Région;Département;Code unique d'identification du site de baignade;Précédent code;Nom du site de baignade;Date déclaration UE;Type d'eau;Longitude (ETRS 89);Latitude (ETRS 89)
2020;Centre-Val de Loire;36;FRB0336117D036150;;LE BOURGOIN;01/07/2010;rivière;1.56661;46.55041
2020;Centre-Val de Loire;36;FRB0336123D036060;;BELLEBOUCHE A;01/01/1991;lac;1.30145;46.79189
2020;Centre-Val de Loire;36;FRB0336154D036130;;LE VIVIER;01/01/2000;rivière;1.53692;46.56841
2020;Centre-Val de Loire;36;FRB0336163D036170;;PLAN D'EAU LIGNY;01/07/2016;lac;2.03005;46.47986
2020;Centre-Val de Loire;36;FRB0336194D036190;;PLAN D'EAU ST GENOU;05/07/2014;lac;1.37127;46.9318
2020;Centre-Val de Loire;36;FRB0336207D036091;;FOUGERES B grande plage;01/01/1991;lac;1.61286;46.42715
2020;Centre-Val de Loire;36;FRB0336244D036100;;LA PLANCHE BARON;01/01/1994;lac;1.45067;47.18607
2020;Centre-Val de Loire;37;FRB0437019D037125;;LE BOUT DU PONT;01/01/1991;rivière;0.76804;46.85135
2020;Centre-Val de Loire;37;FRB0437027D037100;;BLERE PLAGE;01/07/2018;rivière;0.99373;47.33033
2020;Centre-Val de Loire;37;FRB0437031D037030;;PARC CAPITAINE;01/01/1991;lac;0.16821;47.26916
2020;Centre-Val de Loire;37;FRB0437062D037035;;LE VAL JOYEUX;01/01/1991;lac;0.31528;47.54345
2020;Centre-Val de Loire;37;FRB0437069D037040;;PLAN D'EAU;01/01/1991;lac;1.161;47.1606
2020;Centre-Val de Loire;37;FRB0437117D037150;;LES PIECES DE LA PLAINE BASSIN No4;01/01/1994;lac;0.27764;47.44439
2020;Centre-Val de Loire;37;FRB0437119D037037;;BAIGNADE CAMPING;15/06/2011;rivière;0.42924;47.11942
2020;Centre-Val de Loire;37;FRB0437122D037999;;LES BRETONNIERES;01/07/2010;lac;0.64158;47.35425
2020;Centre-Val de Loire;37;FRB0437153D037130;;PLAN D'EAU DE L'ARCHE;01/07/2010;lac;0.78965;47.50504
2020;Centre-Val de Loire;37;FRB0437212D037060;;PARC DE FIERBOIS (RESERVE CAMPING);01/01/1991;lac;0.65099;47.14541
2020;Centre-Val de Loire;41;FRB0541080D041043;;PARC-PLAGE MONTRICHARD;02/07/2012;rivière;1.18436;47.34145
2020;Centre-Val de Loire;41;FRB0541154D041020;;ETANG DE LA VARENNE;01/07/2010;lac;1.22684;47.90269
2020;Centre-Val de Loire;41;FRB0541161D041060;;DOMAINE DE CHALES;01/01/1991;lac;1.98744;47.53109
2020;Centre-Val de Loire;41;FRB0541161D041190;;CAMPING GRANDE SOLOGNE;23/06/2020;lac;2.0392;47.53189
2020;Centre-Val de Loire;41;FRB0541176D041100;;CAMPING PARC DES ALICOURTS;01/01/1993;lac;2.18916;47.54371
2020;Centre-Val de Loire;41;FRB0541198D041110;;PARC PLAGE ILE;01/07/2020;rivière;1.37782;47.27162
2020;Centre-Val de Loire;41;FRB0541242D041180;;LA PLAGE;07/07/2015;rivière;1.54932;47.27602
2020;Centre-Val de Loire;41;FRB0541294D041170;;ETANG INTERCOMMUNAL _ ZONE BAIN;01/01/1991;lac;0.9903;47.80173
2020;Centre-Val de Loire;45;FRB0645063D045005;;ETANG DU PUITS;01/07/2010;lac;2.3801;47.59338
2020;Centre-Val de Loire;45;FRB0645068D045050;;ETANG COMMUNAL;01/01/1991;lac;2.73022;48.0236
2020;Centre-Val de Loire;45;FRB0645101D045010;;ETANG DE LA VALLEE;01/01/1991;lac;2.28298;47.96003
2020;Centre-Val de Loire;45;FRB0645127D045025;;ETANG COMMUNAL;01/07/2019;lac;2.75946;48.14581
2020;Centre-Val de Loire;45;FRB0645286D045060;;L'ILE CHARLEMAGNE No1 ZONE SUD;01/01/1991;lac;1.94362;47.89629
2020;Centre-Val de Loire;45;FRB0645286D045065;;L'ILE CHARLEMAGNE No2 ZONE EST;01/01/1994;lac;1.94796;47.89919
2020;Centre-Val de Loire;45;FRB0645334D045045;;ETANG DES BOIS;01/01/1991;lac;2.44229;47.8741
2020;Corse;02A;FRM012A004M02A087;;CAPO DI FENO;01/01/1995;eau côtière;8.62301;41.93597
2020;Corse;02A;FRM012A004M02A088;;PLAGE DE SEVANI-PETIT CAPO;01/01/1995;eau côtière;8.62241;41.9275
2020;Corse;02A;FRM012A004M02A090;;LA PARATA;01/01/1991;eau côtière;8.61948;41.90109
2020;Corse;02A;FRM012A004M02A095;;FRATTI-MOOREA PLAGE;01/01/1991;eau côtière;8.63176;41.90688
2020;Corse;02A;FRM012A004M02A105;;TERRE SACREE-WEEK-END;01/01/1991;eau côtière;8.64544;41.90972
2020;Corse;02A;FRM012A004M02A120;;PLAGE DU SCUDO;01/01/1991;eau côtière;8.67189;41.90508
2020;Corse;02A;FRM012A004M02A130;;PLAGE DE L'ARIADNE;01/01/1991;eau côtière;8.6815;41.90732
2020;Corse;02A;FRM012A004M02A135;;PLAGE DE BARBICAJA;01/01/1991;eau côtière;8.68913;41.90903
2020;Corse;02A;FRM012A004M02A140;;PLAGE DE PASCI PECURA;15/06/2010;eau côtière;8.70144;41.90839
2020;Corse;02A;FRM012A004M02A145;;RESIDENCE DES ILES;15/06/2010;eau côtière;8.71025;41.90814
2020;Corse;02A;FRM012A004M02A160;;PLAGE TROTTEL;01/01/1991;eau côtière;8.72476;41.91227
2020;Corse;02A;FRM012A004M02A175;;PLAGE SAINT FRANCOIS;01/01/1991;eau côtière;8.73653;41.91649
2020;Corse;02A;FRM012A004M02A180;;PLAGE DU LAZARET;01/01/1991;eau côtière;8.75743;41.92842
2020;Corse;02A;FRM012A004M02A185;;TAHITI PLAGE;01/01/1991;eau côtière;8.77158;41.92731
2020;Corse;02A;FRM012A004M02A186;;PLAGE DU RICANTO;01/01/1991;eau côtière;8.77588;41.92657
2020;Corse;02A;FRM012A008M02A210;;AGOSTA;01/01/1991;eau côtière;8.79042;41.86429
2020;Corse;02A;FRM012A008M02A211;;AGOSTA SUD;01/01/1991;eau côtière;8.79004;41.85462
2020;Corse;02A;FRM012A017M02A085;;PLAGE DE LAVA;01/01/1991;eau côtière;8.66859;41.99153
2020;Corse;02A;FRM012A018D02A070;;PETIT NIAGARA;01/07/2010;rivière;9.013;41.66387
2020;Corse;02A;FRM012A027D02A030;;PISCINES PONT D'AZZANA;01/01/1991;rivière;8.93026;42.11118
2020;Corse;02A;FRM012A031D02A031;;PONTE-VECCHIO;18/06/2017;rivière;9.0167;41.97991
2020;Corse;02A;FRM012A035M02A290;;CAMPOMORO;01/01/1991;eau côtière;8.81714;41.62959
2020;Corse;02A;FRM012A035M02A291;;CAMPOMORO SUD;01/01/1991;eau côtière;8.81202;41.63096
2020;Corse;02A;FRM012A040D02A050;;BUSSU. USINE HYDRO/ELECTRIQUE;01/01/1995;rivière;9.06733;42.09246
2020;Corse;02A;FRM012A041M02A202;;PLAGE DE BALISTRA;16/06/2019;eau côtière;9.22269;41.43957
2020;Corse;02A;FRM012A041M02A299;;RONDINARA PLAGE;01/01/1998;eau côtière;9.26702;41.46823
2020;Corse;02A;FRM012A041M02A300;;SANT' AMANZA PLAGE;15/06/2010;eau côtière;9.21656;41.40864
2020;Corse;02A;FRM012A041M02A302;;SANT' AMANZA NORD;15/06/2010;eau côtière;9.23333;41.413
2020;Corse;02A;FRM012A041M02A303;;PIANTARELLA;01/01/1992;eau côtière;9.22086;41.37498
2020;Corse;02A;FRM012A041M02A304;;CALA DI CIAPILI;01/01/1993;eau côtière;9.21472;41.36841
2020;Corse;02A;FRM012A041M02A306;;TONNARA;15/06/2010;eau côtière;9.10505;41.42654
2020;Corse;02A;FRM012A048M02A074;;STAGNONE NORD;01/01/1991;eau côtière;8.7471;42.04902
2020;Corse;02A;FRM012A048M02A075;;PLAGE DU STAGNONE;01/01/1991;eau côtière;8.74369;42.04307
2020;Corse;02A;FRM012A048M02A080;;PLAGE ORCINO;01/01/1991;eau côtière;8.73665;42.04009
2020;Corse;02A;FRM012A065M02A019;;CHIUNI NORD;01/01/1991;eau côtière;8.58879;42.17126
2020;Corse;02A;FRM012A065M02A020;;CHIUNI;01/01/1991;eau côtière;8.59149;42.17009
2020;Corse;02A;FRM012A065M02A030;;PERO PLAGE;01/01/1991;eau côtière;8.59195;42.14682
2020;Corse;02A;FRM012A065M02A040;;STAGNOLI;01/01/1991;eau côtière;8.64974;42.11915
2020;Corse;02A;FRM012A065M02A041;;MENASINA;15/06/2010;eau côtière;8.61503;42.13342
2020;Corse;02A;FRM012A070M02A065;;TIUCCIA PLAGE;01/01/1991;eau côtière;8.73506;42.06581
2020;Corse;02A;FRM012A070M02A070;;TIUCCIA SUD;01/01/1991;eau côtière;8.73804;42.06512
2020;Corse;02A;FRM012A070M02A071;;LIAMONE SUD;01/01/1991;eau côtière;8.72038;42.06983
2020;Corse;02A;FRM012A090D02A035;;PONT DU LIAMONE;01/01/1991;rivière;8.71931;42.0782
2020;Corse;02A;FRM012A090M02A055;;PLAGE DE SANTANA;01/01/1991;eau côtière;8.70745;42.10069
2020;Corse;02A;FRM012A090M02A060;;PLAGE SAN GIUSEPPE;01/01/1995;eau côtière;8.70898;42.08706
2020;Corse;02A;FRM012A092M02A355;;TARCO;01/01/1991;eau côtière;9.4033;41.74895
2020;Corse;02A;FRM012A092M02A360;;FAVONE;01/01/1991;eau côtière;9.39747;41.77305
2020;Corse;02A;FRM012A098M02A235;;PLAGE DE MARE E SOLE;01/01/1991;eau côtière;8.77104;41.81114
2020;Corse;02A;FRM012A098M02A240;;PLAGE DE PORTIGLIOLO;01/01/1991;eau côtière;8.73909;41.79749
2020;Corse;02A;FRM012A098M02A241;;PLAGE DE VERGHIA;01/01/2004;eau côtière;8.76519;41.80974
2020;Corse;02A;FRM012A098M02A242;;LA CASTAGNA SUD;01/01/1991;eau côtière;8.70955;41.79758
2020;Corse;02A;FRM012A098M02A243;;CALA D'ORZO;01/01/1992;eau côtière;8.70592;41.73825
2020;Corse;02A;FRM012A103D02A010;;PONT DE CUTTOLI;01/01/1991;rivière;8.83978;41.98031
2020;Corse;02A;FRM012A104D02A406;;PONT DE LA VANNA;01/07/2010;rivière;8.9148;41.93261
2020;Corse;02A;FRM012A108D02A057;;PISCINE NATURELLE;01/01/1993;rivière;8.83093;42.26803
2020;Corse;02A;FRM012A114M02A298;;FIGARI EST;01/01/1991;eau côtière;9.0777;41.47427
2020;Corse;02A;FRM012A130M02A195;;TOUR CAPITELLO;01/01/1991;eau côtière;8.8006;41.90052
2020;Corse;02A;FRM012A130M02A200;;MARINA VIVA;01/01/1991;eau côtière;8.80325;41.89209
2020;Corse;02A;FRM012A130M02A201;;ANSE MORELLI;15/06/2010;eau côtière;8.78803;41.8839
2020;Corse;02A;FRM012A139D02A101;;MURA DI L'ONDA;01/01/1993;rivière;9.32754;41.64266
2020;Corse;02A;FRM012A139D02A103;;MULINACCIU;01/01/1993;rivière;9.29874;41.67245
2020;Corse;02A;FRM012A139D02A104;;AMONT RETENUE;01/01/1993;rivière;9.25299;41.68336
2020;Corse;02A;FRM012A139M02A335;;BAIE DE STAGNOLI EST;01/01/1991;eau côtière;9.31539;41.62385
2020;Corse;02A;FRM012A139M02A340;;CALA ROSSA;01/01/1991;eau côtière;9.33938;41.61998
2020;Corse;02A;FRM012A139M02A345;;ST CYPRIEN;01/01/1991;eau côtière;9.34833;41.63736
2020;Corse;02A;FRM012A139M02A346;;ST CYPRIEN CENTRE;01/01/1991;eau côtière;9.34606;41.63232
2020;Corse;02A;FRM012A144D02A046;;PONT DE TRUGGIA;01/01/1991;rivière;8.81655;42.11619
2020;Corse;02A;FRM012A144D02A406;;TEDDI;01/07/2010;rivière;8.88266;42.09711
2020;Corse;02A;FRM012A163M02A404;;PLAGE DE CANISCIONE;01/01/2006;eau côtière;8.99355;41.48572
2020;Corse;02A;FRM012A189M02A260;;PLAGE DE TENUTELLA;01/01/1991;eau côtière;8.84001;41.69816
2020;Corse;02A;FRM012A189M02A265;;PLAGE DE CAMPITELLU;01/01/1995;eau côtière;8.88513;41.69129
2020;Corse;02A;FRM012A189M02A275;;BARACCI;01/01/1991;eau côtière;8.9166;41.68418
2020;Corse;02A;FRM012A197M02A501;;PLAGE DE GHJIRULATU-GIROLATA;15/06/2010;eau côtière;8.61361;42.34958
2020;Corse;02A;FRM012A198D02A055;;PONT DU PORTO;01/01/1991;rivière;8.70954;42.26188
2020;Corse;02A;FRM012A198D02A056;;PONTE VECCHIO;01/01/1991;rivière;8.76443;42.25567
2020;Corse;02A;FRM012A198M02A015;;PORTO PLAGE;01/01/1991;eau côtière;8.69088;42.2652
2020;Corse;02A;FRM012A203M02A005;;CASPIU;01/01/1991;eau côtière;8.66054;42.30231
2020;Corse;02A;FRM012A209D02A015;;PONT DE PERI;01/01/1991;rivière;8.88389;42.00276
2020;Corse;02A;FRM012A212M02A017;;ARONE;01/01/1991;eau côtière;8.57965;42.20692
2020;Corse;02A;FRM012A212M02A018;;FICAGHJOLA;01/01/1991;eau côtière;8.62667;42.25154
2020;Corse;02A;FRM012A215M02A401;;PLAGE CANICCIOLA;01/01/2001;eau côtière;9.06653;41.47258
2020;Corse;02A;FRM012A215M02A402;;PLAGE DE CHEVANU;01/01/2001;eau côtière;9.03939;41.469
2020;Corse;02A;FRM012A215M02A403;;PLAGE DE LA TOUR;01/01/2001;eau côtière;9.05606;41.46362
2020;Corse;02A;FRM012A228M02A213;;PLAGE DE STAGNOLA;01/01/1995;eau côtière;8.76952;41.8459
2020;Corse;02A;FRM012A228M02A215;;ISOLELLA NORD;01/01/1991;eau côtière;8.76116;41.84784
2020;Corse;02A;FRM012A228M02A220;;ISOLELLA SUD;01/01/1991;eau côtière;8.76556;41.84322
2020;Corse;02A;FRM012A228M02A230;;PLAGE DU RUPPIONE;01/01/1991;eau côtière;8.78445;41.83125
2020;Corse;02A;FRM012A240D02A045;;PONT DE GUAGNO LES BAINS;01/01/1991;rivière;8.89125;42.17579
2020;Corse;02A;FRM012A247D02A650;;ALZU DI GALLINA;01/07/2010;rivière;9.21241;41.618
2020;Corse;02A;FRM012A247M02A305;;SANTA GIULIA;01/01/1991;eau côtière;9.27298;41.53001
2020;Corse;02A;FRM012A247M02A306;;SANTA GIULIA MARINE;01/01/1991;eau côtière;9.28128;41.53014
2020;Corse;02A;FRM012A247M02A310;;FOLACA;01/01/1991;eau côtière;9.30774;41.54765
2020;Corse;02A;FRM012A247M02A315;;PALOMBAGGIA;01/01/1991;eau côtière;9.3258;41.55791
2020;Corse;02A;FRM012A247M02A323;;CASETTA BIANCA-ZIGLIONE;01/01/1994;eau côtière;9.30557;41.59161
2020;Corse;02A;FRM012A247M02A325;;LA SAUVAGIE;01/01/1991;eau côtière;9.28551;41.60334
2020;Corse;02A;FRM012A247M02A330;;BAIE DE STAGNOLI;01/01/1991;eau côtière;9.30444;41.62143
2020;Corse;02A;FRM012A247M02A950;;PAESE SERENU;15/06/2014;eau côtière;9.28784;41.60915
2020;Corse;02A;FRM012A247M02A951;;SPORTING MARINA DI FIORI;15/06/2014;eau côtière;9.29245;41.61055
2020;Corse;02A;FRM012A249M02A277;;PLAGE DE MANCINU;01/01/1991;eau côtière;8.90975;41.67803
2020;Corse;02A;FRM012A249M02A280;;PLAGE DU LIDO (PURRAJA);01/01/1991;eau côtière;8.89209;41.67375
2020;Corse;02A;FRM012A249M02A285;;PORTIGLIOLO;01/01/1991;eau côtière;8.87025;41.64597
2020;Corse;02A;FRM012A249M02A286;;CAPU LAUROSU;28/06/2020;eau côtière;8.88117;41.66813
2020;Corse;02A;FRM012A269M02A365;;FAVONE NORD;01/01/1991;eau côtière;9.39545;41.77635
2020;Corse;02A;FRM012A269M02A370;;CANELLA;01/01/1991;eau côtière;9.39503;41.80025
2020;Corse;02A;FRM012A272D02A297;;PONT GENOIS SPINA CAVALLU;01/07/2010;rivière;8.98178;41.6556
2020;Corse;02A;FRM012A272M02A294;;ROCCAPINA;01/01/1992;eau côtière;8.93382;41.49581
2020;Corse;02A;FRM012A272M02A295;;TIZZANO;01/01/1991;eau côtière;8.85537;41.53566
2020;Corse;02A;FRM012A272M02A296;;TIZZANO EST;01/01/1991;eau côtière;8.87982;41.52257
2020;Corse;02A;FRM012A276M02A244;;CUPABIA;01/01/1991;eau côtière;8.78438;41.73459
2020;Corse;02A;FRM012A276M02A245;;PORTO POLLO CENTRE;01/01/1991;eau côtière;8.79732;41.71041
2020;Corse;02A;FRM012A276M02A250;;PORTO POLLO U PORTICCIU;01/01/1991;eau côtière;8.80547;41.71001
2020;Corse;02A;FRM012A276M02A255;;PLAGE DU TARAVO;01/01/1991;eau côtière;8.81589;41.71291
2020;Corse;02A;FRM012A279M02A010;;BUSSAGLIA;01/01/1991;eau côtière;8.68735;42.28177
2020;Corse;02A;FRM012A323D02A020;;PONT DE CARBUCCIA;01/01/1991;rivière;8.90282;42.0229
2020;Corse;02A;FRM012A323D02A600;;PAILLOTTE ANDREA;01/07/2010;rivière;8.89678;42.01971
2020;Corse;02A;FRM012A324D02A620;;PONT DE VIGNALE;01/07/2010;rivière;8.99011;42.07675
2020;Corse;02A;FRM012A326D02A005;;BARRAGE DE TOLLA;01/01/1991;rivière;8.97097;41.97162
2020;Corse;02A;FRM012A330D02A025;;PONT D'UCCIANI;01/01/1991;rivière;8.96405;42.0597
2020;Corse;02A;FRM012A345D02A150;;VIGNOLA EAUX VIVES;01/01/1995;rivière;8.91343;42.02909
2020;Corse;02A;FRM012A348D02A040;;PONT DE BELFIOR;01/01/1991;rivière;8.81937;42.16916
2020;Corse;02A;FRM012A348M02A045;;EMBOUCHURE SAGONE;01/01/1991;eau côtière;8.69134;42.11507
2020;Corse;02A;FRM012A348M02A050;;PLAGE DE SAGONE;01/01/1991;eau côtière;8.6993;42.11293
2020;Corse;02A;FRM012A351M02A405;;COSTI DI VILLANOVA;15/06/2010;eau côtière;8.66578;41.97856
2020;Corse;02A;FRM012A359D02A200;;PONT DE CAMERA;01/01/1995;rivière;9.13512;41.90053
2020;Corse;02A;FRM012A362D02A060;;PONT DE CRIVISCIA;01/01/1991;rivière;9.1739;41.76887
2020;Corse;02A;FRM012A362D02A063;;PISCIARONE;01/01/1994;rivière;9.29518;41.72869
2020;Corse;02A;FRM012A362D02A355;;PONT  LAMOSU;01/01/2004;rivière;9.1728;41.74192
2020;Corse;02A;FRM012A362M02A350;;PINARELLO;01/01/1991;eau côtière;9.37409;41.6808
2020;Corse;02A;FRM012A362M02A351;;LA RUSCANA;01/01/2000;eau côtière;9.37738;41.68334
2020;Corse;02A;FRM012A362M02A352;;CAVU;01/01/1999;eau côtière;9.4005;41.6999
2020;Corse;02A;FRM012A362M02A353;;LA PINEDE;01/01/2000;eau côtière;9.37256;41.67787
2020;Corse;02A;FRM012A362M02A354;;LA FAUTEA;01/01/2001;eau côtière;9.40174;41.71637
2020;Corse;02B;FRM022B007D02B075;;PONTE ALTU;01/01/1991;rivière;8.97625;42.31955
2020;Corse;02B;FRM022B009M02B040;;CATERRAGGIO;01/01/1991;eau côtière;9.55183;42.11156
2020;Corse;02B;FRM022B012D02B025;;PONT D'ALTIANI;01/01/1991;rivière;9.26538;42.22204
2020;Corse;02B;FRM022B020M02B305;;AREGNO PLAGE;01/01/1991;eau côtière;8.87251;42.61052
2020;Corse;02B;FRM022B023D02B095;;PONT GENOIS;01/01/1991;rivière;9.03112;42.44672
2020;Corse;02B;FRM022B030M02B228;;GIOTTANI;01/01/1999;eau côtière;9.34032;42.86711
2020;Corse;02B;FRM022B033M02B140;;ARINELLA;01/01/1991;eau côtière;9.44686;42.67125
2020;Corse;02B;FRM022B033M02B145;;FICAGHJOLA;01/01/1991;eau côtière;9.44787;42.68969
2020;Corse;02B;FRM022B034M02B275;;VVF LOZARI;01/01/1991;eau côtière;9.01826;42.64272
2020;Corse;02B;FRM022B034M02B276;;PONT DE LOZARI;01/01/1999;eau côtière;9.00771;42.64028
2020;Corse;02B;FRM022B037M02B120;;PINETO;01/01/1991;eau côtière;9.46673;42.63434
2020;Corse;02B;FRM022B042M02B115;;VVF CAMP DE VOILE;01/01/1991;eau côtière;9.49292;42.60564
2020;Corse;02B;FRM022B042M02B116;;ALBA MARANA;15/06/2010;eau côtière;9.49755;42.60143
2020;Corse;02B;FRM022B043M02B175;;LAVASINA;01/01/1991;eau côtière;9.46549;42.75753
2020;Corse;02B;FRM022B043M02B180;;A CAMPINCA;01/01/1991;eau côtière;9.46934;42.76494
2020;Corse;02B;FRM022B043M02B185;;ERBALUNGA;01/01/1991;eau côtière;9.47801;42.77729
2020;Corse;02B;FRM022B046M02B200;;PORTICCIOLO;01/01/1991;eau côtière;9.47241;42.87583
2020;Corse;02B;FRM022B049D02B135;;FORET DE BONIFATO;01/01/1991;rivière;8.85535;42.44268
2020;Corse;02B;FRM022B049M02B357;;ARGENTELLA;01/01/1991;eau côtière;8.68033;42.46956
2020;Corse;02B;FRM022B050M02B335;;CLUB OLYMPIQUE;01/01/1991;eau côtière;8.77372;42.55561
2020;Corse;02B;FRM022B050M02B340;;PADULE;01/01/1991;eau côtière;8.76519;42.55641
2020;Corse;02B;FRM022B050M02B342;;LE BLOCKOS;01/01/1997;eau côtière;8.7628;42.55739
2020;Corse;02B;FRM022B050M02B350;;POINTE ST FRANCOIS;01/01/1991;eau côtière;8.75658;42.57007
2020;Corse;02B;FRM022B050M02B354;;REVELATA;01/01/2003;eau côtière;8.72712;42.56135
2020;Corse;02B;FRM022B077M02B093;;ANGHIONE;01/01/1999;eau côtière;9.53338;42.47667
2020;Corse;02B;FRM022B083D02B080;;PONT DE CASTIRLA;01/01/1991;rivière;9.1382;42.38382
2020;Corse;02B;FRM022B087M02B060;;PRUNETE;01/01/1991;eau côtière;9.54576;42.32158
2020;Corse;02B;FRM022B093M02B300;;BODRI;01/01/1991;eau côtière;8.91311;42.62981
2020;Corse;02B;FRM022B096D02B015;;LAVE MADRE;01/01/1991;rivière;9.12467;42.30372
2020;Corse;02B;FRM022B096D02B020;;PONT BALIRI;01/01/1991;rivière;9.14658;42.30402
2020;Corse;02B;FRM022B096D02B035;;TUANI CAMPING;01/01/1991;rivière;9.10737;42.27504
2020;Corse;02B;FRM022B096D02B040;;LE REFUGE;01/01/1991;rivière;9.14302;42.2935
2020;Corse;02B;FRM022B096D02B045;;LA GLACIERE;01/01/1991;rivière;9.14298;42.29357
2020;Corse;02B;FRM022B109M02B245;;MARINE DE FARINOLE;01/01/1991;eau côtière;9.34539;42.7362
2020;Corse;02B;FRM022B120M02B125;;CLUB DE LA MARANA;01/01/1991;eau côtière;9.45921;42.6443
2020;Corse;02B;FRM022B120M02B130;;PONT DE LA MARANA;01/01/1991;eau côtière;9.45132;42.65779
2020;Corse;02B;FRM022B121M02B360;;VILLE;01/01/1991;eau côtière;8.64793;42.41349
2020;Corse;02B;FRM022B123M02B030;;TOUR DE VIGNALE;01/01/1991;eau côtière;9.45793;42.00422
2020;Corse;02B;FRM022B124D02B006;;LA JAUGE;01/01/2007;rivière;9.24454;42.10284
2020;Corse;02B;FRM022B126D02B030;;ERNELLA;01/01/1991;rivière;9.3432;42.20732
2020;Corse;02B;FRM022B134M02B282;;GINEBARU;01/01/2003;eau côtière;8.94604;42.63357
2020;Corse;02B;FRM022B134M02B284;;CARACHETU;01/01/2003;eau côtière;8.94258;42.63411
2020;Corse;02B;FRM022B134M02B285;;NAPOLEON;01/01/1991;eau côtière;8.93994;42.63469
2020;Corse;02B;FRM022B134M02B295;;GARE;01/01/1991;eau côtière;8.93607;42.63751
2020;Corse;02B;FRM022B143M02B045;;MARINE DE BRAVONE;01/01/1991;eau côtière;9.55681;42.19994
2020;Corse;02B;FRM022B148M02B105;;MARIANA;01/01/1991;eau côtière;9.52747;42.56499
2020;Corse;02B;FRM022B148M02B110;;LA MARANINCA;01/01/2001;eau côtière;9.533;42.54615
2020;Corse;02B;FRM022B150M02B316;;SAN AMBROGGIO;01/01/1991;eau côtière;8.82851;42.60241
2020;Corse;02B;FRM022B150M02B320;;MATA HARI;01/01/1991;eau côtière;8.80522;42.57666
2020;Corse;02B;FRM022B152M02B205;;SANTA SEVERA;01/01/1991;eau côtière;9.47341;42.8867
2020;Corse;02B;FRM022B153D02B141;;TUARELLI;01/01/1991;rivière;8.74625;42.38724
2020;Corse;02B;FRM022B159M02B210;;MARINE DE MERIA;01/01/1991;eau côtière;9.4653;42.9343
2020;Corse;02B;FRM022B162D02B100;;PONT MULENDINA;01/01/1999;rivière;9.10659;42.46835
2020;Corse;02B;FRM022B168M02B280;;GUARDIOLA;01/01/1991;eau côtière;8.96019;42.63503
2020;Corse;02B;FRM022B170M02B225;;MUTE;01/01/1999;eau côtière;9.35014;42.96111
2020;Corse;02B;FRM022B172D02B125;;PONT ELLERACCE;01/01/1991;rivière;9.33178;42.5777
2020;Corse;02B;FRM022B177D02B055;;PONT DE NOCETA;01/01/1991;rivière;9.20609;42.22336
2020;Corse;02B;FRM022B178M02B235;;BARACATOGGIO;01/01/1991;eau côtière;9.34244;42.79753
2020;Corse;02B;FRM022B183M02B230;;ALBO;01/01/1991;eau côtière;9.3337;42.81012
2020;Corse;02B;FRM022B187M02B240;;NEGRO;01/01/1991;eau côtière;9.34006;42.76037
2020;Corse;02B;FRM022B188D02B120;;PONT GENOIS;01/01/1991;rivière;9.36357;42.59243
2020;Corse;02B;FRM022B199M02B274;;OSTRICONI;01/01/1999;eau côtière;9.06013;42.66128
2020;Corse;02B;FRM022B205M02B250;;PLAGE D'OLZO;01/01/1991;eau côtière;9.32265;42.69695
2020;Corse;02B;FRM022B207D02B070;;PONT D'ACITAJA;01/01/1991;rivière;9.47084;42.4455
2020;Corse;02B;FRM022B207M02B090;;SAN PELLEGRINO;01/01/1991;eau côtière;9.54161;42.4476
2020;Corse;02B;FRM022B224M02B195;;MARINE DE PIETRACORBARA;01/01/1991;eau côtière;9.47982;42.83838
2020;Corse;02B;FRM022B242M02B082;;ALBA SERENA;01/01/1999;eau côtière;9.53623;42.40125
2020;Corse;02B;FRM022B251M02B025;;CALZARELLU;01/01/1991;eau côtière;9.43863;41.98783
2020;Corse;02B;FRM022B261M02B215;;MACINAGGIO;01/01/1991;eau côtière;9.45156;42.96245
2020;Corse;02B;FRM022B261M02B220;;BARCAGGIO;01/01/2004;eau côtière;9.40819;43.00555
2020;Corse;02B;FRM022B281M02B190;;MARINE DE SISCO;01/01/1991;eau côtière;9.49013;42.80985
2020;Corse;02B;FRM022B283D02B005;;PONT DE CALZATOGGIO;01/01/1991;rivière;9.3198;41.83538
2020;Corse;02B;FRM022B283M02B010;;SCAFFA ROSSA;01/01/1991;eau côtière;9.39844;41.86565
2020;Corse;02B;FRM022B283M02B020;;MARINE DE SOLARO;01/01/1991;eau côtière;9.40102;41.89092
2020;Corse;02B;FRM022B286M02B095;;MARINE DE SORBO;01/01/1991;eau côtière;9.52958;42.48903
2020;Corse;02B;FRM022B298M02B255;;HLM;01/01/1991;eau côtière;9.30967;42.68686
2020;Corse;02B;FRM022B298M02B265;;ACQUA DOLCE;01/01/1991;eau côtière;9.28868;42.67443
2020;Corse;02B;FRM022B303M02B058;;ALISTRO;01/01/1999;eau côtière;9.55589;42.25499
2020;Corse;02B;FRM022B303M02B059;;CHEZ THERESA;13/06/2010;eau côtière;9.55544;42.29198
2020;Corse;02B;FRM022B305M02B163;;PLAGE DU FLENU;15/06/2010;eau côtière;9.45621;42.72055
2020;Corse;02B;FRM022B305M02B165;;GRIGIONE;01/01/1991;eau côtière;9.46147;42.7336
2020;Corse;02B;FRM022B309M02B170;;MIOMO;01/01/1991;eau côtière;9.46159;42.74081
2020;Corse;02B;FRM022B311M02B075;;VANGA DI L'ORU;01/01/1991;eau côtière;9.53643;42.35335
