Saison balnéaire;Région;Département;Code unique d'identification du site de baignade;Précédent code;Nom du site de baignade;Date déclaration UE;Type d'eau;Longitude (ETRS 89);Latitude (ETRS 89)
2020;Martinique;972;FRY5097219M972217;;ANSE BELLEVILLE TROU AU CHAT;01/10/2009;eau côtière;-61.2285;14.8193
2020;Martinique;972;FRY5097219M972218;;ANSE CERON TAMARINIER;01/10/2009;eau côtière;-61.2263;14.8278
2020;Martinique;972;FRY5097219M972219;;ANSE COULEUVRE;01/10/2009;eau côtière;-61.2192;14.8421
2020;Martinique;972;FRY5097219M972220;;ANSE CERON : MILIEU PLAGE;01/01/1992;eau côtière;-61.2247;14.8332
2020;Martinique;972;FRY5097219M972221;;LA CHARMEUSE;01/10/2013;eau côtière;-61.2207;14.7937
2020;Martinique;972;FRY5097220M972110;;ANSE FIGUIER : MILIEU PLAGE;01/01/1992;eau côtière;-60.9099;14.4602
2020;Martinique;972;FRY5097222M972270;;ILET MADAME;01/10/2009;eau côtière;-60.8835;14.6698
2020;Martinique;972;FRY5097222M972275;;BAIE COCO;01/10/2009;eau côtière;-60.8859;14.6578
2020;Martinique;972;FRY5097224D972310;;COEUR BOULIKI;01/01/1993;rivière;-61.0689;14.6996
2020;Martinique;972;FRY5097225M972222;;LA PAILLOTTE : AU DROIT DU MUSEE;01/01/1992;eau côtière;-61.1769;14.7455
2020;Martinique;972;FRY5097226M972120;;CLUB MEDITERRANEE : PRES PONTON;01/01/1992;eau côtière;-60.8841;14.447
2020;Martinique;972;FRY5097226M972125;;POINTE MARIN : FACE RESTAURANT TOULOULOU;01/01/1992;eau côtière;-60.8823;14.4444
2020;Martinique;972;FRY5097226M972130;;CARITAN : FACE HOTEL;01/01/1992;eau côtière;-60.8861;14.4271
2020;Martinique;972;FRY5097226M972135;;GDE ANSE SALINES:FACE LOCAL TOURISME;01/01/1992;eau côtière;-60.8781;14.4026
2020;Martinique;972;FRY5097226M972137;;SALINES : MILIEU TABLE DU DIABLE;01/01/1996;eau côtière;-60.8665;14.3979
2020;Martinique;972;FRY5097226M972140;;ANSE TRABAUD : FACE ACCES;01/01/1992;eau côtière;-60.8469;14.4131
2020;Martinique;972;FRY5097226M972145;;CAP CHEVALIER : MILIEU DE PLAGE;01/01/1992;eau côtière;-60.8249;14.4394
2020;Martinique;972;FRY5097226M972147;;ANSE MOUSTIQUE;01/10/2009;eau côtière;-60.8868;14.4152
2020;Martinique;972;FRY5097227M972085;;ANSE MABOUYA : MILIEU PLAGE;01/01/1992;eau côtière;-60.9579;14.466
2020;Martinique;972;FRY5097227M972090;;CORPS DE GARDE : FACE RESTAURANT;01/01/1992;eau côtière;-60.9423;14.4677
2020;Martinique;972;FRY5097227M972100;;GROS RAISIN : MILIEU PLAGE;01/01/1992;eau côtière;-60.9292;14.4644
2020;Martinique;972;FRY5097227M972102;;FOND BANANE;01/10/2009;eau côtière;-60.9467;14.4669
2020;Martinique;972;FRY5097227M972104;;DESERT;01/10/2009;eau côtière;-60.9521;14.4666
2020;Martinique;972;FRY5097228M972215;;ANSE AZEROT;01/01/1992;eau côtière;-60.9802;14.7708
2020;Martinique;972;FRY5097229M972245;;LIDO : MILIEU DE PLAGE;01/01/1992;eau côtière;-61.1079;14.622
2020;Martinique;972;FRY5097229M972250;;PLAN D'EAU;01/01/1992;eau côtière;-61.1035;14.6174
2020;Martinique;972;FRY5097229M972255;;CLUB NAUTIQUE;01/01/1992;eau côtière;-61.1034;14.6172
2020;Martinique;972;FRY5097229M972260;;MADIANA;01/10/2009;eau côtière;-61.0989;14.6119
2020;Martinique;972;FRY5097229M972265;;BATELIERE;01/01/1992;eau côtière;-61.0958;14.6052
2020;Martinique;972;FRY5097229M972267;;BOURG SHOELCHER : MILIEU PLAGE;01/10/2009;eau côtière;-61.101;14.6148
2020;Martinique;972;FRY5097230M972170;;ANSE L'ETANG : FACE ACCES PRINCIPAL;01/01/1992;eau côtière;-60.9068;14.7657
2020;Martinique;972;FRY5097230M972175;;LA BRECHE;01/01/1992;eau côtière;-60.9113;14.7644
2020;Martinique;972;FRY5097230M972180;;TARTANE BOURG;01/01/1992;eau côtière;-60.9215;14.7585
2020;Martinique;972;FRY5097230M972195;;L'AUTRE BORD : FACE BORNE FONTAINE;01/01/1992;eau côtière;-60.9528;14.7447
2020;Martinique;972;FRY5097230M972200;;LES RAISINIERS : PRES CABANES PECHEURS;01/01/1992;eau côtière;-60.9557;14.7369
2020;Martinique;972;FRY5097230M972210;;ANSE COSMY : MILIEU PLAGE;01/01/1992;eau côtière;-60.9667;14.7576
2020;Martinique;972;FRY5097230M972212;;BAIE GRANJEAN;01/10/2011;eau côtière;-60.8989;14.7441
2020;Martinique;972;FRY5097231M972020;;MERIDIEN : PLAGE PRES BAKOUA;01/01/1992;eau côtière;-61.0526;14.5591
2020;Martinique;972;FRY5097231M972025;;BAKOUA : MILIEU DE PLAGE;01/01/1992;eau côtière;-61.0532;14.5575
2020;Martinique;972;FRY5097231M972030;;ANSE-MITAN : FACE LOCATION DE PLANCHES;01/01/1992;eau côtière;-61.053;14.5532
2020;Martinique;972;FRY5097231M972040;;ANSE A L'ANE - NID TROPICAL;01/01/1992;eau côtière;-61.0651;14.5412
2020;Martinique;972;FRY5097231M972045;;ANSE A L'ANE - HOTEL FRANTOUR;01/01/1992;eau côtière;-61.0669;14.5399
2020;Martinique;972;FRY5097232M972150;;GRAND MACABOU;01/01/1992;eau côtière;-60.8241;14.5051
2020;Martinique;972;FRY5097232M972155;;PETIT MACABOU;01/01/1992;eau côtière;-60.8234;14.5073
2020;Martinique;972;FRY5097232M972160;;POINTE FAULA : FACE RESTAURANT;01/01/1992;eau côtière;-60.8273;14.5396
2020;Martinique;972;FRY5097234M972270;;FOND BOUCHER;01/10/2009;eau côtière;-61.1543;14.6561
2020;Mayotte;976;FRY5097602M976004;;MGOUEDAJOU;01/10/2014;eau côtière;45.1307;-12.7218
2020;Mayotte;976;FRY5097603M976006;;DZONA;01/10/2014;eau côtière;45.1761;-12.9317
2020;Mayotte;976;FRY5097603M976008;;MUSICAL PLAGE;01/10/2014;eau côtière;45.1845;-12.9192
2020;Mayotte;976;FRY5097603M976010;;SAKOULI;01/10/2014;eau côtière;45.2126;-12.8883
2020;Mayotte;976;FRY5097604M976011;;BAMBO OUEST;01/10/2014;eau côtière;45.0892;-12.9257
2020;Mayotte;976;FRY5097604M976013;;GITE HAGNOUNDROU;01/10/2014;eau côtière;45.102;-12.9133
2020;Mayotte;976;FRY5097604M976016;;LE POULPE;01/10/2014;eau côtière;45.0809;-12.9139
2020;Mayotte;976;FRY5097604M976017;;LES 3 BAOBABS;01/10/2014;eau côtière;45.1009;-12.9458
2020;Mayotte;976;FRY5097607M976021;;ILONI;01/10/2014;eau côtière;45.1946;-12.8471
2020;Mayotte;976;FRY5097608M976022;;BADAMIER;01/10/2014;eau côtière;45.2809;-12.7651
2020;Mayotte;976;FRY5097608M976023;;LE FARE;01/10/2014;eau côtière;45.2626;-12.7869
2020;Mayotte;976;FRY5097608M976025;;MOYA;01/10/2014;eau côtière;45.2963;-12.7842
2020;Mayotte;976;FRY5097609M976026;;BANDRAKOUNI;01/10/2014;eau côtière;45.1074;-12.9765
2020;Mayotte;976;FRY5097609M976029;;N'GOUJA;01/10/2014;eau côtière;45.0845;-12.9613
2020;Mayotte;976;FRY5097610M976031;;LONGONI;01/10/2014;eau côtière;45.1642;-12.7267
2020;Mayotte;976;FRY5097610M976032;;MGOMBANI;01/10/2014;eau côtière;45.1806;-12.7289
2020;Mayotte;976;FRY5097611M976037;;LE PENDU;01/10/2014;eau côtière;45.237;-12.7637
2020;Mayotte;976;FRY5097612M976040;;JIVA;01/10/2014;eau côtière;45.0713;-12.6942
2020;Mayotte;976;FRY5097613M976045;;MLIHA;01/10/2014;eau côtière;45.0559;-12.7514
2020;Mayotte;976;FRY5097613M976046;;TANARAKI;01/10/2014;eau côtière;45.0689;-12.7588
2020;Mayotte;976;FRY5097616M976053;;TAHITI PLAGE;01/10/2014;eau côtière;45.1018;-12.7798
2020;Normandie;14;FRD1114021M014260;;PLACE DU SIX JUIN;01/01/1991;eau côtière;-0.62124;49.34064
2020;Normandie;14;FRD1114022M014240;;PLACE MOSNIER;01/01/1991;eau côtière;-0.5841;49.34236
2020;Normandie;14;FRD1114059M014045;;BENERVILLE - TOURGEVILLE;01/01/1991;eau côtière;0.05316;49.35289
2020;Normandie;14;FRD1114066M014183;;CAP ROMAIN;15/06/2010;eau côtière;-0.40076;49.33386
2020;Normandie;14;FRD1114066M014190;;BERNIERES-OUEST;01/01/1991;eau côtière;-0.42425;49.33558
2020;Normandie;14;FRD1114079M014050;;RUE LAFORGE - BLONVILLE EST;01/01/1991;eau côtière;0.02835;49.33999
2020;Normandie;14;FRD1114079M014053;;HAMEAU GOBLIN - BLONVILLE OUEST;01/01/1998;eau côtière;0.02075;49.33607
2020;Normandie;14;FRD1114117M014080;;CABOURG CENTRE;01/01/1991;eau côtière;-0.11705;49.29413
2020;Normandie;14;FRD1114165M014300;;PLAGE DU VILLAGE DE VACANCES;01/01/1991;eau côtière;-0.84078;49.36036
2020;Normandie;14;FRD1114166M014130;;POSTE DE SURVEILLANCE;01/01/1991;eau côtière;-0.28259;49.2936
2020;Normandie;14;FRD1114191M014200;;DEVANT LA PISCINE;01/01/1991;eau côtière;-0.45099;49.33581
2020;Normandie;14;FRD1114191M014210;;ILE DE PLAISANCE;01/01/1998;eau côtière;-0.46189;49.33753
2020;Normandie;14;FRD1114220M014040;;PLAGE DES SIX FUSILLES;01/01/1991;eau côtière;0.06436;49.35973
2020;Normandie;14;FRD1114312M014328;;RUE RICHARD;01/01/1991;eau côtière;-1.03893;49.38946
2020;Normandie;14;FRD1114318M014215;;BRECHE DE GRAYE;01/01/1993;eau côtière;-0.46886;49.33801
2020;Normandie;14;FRD1114325M014140;;PLACE CUIRASSE COURBET;01/01/1991;eau côtière;-0.30198;49.29844
2020;Normandie;14;FRD1114333M014010;;PLAGE DU BUTIN;01/01/1991;eau côtière;0.21292;49.42446
2020;Normandie;14;FRD1114338M014070;;ARMENGAUD;01/01/1991;eau côtière;-0.07852;49.30401
2020;Normandie;14;FRD1114354M014170;;PLACE DU SIX JUIN;01/01/1991;eau côtière;-0.36982;49.32602
2020;Normandie;14;FRD1114365M014150;;RUE BELLIN;01/01/1991;eau côtière;-0.31427;49.30297
2020;Normandie;14;FRD1114384M014155;;DIGUE EST;01/01/1991;eau côtière;-0.34755;49.31782
2020;Normandie;14;FRD1114384M014160;;PLAGE DU PETIT ENFER;01/01/1991;eau côtière;-0.35335;49.32011
2020;Normandie;14;FRD1114409M014100;;FRANCEVILLE PLAGE;01/01/1991;eau côtière;-0.20295;49.28632
2020;Normandie;14;FRD1114488M014120;;RIVA BELLA - CENTRE;01/01/1991;eau côtière;-0.25676;49.29047
2020;Normandie;14;FRD1114488M014125;;RIVA BELLA - OUEST;01/01/2002;eau côtière;-0.26565;49.29122
2020;Normandie;14;FRD1114514D014010;;LAC DE PONT-L'EVEQUE;01/01/1991;lac;0.20342;49.27367
2020;Normandie;14;FRD1114562M014180;;BOULEVARD FAVREAU;01/01/1991;eau côtière;-0.38837;49.33087
2020;Normandie;14;FRD1114565M014250;;LA FONTAINE ST COME;01/01/1991;eau côtière;-0.6028;49.33998
2020;Normandie;14;FRD1114605M014310;;LES MOULINS;01/01/1991;eau côtière;-0.87721;49.37024
2020;Normandie;14;FRD1114709M014270;;LA BRECHE;01/01/1991;eau côtière;-0.62612;49.3413
2020;Normandie;14;FRD1114715M014030;;RUE CROIX;01/01/1991;eau côtière;0.07968;49.3702
2020;Normandie;14;FRD1114724M014090;;LE HOME;01/01/1991;eau côtière;-0.15465;49.28772
2020;Normandie;14;FRD1114739M014230;;BOULEVARD DE LA PLAGE;01/01/1991;eau côtière;-0.51466;49.34513
2020;Normandie;14;FRD1114745M014320;;PLAGE DU MONUMENT;01/01/1991;eau côtière;-0.90189;49.37929
2020;Normandie;14;FRD1114754M014056;;FACE AVENUE JEAN MOULIN;01/01/1998;eau côtière;0.00964;49.33024
2020;Normandie;14;FRD1114754M014060;;PLACE JEAN MERMOZ;01/01/1991;eau côtière;-0.00625;49.32394
2020;Normandie;14;FRD1114755M014020;;RUE DES BAINS;01/01/1991;eau côtière;0.12987;49.40314
2020;Normandie;14;FRD1114755M014025;;PLAGE DES GRAVES;01/01/1991;eau côtière;0.12492;49.40083
2020;Normandie;27;FRD2127082D027004;;BONNEVILLE SUR ITON  ETANG DE LA NOE;01/01/1991;lac;1.0498;48.99544
2020;Normandie;27;FRD2127116D027002;;BRIONNE  BAIGNADE  MUNICIPALE;01/01/1991;lac;0.7201;49.18782
2020;Normandie;27;FRD2127278D027007;;GARENNES SUR EURE  LES ETANGS DU PARC;12/06/2010;lac;1.45692;48.90282
2020;Normandie;27;FRD2127365D027005;;POSES - LE LAGON;01/01/1991;lac;1.21015;49.30128
2020;Normandie;27;FRD2127701D027001;;POSES - LA CAPOULADE;01/01/1991;lac;1.21529;49.30133
2020;Normandie;50;FRD1250003M050335;;CENTRE;01/01/1991;eau côtière;-1.60183;49.0479
2020;Normandie;50;FRD1250003M050340;;LE PASSOUS;01/01/1991;eau côtière;-1.59866;49.03694
2020;Normandie;50;FRD1250003M050345;;FACE A L'ECOLE DE VOILE D'AGON-COUTAINVILLE;01/01/1991;eau côtière;-1.59654;49.03062
2020;Normandie;50;FRD1250003M050347;;LA POINTE D'AGON;01/01/1991;eau côtière;-1.58821;49.01281
2020;Normandie;50;FRD1250015M050365;;FACE AU CD 537;01/01/1991;eau côtière;-1.56171;48.95889
2020;Normandie;50;FRD1250030M050092;;LA SAMBIERE;01/01/1991;eau côtière;-1.25666;49.66713
2020;Normandie;50;FRD1250030M050100;;L'EGLISE;01/01/1991;eau côtière;-1.25987;49.67333
2020;Normandie;50;FRD1250031M050245;;PLAGE DE LA VIEILLE EGLISE;01/01/1991;eau côtière;-1.80927;49.37584
2020;Normandie;50;FRD1250031M050250;;CARTERET;01/01/1991;eau côtière;-1.79491;49.37192
2020;Normandie;50;FRD1250031M050255;;FACE AU CD 130;01/01/1991;eau côtière;-1.77151;49.36706
2020;Normandie;50;FRD1250033M050240;;FACE AU CD 131;01/01/1991;eau côtière;-1.82282;49.42908
2020;Normandie;50;FRD1250041M050173;;URVILLE-NACQUEVILLE Face charriŠre;01/01/1992;eau côtière;-1.72905;49.67754
2020;Normandie;50;FRD1250041M050175;;URVILLE-NACQUEVILLE Les quais;01/01/1991;eau côtière;-1.73949;49.67808
2020;Normandie;50;FRD1250041M050180;;OMONVILLE LA ROGUE Le Port;01/01/1991;eau côtière;-1.83607;49.70501
2020;Normandie;50;FRD1250041M050185;;OMONVILLE-LA-PETITE Anse Saint Martin;01/01/1991;eau côtière;-1.87916;49.70622
2020;Normandie;50;FRD1250041M050200;;VAUVILLE La Crecque;01/01/1991;eau côtière;-1.85493;49.64267
2020;Normandie;50;FRD1250041M050205;;VAUVILLE Face au camping;01/01/1991;eau côtière;-1.8511;49.63488
2020;Normandie;50;FRD1250058M050327;;GONNEVILLE;15/06/2010;eau côtière;-1.61024;49.08271
2020;Normandie;50;FRD1250058M050330;;FACE AU CD 244;01/01/1991;eau côtière;-1.6058;49.06055
2020;Normandie;50;FRD1250066M050455;;LE PONT BLEU;01/01/1991;eau côtière;-1.56944;48.78811
2020;Normandie;50;FRD1250066M050460;;FACE AU CASINO;01/01/1991;eau côtière;-1.57017;48.77612
2020;Normandie;50;FRD1250066M050465;;CALE DES PLAISANCIERS;01/01/1991;eau côtière;-1.57033;48.77089
2020;Normandie;50;FRD1250076M050385;;FACE AU CD 592;01/01/1991;eau côtière;-1.57001;48.89697
2020;Normandie;50;FRD1250077M050140;;LA PLAGE;01/01/1991;eau côtière;-1.52024;49.65758
2020;Normandie;50;FRD1250078M050297;;FACE AU CD 136;01/01/1991;eau côtière;-1.65415;49.24139
2020;Normandie;50;FRD1250081M050395;;FACE AU CD 135E;01/01/1991;eau côtière;-1.57569;48.86908
2020;Normandie;50;FRD1250085M050375;;FACE A LA ROUTE SUBMERSIBLE;01/01/1991;eau côtière;-1.56609;48.91375
2020;Normandie;50;FRD1250102M050470;;CAROLLES - FACE AU POSTE DE SECOURS;01/01/1991;eau côtière;-1.57243;48.75912
2020;Normandie;50;FRD1250117M050475;;SOL ROC;01/01/1991;eau côtière;-1.55205;48.73234
2020;Normandie;50;FRD1250129M050143;;TOURLAVILLE Rue des dauphins;01/01/1993;eau côtière;-1.55922;49.65471
2020;Normandie;50;FRD1250129M050145;;TOURLAVILLE Collignon;01/01/1991;eau côtière;-1.56712;49.6567
2020;Normandie;50;FRD1250129M050170;;ANSE DE QUERQUEVILLE;01/01/1991;eau côtière;-1.69669;49.66972
2020;Normandie;50;FRD1250142M050115;;NEVILLE SUR MER Face A la RD 514;01/01/1991;eau côtière;-1.33045;49.70123
2020;Normandie;50;FRD1250142M050120;;RETHOVILLE Face A la RD 226;01/01/1991;eau côtière;-1.35307;49.70342
2020;Normandie;50;FRD1250142M050125;;COSQUEVILLE Le Vicq;01/01/1991;eau côtière;-1.40541;49.70263
2020;Normandie;50;FRD1250143M050390;;FACE AU CD 351;01/01/1991;eau côtière;-1.57154;48.88829
2020;Normandie;50;FRD1250151M050305;;PRINTANIA;01/01/1991;eau côtière;-1.60709;49.19734
2020;Normandie;50;FRD1250165M050400;;L'ERMITAGE;01/01/1991;eau côtière;-1.58273;48.85228
2020;Normandie;50;FRD1250165M050405;;LA POINTE DU LUDE;01/01/1991;eau côtière;-1.58618;48.84731
2020;Normandie;50;FRD1250167M050490;;LA DUNE;01/01/1991;eau côtière;-1.51564;48.70914
2020;Normandie;50;FRD1250178M050127;;ANSE DE LA VISIERE;01/01/1992;eau côtière;-1.44445;49.69449
2020;Normandie;50;FRD1250178M050130;;ANSE DE LA MONDREE;01/01/1991;eau côtière;-1.45628;49.69151
2020;Normandie;50;FRD1250178M050135;;ANSE DU BRICK;01/01/1991;eau côtière;-1.48604;49.66891
2020;Normandie;50;FRD1250196M050102;;ANSE DE LA MASSE;01/01/1999;eau côtière;-1.2677;49.67831
2020;Normandie;50;FRD1250215M050320;;ANNEVILLE-SUR-MER Face RD 74;01/01/1991;eau côtière;-1.5962;49.12852
2020;Normandie;50;FRD1250215M050325;;FACE AU CD 268;01/01/1991;eau côtière;-1.61055;49.09935
2020;Normandie;50;FRD1250218M050410;;LE PLAT GOUSSET;01/01/1991;eau côtière;-1.598;48.83973
2020;Normandie;50;FRD1250218M050420;;HACQUEVILLE;01/01/1991;eau côtière;-1.58444;48.82991
2020;Normandie;50;FRD1250218M050425;;LE FOURNEAU;01/01/1991;eau côtière;-1.57425;48.82125
2020;Normandie;50;FRD1250218M050432;;ILES DE CHAUSEY - PORT-MARIE;01/01/2000;eau côtière;-1.8256;48.87085
2020;Normandie;50;FRD1250218M050433;;ILES DE CHAUSEY - PORT HOMARD;15/06/2015;eau côtière;-1.83381;48.87282
2020;Normandie;50;FRD1250231M050355;;FACE A L'ANCIEN CAMPING;01/01/1991;eau côtière;-1.56202;48.98109
2020;Normandie;50;FRD1250231M050360;;FACE A L'ECOLE DE VOILE D'HAUTEVILLE SUR MER;01/01/1991;eau côtière;-1.56245;48.97056
2020;Normandie;50;FRD1250236M050287;;SAINT REMY DES LANDES La Valette;01/01/1991;eau côtière;-1.69139;49.29583
2020;Normandie;50;FRD1250236M050290;;SURVILLE Face A la RD 526;01/01/1991;eau côtière;-1.67548;49.27684
2020;Normandie;50;FRD1250236M050292;;GLATIGNY Face A la RD 337;01/01/1991;eau côtière;-1.66526;49.26585
2020;Normandie;50;FRD1250268M050035;;HAMEAU SIMON;01/01/1991;eau côtière;-1.29013;49.52031
2020;Normandie;50;FRD1250272M050370;;FACE AU CD 220;01/01/1991;eau côtière;-1.56159;48.94998
2020;Normandie;50;FRD1250342M050090;;LANDEMER;01/01/1991;eau côtière;-1.24303;49.64848
2020;Normandie;50;FRD1250342M050091;;Plage de la Mare;15/06/2015;eau côtière;-1.25217;49.66223
2020;Normandie;50;FRD1250402M050220;;SCIOTOT;01/01/1991;eau côtière;-1.84955;49.50641
2020;Normandie;50;FRD1250403M050310;;ARMANVILLE;01/01/1991;eau côtière;-1.60297;49.18488
2020;Normandie;50;FRD1250403M050315;;FACE AU CD 94;01/01/1991;eau côtière;-1.599;49.16693
2020;Normandie;50;FRD1250412M050270;;FACE AU POSTE DE SECOURS;01/01/1991;eau côtière;-1.72441;49.32719
2020;Normandie;50;FRD1250412M050280;;SAINT-LO D'OURVILLE Lindbergh-plage;01/01/1991;eau côtière;-1.70476;49.31526
2020;Normandie;50;FRD1250417M050040;;MORSALINES La Redoute;01/01/1991;eau côtière;-1.30569;49.57
2020;Normandie;50;FRD1250417M050050;;LE RIVAGE DE QUETTEHOU;01/01/2001;eau côtière;-1.29945;49.57946
2020;Normandie;50;FRD1250421M050028;;LE BOURG NEUF;01/01/2001;eau côtière;-1.2785;49.50815
2020;Normandie;50;FRD1250421M050030;;FACE AU CD 42;01/01/1991;eau côtière;-1.28592;49.5154
2020;Normandie;50;FRD1250433M050075;;JONVILLE;01/01/1991;eau côtière;-1.24271;49.61028
2020;Normandie;50;FRD1250433M050077;;ANSE DE JONVILLE;01/01/1994;eau côtière;-1.23494;49.60817
2020;Normandie;50;FRD1250433M050080;;LA POINTE DE SAIRE;01/01/1991;eau côtière;-1.22861;49.60656
2020;Normandie;50;FRD1250442M050225;;FACE AU CAMPING DU ROZEL;01/01/1991;eau côtière;-1.84515;49.48129
2020;Normandie;50;FRD1250471M050265;;FACE AU CD 132;01/01/1991;eau côtière;-1.75012;49.35097
2020;Normandie;50;FRD1250479M050015;;FACE AU CD 129;01/01/1991;eau côtière;-1.22015;49.45342
2020;Normandie;50;FRD1250481M050300;;FACE AU CD 306;01/01/1991;eau côtière;-1.64826;49.23097
2020;Normandie;50;FRD1250490M050260;;FACE AU CD 166;01/01/1991;eau côtière;-1.75901;49.35886
2020;Normandie;50;FRD1250496M050485;;FACE AU CD 483;01/01/1995;eau côtière;-1.52513;48.72341
2020;Normandie;50;FRD1250507M050025;;LES GOUGINS;01/01/1991;eau côtière;-1.26526;49.4947
2020;Normandie;50;FRD1250509M050005;;LA GRANDE DUNE;01/01/1991;eau côtière;-1.17901;49.42064
2020;Normandie;50;FRD1250517M050010;;MONUMENT LECLERC;01/01/1991;eau côtière;-1.20835;49.44433
2020;Normandie;50;FRD1250523M050020;;RAVENOVILLE Les dunes;01/01/1991;eau côtière;-1.24322;49.4736
2020;Normandie;50;FRD1250532M050435;;FACE A LA PISCINE;01/01/1991;eau côtière;-1.57299;48.81526
2020;Normandie;50;FRD1250532M050440;;FACE A LA FONTAINE SAINT GAUD;01/01/1991;eau côtière;-1.57214;48.80773
2020;Normandie;50;FRD1250532M050450;;KAIRON FACE AU CD 373;01/01/1991;eau côtière;-1.56991;48.7943
2020;Normandie;50;FRD1250562M050060;;LA HOUGUE;01/01/1991;eau côtière;-1.27188;49.57687
2020;Normandie;50;FRD1250576M050210;;CLAIREFONTAINE;01/01/1991;eau côtière;-1.84351;49.56931
2020;Normandie;50;FRD1250576M050212;;FACE AU POSTE SDIS;15/06/2010;eau côtière;-1.84437;49.56641
2020;Normandie;50;FRD1250585M050235;;FACE AU CD 66;01/01/1991;eau côtière;-1.8317;49.46187
2020;Normandie;61;FRD1361168D061004;;GRANDE PLAGE;01/01/1991;lac;-0.36905;48.58998
2020;Normandie;61;FRD1361491D061002;;BAIGNADE  DE L'ETANG NEUF;01/01/2005;lac;0.59277;48.62772
2020;Normandie;76;FRD2276192M076033;;MESNIL-VAL;01/01/1991;eau côtière;1.32871;50.04463
2020;Normandie;76;FRD2276192M076036;;CRIEL-PLAGE;01/01/1991;eau côtière;1.31381;50.03495
2020;Normandie;76;FRD2276217M076123;;PUYS;01/01/1991;eau côtière;1.10869;49.93779
2020;Normandie;76;FRD2276217M076126;;DIEPPE-PLAGE;01/01/1991;eau côtière;1.07425;49.92866
2020;Normandie;76;FRD2276254M076383;;ETRETAT-PLAGE;01/01/1991;eau côtière;0.20076;49.70853
2020;Normandie;76;FRD2276259M076313;;FECAMP-PLAGE;01/01/1991;eau côtière;0.36044;49.76061
2020;Normandie;76;FRD2276349M076133;;POURVILLE;01/01/1991;eau côtière;1.02865;49.91754
2020;Normandie;76;FRD2276351M076463;;LE HAVRE-PLAGE;01/01/1991;eau côtière;0.0912;49.49754
2020;Normandie;76;FRD2276436D076001;;BASE DE LOISIRS MESNIL SS JUMIEGES;01/01/1992;lac;0.847;49.40896
2020;Normandie;76;FRD2276515M076163;;QUIBERVILLE-PLAGE;01/01/1991;eau côtière;0.92265;49.90531
2020;Normandie;76;FRD2276552M076453;;STE-ADRESSE-PLAGE;01/01/1991;eau côtière;0.07077;49.50541
2020;Normandie;76;FRD2276564M076173;;ST-AUBIN-PLAGE;01/01/1991;eau côtière;0.86976;49.89424
2020;Normandie;76;FRD2276595M076413;;ST-JOUIN-PLAGE;01/01/1991;eau côtière;0.153;49.64739
2020;Normandie;76;FRD2276605M076153;;STE-MARGUERITE-PLAGE;01/01/1991;eau côtière;0.93377;49.90839
2020;Normandie;76;FRD2276613M076263;;LES PETITES-DALLES;01/01/1991;eau côtière;0.52397;49.82626
2020;Normandie;76;FRD2276618M076083;;ST-MARTIN-PLAGE;01/01/1991;eau côtière;1.19731;49.96964
2020;Normandie;76;FRD2276637M076283;;ST-PIERRE-EN-PORT;01/01/1991;eau côtière;0.48637;49.80993
2020;Normandie;76;FRD2276655M076213;;ST-VALERY-PLAGE;01/01/1991;eau côtière;0.71595;49.87042
2020;Normandie;76;FRD2276663M076273;;LES GRANDES-DALLES;01/01/1991;eau côtière;0.51194;49.82044
2020;Normandie;76;FRD2276693M076393;;LE TILLEUL/LA POTERIE-CAP D'ANTIFER;01/01/1991;eau côtière;0.17984;49.69636
2020;Normandie;76;FRD2276705D076003;;BASE DE LOISIRS TOURVILLE LA RIVIERE BEDANNE;01/01/1999;lac;1.07329;49.32352
2020;Normandie;76;FRD2276711M076013;;LE TREPORT-PLAGE;01/01/1991;eau côtière;1.36744;50.06237
2020;Normandie;76;FRD2276735M076193;;VEULES-PLAGE;01/01/1991;eau côtière;0.80035;49.87845
2020;Normandie;76;FRD2276736M076253;;VEULETTES-PLAGE;01/01/1991;eau côtière;0.59707;49.85323
2020;Normandie;76;FRD2276748D076002;;BASE DE LOISIRS VITTEFLEUR LAC DE CANIEL;01/01/1996;lac;0.63367;49.80296
2020;Normandie;76;FRD2276754M076343;;YPORT-PLAGE;01/01/1991;eau côtière;0.30857;49.74008
2020;Nouvelle-Aquitaine;16;FRI3116020D016005;;BAIGNADE MUNICIPALE;01/01/1991;rivière;0.17376;45.26791
2020;Nouvelle-Aquitaine;16;FRI3116066D016020;;ETANG VALLIER;01/01/1991;lac;-0.05953;45.32861
2020;Nouvelle-Aquitaine;16;FRI3116090D016025;;BAIN DES DAMES;01/01/1991;rivière;-0.04454;45.59918
2020;Nouvelle-Aquitaine;16;FRI3116104D016090;;REJALLANT;01/01/1991;rivière;0.21711;46.01513
2020;Nouvelle-Aquitaine;16;FRI3116124D016030;;VILLAGE LE CHAT;01/01/1991;lac;0.5819;45.70382
2020;Nouvelle-Aquitaine;16;FRI3116155D016001;;BAIGNADE DE POINT FOLLE;01/01/1994;lac;-0.07378;45.95432
2020;Nouvelle-Aquitaine;16;FRI3116210D016040;;LA GRANDE ILE;01/07/2010;rivière;0.08613;45.7412
2020;Nouvelle-Aquitaine;16;FRI3116224D016179;;LA VERGNE;01/07/2010;lac;-0.23024;45.44275
2020;Nouvelle-Aquitaine;16;FRI3116270D016095;;LA GUERLIE;01/07/2010;lac;0.70888;45.80336
