Saison balnéaire;Région;Département;Code unique d'identification du site de baignade;Date de prélèvement;"Résultat ""entérocoques intestinaux""";"Résultat ""Escherichia coli""";Statut du prélèvement;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101133D001311;19/06/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101133D001311;04/07/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101133D001311;17/07/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101133D001311;02/08/2023;251;390;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101133D001311;16/08/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101143D001620;30/05/2023;15;15;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101143D001620;20/06/2023;15;127;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101143D001620;05/07/2023;46;46;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101143D001620;19/07/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101143D001620;08/08/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101143D001620;21/08/2023;30;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101184D001110;15/05/2023;15;15;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101184D001110;02/06/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101184D001110;12/06/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101184D001110;03/07/2023;15;30;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101184D001110;17/07/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101184D001110;02/08/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101184D001110;17/08/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101204D001631;19/06/2023;15;30;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101204D001631;11/07/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101204D001631;18/07/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101204D001631;01/08/2023;15;30;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101204D001631;16/08/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101229D001650;15/05/2023;15;15;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101229D001650;12/06/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101229D001650;03/07/2023;30;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101229D001650;18/07/2023;61;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101229D001650;03/08/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101229D001650;17/08/2023;30;61;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101239D001320;13/06/2023;30;46;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101239D001320;04/07/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101239D001320;17/07/2023;15;45;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101239D001320;02/08/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101239D001320;16/08/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101269D001660;13/06/2023;15;15;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101269D001660;04/07/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101269D001660;18/07/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101269D001660;01/08/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101269D001660;16/08/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101269D001661;13/06/2023;15;15;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101269D001661;04/07/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101269D001661;18/07/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101269D001661;01/08/2023;30;30;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101269D001661;16/08/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101302D001670;29/05/2023;15;748;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101302D001670;19/06/2023;15;30;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101302D001670;04/07/2023;30;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101302D001670;17/07/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101302D001670;02/08/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101302D001670;16/08/2023;46;161;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101302D001670;30/08/2023;15;77;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101304D001130;12/06/2023;15;93;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101304D001130;03/07/2023;46;270;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101304D001130;17/07/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101304D001130;02/08/2023;15;30;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101304D001130;17/08/2023;30;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101305D001210;12/06/2023;15;15;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101305D001210;03/07/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101305D001210;18/07/2023;15;61;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101305D001210;03/08/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101305D001210;17/08/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101314D001140;12/06/2023;77;177;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101314D001140;03/07/2023;15;127;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101314D001140;17/07/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101314D001140;02/08/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101314D001140;17/08/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101378D001180;12/06/2023;15;15;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101378D001180;03/07/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101378D001180;17/07/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101378D001180;02/08/2023;30;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101378D001180;17/08/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101403D001328;20/06/2023;15;15;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101403D001328;13/07/2023;15;591;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101403D001328;21/07/2023;126;247;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101403D001328;02/08/2023;15;46;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101403D001328;16/08/2023;15;77;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101407D001685;13/06/2023;15;15;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101407D001685;04/07/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101407D001685;17/07/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101407D001685;02/08/2023;30;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101407D001685;16/08/2023;30;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101426D001690;12/06/2023;15;15;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101426D001690;03/07/2023;15;46;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101426D001690;18/07/2023;30;94;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101426D001690;03/08/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101426D001690;17/08/2023;30;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101452D001700;13/06/2023;15;15;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101452D001700;04/07/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101452D001700;17/07/2023;15;46;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101452D001700;02/08/2023;15;213;;;;
2023;Auvergne-Rhône-Alpes;001;FRK2101452D001700;16/08/2023;15;143;;;;
2023;Auvergne-Rhône-Alpes;003;FRK1103165D003001;21/06/2023;46;215;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;003;FRK1103165D003001;03/07/2023;61;15;;;;
2023;Auvergne-Rhône-Alpes;003;FRK1103165D003001;18/07/2023;46;15;;;;
2023;Auvergne-Rhône-Alpes;003;FRK1103165D003001;31/07/2023;61;30;;;;
2023;Auvergne-Rhône-Alpes;003;FRK1103165D003001;16/08/2023;179;30;;;;
2023;Auvergne-Rhône-Alpes;003;FRK1103165D003001;28/08/2023;46;46;;;;
2023;Auvergne-Rhône-Alpes;003;FRK1103190D003036;12/06/2023;30;195;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;003;FRK1103190D003036;11/07/2023;30;15;;;;
2023;Auvergne-Rhône-Alpes;003;FRK1103190D003036;26/07/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;003;FRK1103190D003036;09/08/2023;15;30;;;;
2023;Auvergne-Rhône-Alpes;003;FRK1103190D003036;23/08/2023;30;30;;;;
2023;Auvergne-Rhône-Alpes;003;FRK1103207D003042;13/06/2023;30;15;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;003;FRK1103207D003042;12/07/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;003;FRK1103207D003042;26/07/2023;15;30;;;;
2023;Auvergne-Rhône-Alpes;003;FRK1103207D003042;10/08/2023;683;142;;;;
2023;Auvergne-Rhône-Alpes;003;FRK1103207D003042;21/08/2023;30;46;;;;
2023;Auvergne-Rhône-Alpes;003;FRK1103221D003050;05/07/2023;800;1235;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;003;FRK1103221D003050;10/07/2023;15;61;;;;
2023;Auvergne-Rhône-Alpes;003;FRK1103221D003050;25/07/2023;94;94;;;;
2023;Auvergne-Rhône-Alpes;003;FRK1103221D003050;07/08/2023;77;15;;;;
2023;Auvergne-Rhône-Alpes;003;FRK1103310D003003;14/06/2023;375;1295;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;003;FRK1103310D003003;04/07/2023;177;580;;;;
2023;Auvergne-Rhône-Alpes;003;FRK1103310D003003;10/07/2023;94;161;;;;
2023;Auvergne-Rhône-Alpes;003;FRK1103310D003003;19/07/2023;45;126;;;;
2023;Auvergne-Rhône-Alpes;003;FRK1103310D003003;24/07/2023;45;94;;;;
2023;Auvergne-Rhône-Alpes;003;FRK1103310D003003;01/08/2023;94;46;;;;
2023;Auvergne-Rhône-Alpes;003;FRK1103310D003003;08/08/2023;30;126;;;;
2023;Auvergne-Rhône-Alpes;003;FRK1103310D003003;16/08/2023;30;144;;;;
2023;Auvergne-Rhône-Alpes;003;FRK1103310D003003;22/08/2023;61;142;;;;
2023;Auvergne-Rhône-Alpes;003;FRK1103310D003003;28/08/2023;46;109;;;;
2023;Auvergne-Rhône-Alpes;003;FRK1103312D003090;12/06/2023;15;30;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;003;FRK1103312D003090;06/07/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;003;FRK1103312D003090;19/07/2023;15;46;;;;
2023;Auvergne-Rhône-Alpes;003;FRK1103312D003090;03/08/2023;77;30;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207011D007355;15/06/2023;15;92;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207011D007355;03/07/2023;77;30;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207011D007355;17/07/2023;61;61;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207011D007355;31/07/2023;46;61;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207011D007355;14/08/2023;30;61;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207012D007560;12/06/2023;15;30;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207012D007560;03/07/2023;15;94;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207012D007560;18/07/2023;61;15;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207012D007560;01/08/2023;15;46;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207012D007560;14/08/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207023D007085;16/06/2023;15;61;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207023D007085;10/07/2023;61;61;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207023D007085;24/07/2023;126;45;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207023D007085;08/08/2023;30;61;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207023D007085;22/08/2023;15;94;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207031D007275;15/06/2023;15;30;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207031D007275;10/07/2023;30;46;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207031D007275;25/07/2023;46;61;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207031D007275;07/08/2023;15;61;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207031D007275;22/08/2023;30;61;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207031D007280;15/06/2023;15;30;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207031D007280;10/07/2023;46;46;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207031D007280;25/07/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207031D007280;07/08/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207031D007280;22/08/2023;15;192;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207050D007260;15/06/2023;30;15;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207050D007260;10/07/2023;77;46;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207050D007260;25/07/2023;144;61;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207050D007260;07/08/2023;46;109;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207050D007260;22/08/2023;159;110;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207058D007456;15/06/2023;197;419;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207058D007456;10/07/2023;110;15;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207058D007456;25/07/2023;93;375;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207058D007456;28/07/2023;110;15;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207058D007456;07/08/2023;46;15;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207058D007456;22/08/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207061D007092;16/06/2023;30;15;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207061D007092;10/07/2023;46;46;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207061D007092;24/07/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207061D007092;08/08/2023;15;30;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207061D007092;22/08/2023;46;15;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207064D007432;01/07/2023;0;0;Prélèvement manquant;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207071D007910;12/06/2023;15;15;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207071D007910;03/07/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207071D007910;17/07/2023;176;109;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207071D007910;31/07/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207071D007910;14/08/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207079D007605;20/06/2023;30;45;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207079D007605;04/07/2023;15;46;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207079D007605;18/07/2023;61;94;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207079D007605;01/08/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207079D007605;16/08/2023;15;30;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207080D007405;13/06/2023;30;15;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207080D007405;04/07/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207080D007405;18/07/2023;61;1166;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207080D007405;01/08/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207080D007405;16/08/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207082D007505;12/06/2023;15;110;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207082D007505;03/07/2023;30;15;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207082D007505;18/07/2023;15;77;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207082D007505;01/08/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207082D007505;14/08/2023;45;177;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207096D007540;15/06/2023;77;127;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207096D007540;11/07/2023;15;45;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207096D007540;24/07/2023;312;585;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207096D007540;08/08/2023;77;144;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207096D007540;21/08/2023;110;61;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207107D007030;12/06/2023;30;197;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207107D007030;04/07/2023;160;1315;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207107D007030;17/07/2023;94;234;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207107D007030;31/07/2023;30;955;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207107D007030;16/08/2023;77;591;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207110D007220;15/06/2023;61;30;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207110D007220;10/07/2023;15;46;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207110D007220;25/07/2023;110;77;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207110D007220;07/08/2023;15;144;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207110D007220;22/08/2023;15;61;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207114D007602;20/06/2023;46;127;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207114D007602;04/07/2023;15;77;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207114D007602;18/07/2023;46;61;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207114D007602;01/08/2023;15;77;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207114D007602;16/08/2023;46;77;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207115D007235;16/06/2023;30;46;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207115D007235;11/07/2023;30;61;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207115D007235;24/07/2023;15;110;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207115D007235;08/08/2023;15;61;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207115D007235;22/08/2023;61;144;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207115D007236;16/06/2023;30;46;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207115D007236;11/07/2023;176;504;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207115D007236;24/07/2023;249;434;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207115D007236;08/08/2023;177;253;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207115D007236;22/08/2023;126;782;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207119D007905;12/06/2023;15;15;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207119D007905;03/07/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207119D007905;17/07/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207119D007905;31/07/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207119D007905;14/08/2023;161;419;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207123D007501;19/06/2023;15;144;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207123D007501;03/07/2023;15;46;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207123D007501;18/07/2023;94;77;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207123D007501;01/08/2023;77;61;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207123D007501;14/08/2023;126;30;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207126D007330;16/06/2023;30;77;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207126D007330;11/07/2023;179;110;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207126D007330;25/07/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207126D007330;07/08/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207126D007330;21/08/2023;61;46;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207127D007028;12/06/2023;94;272;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207127D007028;04/07/2023;46;46;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207127D007028;17/07/2023;160;1149;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207127D007028;31/07/2023;15;15;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207127D007028;16/08/2023;61;77;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207129D007610;13/06/2023;234;627;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207129D007610;04/07/2023;15;332;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207129D007610;18/07/2023;45;177;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207129D007610;01/08/2023;45;77;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207129D007610;16/08/2023;15;251;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207146D007755;15/06/2023;46;144;Prélèvement de pré-saison;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207146D007755;11/07/2023;371;127;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207146D007755;24/07/2023;268;127;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207146D007755;08/08/2023;342;30;;;;
2023;Auvergne-Rhône-Alpes;007;FRK2207146D007755;21/08/2023;30;127;;;;
